"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"EDM","2017-2018",24,139.42,19.23,89.22,17.86,92.76,9.15,89.86,8.71,2.9,108.45,99.01,9.43,5,110,23,3.62,79.71,16.67,0.04,39.86
"FLA","2017-2018",24,116.03,15,89.86,11.54,92.27,9.52,90.01,2.02,2.26,104.86,99.52,5.33,6,111,25,4.23,78.17,17.61,0.05,42.96
"L.A","2017-2018",23,132.33,4.55,92.86,3.57,94.97,6.69,90.43,-3.12,4.54,97.4,97.12,0.28,2,112,23,1.46,81.75,16.79,0.02,48.91
"MIN","2017-2018",23,156.93,13.04,86.18,10.34,89.95,8.1,91.81,2.25,-1.86,99.23,99.91,-0.69,8,129,38,4.57,73.71,21.71,0.06,46.67
"MTL","2017-2018",22,133.85,10.71,83.57,9.68,88.08,8.42,89.87,1.26,-1.79,94.29,98.29,-4,12,114,26,7.89,75,17.11,0.1,43.42
"N.J","2017-2018",23,130.48,8.57,87.39,7.69,90.34,11,90.26,-3.31,0.08,95.96,101.27,-5.31,7,110,21,5.07,79.71,15.22,0.06,42.75
"NSH","2017-2018",23,154.72,11.43,89.78,9.76,92.59,8.03,91.91,1.73,0.68,101.21,99.94,1.27,6,137,27,3.53,80.59,15.88,0.04,42.94
"NYI","2017-2018",25,123.57,7.14,83.09,6.25,87.83,7.13,90.87,-0.88,-3.04,90.23,98,-7.77,3,120,23,2.05,82.19,15.75,0.02,41.1
"NYR","2017-2018",20,120.03,0,87.18,0,89.93,6.33,89.5,-6.33,0.43,87.18,95.84,-8.66,3,102,23,2.34,79.69,17.97,0.03,38.28
"OTT","2017-2018",20,95.47,5,90.2,4.55,92.81,7.23,89.95,-2.69,2.85,95.2,97.19,-1.99,4,84,16,3.85,80.77,15.38,0.05,46.15
"PHI","2017-2018",22,117.67,0,84.16,0,88.41,4.97,90.74,-4.97,-2.34,84.16,95.71,-11.55,10,104,18,7.58,78.79,13.64,0.09,44.7
"PIT","2017-2018",26,147,10,87.4,8.33,90.24,5.43,90.52,2.9,-0.28,97.4,95.95,1.45,8,118,28,5.19,76.62,18.18,0.06,46.1
"S.J","2017-2018",24,126.93,4.35,87.79,3.85,90.75,7.27,90.29,-3.42,0.46,92.13,97.56,-5.42,9,121,37,5.39,72.46,22.16,0.07,44.91
"STL","2017-2018",24,126.48,3.45,87.6,3.03,91.33,8.47,90.91,-5.44,0.42,91.05,99.38,-8.33,8,101,15,6.45,81.45,12.1,0.07,43.55
"T.B","2017-2018",23,119.75,4.35,87.04,3.7,91.03,7.63,91.65,-3.92,-0.62,91.38,99.28,-7.89,3,99,23,2.4,79.2,18.4,0.03,40
"TOR","2017-2018",26,139.5,4.76,91.27,4.17,93.6,8.59,89.66,-4.42,3.95,96.03,98.25,-2.21,6,107,18,4.58,81.68,13.74,0.05,40.46
"VAN","2017-2018",25,133.78,10,80.18,9.09,86.67,8.38,89.44,0.71,-2.78,90.18,97.82,-7.64,6,112,31,4.03,75.17,20.81,0.05,48.99
"VGK","2017-2018",24,111.85,13.33,86.84,9.52,89.86,6.01,89.86,3.52,0.01,100.18,95.87,4.31,4,87,33,3.23,70.16,26.61,0.04,40.32
"WPG","2017-2018",27,163.47,9.09,89.2,6.67,92.37,6.06,91.48,0.6,0.89,98.3,97.55,0.75,3,159,26,1.6,84.57,13.83,0.02,40.96
"WSH","2017-2018",22,137.02,11.11,87.05,8.33,90.58,9.05,90.93,-0.72,-0.35,98.16,99.98,-1.82,8,120,23,5.3,79.47,15.23,0.06,46.36
