"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"DET","2017-2018",25,1218.05,908.28,912,-3.72,49.9,44.74,44.92,48.06,46.17,1.89,51,2.37,2.27,44.15,43.12,1.03,50.59,2.17,2.12,71,74,3,9.07,91.6,100.67
"EDM","2017-2018",23,1112.58,1102.74,948.36,154.38,53.76,59.47,51.14,40.58,39.87,0.7,50.44,2.19,2.15,58.15,45.98,12.17,55.84,3.14,2.48,66,67,1,6.76,92.26,99.03
"FLA","2017-2018",21,996.18,811.69,823.24,-11.55,49.65,48.89,49.58,50.09,45.36,4.73,52.48,3.02,2.73,40.26,38.87,1.4,50.88,2.42,2.34,73,71,-2,9.71,91.12,100.83
"L.A","2017-2018",24,1133.72,957.16,884.66,72.5,51.97,50.66,46.82,36.47,34.72,1.76,51.23,1.93,1.84,40.52,40.37,0.15,50.1,2.14,2.14,83,78,-5,7.35,92.94,100.29
"MIN","2017-2018",24,1150.13,881.66,898.35,-16.69,49.53,45.99,46.87,46.46,30.3,16.16,60.52,2.42,1.58,37.43,31.28,6.15,54.47,1.95,1.63,66,58,-8,8.92,93.64,102.56
"MTL","2017-2018",25,1205.08,1146.23,1023.43,122.8,52.83,57.07,50.96,43.51,44.99,-1.48,49.16,2.17,2.24,51.08,41.08,10,55.43,2.54,2.05,70,77,7,7,91.87,98.87
"N.J","2017-2018",22,1016.68,768.78,743.44,25.33,50.84,45.37,43.87,36.76,38.19,-1.43,49.05,2.17,2.25,41.26,35.84,5.41,53.51,2.43,2.12,70,73,3,7.88,90.96,98.84
"NSH","2017-2018",22,1020.93,844.14,799.26,44.88,51.37,49.61,46.97,41.26,35.31,5.95,53.88,2.42,2.08,36.06,36.9,-0.84,49.42,2.12,2.17,80,76,-4,8.77,92.29,101.06
"NYI","2017-2018",23,1124.17,935.93,915.44,20.49,50.55,49.95,48.86,52.08,45.35,6.73,53.45,2.78,2.42,46.56,43.45,3.11,51.72,2.49,2.32,63,64,1,9.66,91.34,101.01
"NYR","2017-2018",28,1348.63,1062.54,1154.11,-91.58,47.93,47.27,51.35,55.23,50.46,4.77,52.25,2.46,2.25,59.6,52.41,7.2,53.21,2.65,2.33,75,82,7,9.12,91.93,101.04
"OTT","2017-2018",24,1142.13,916.53,967.35,-50.83,48.65,48.15,50.82,50.23,52.06,-1.83,49.11,2.64,2.73,38.01,39.8,-1.8,48.85,2,2.09,71,77,6,10.11,90.08,100.19
"PHI","2017-2018",25,1195.78,1019.19,918.45,100.74,52.6,51.14,46.08,47.28,39.83,7.45,54.28,2.37,2,43,37.32,5.68,53.53,2.16,1.87,66,90,24,8.53,91.99,100.52
"PIT","2017-2018",23,1083.17,1015.18,834.11,181.08,54.9,56.23,46.2,36.76,42.18,-5.42,46.57,2.04,2.34,47,40.81,6.19,53.52,2.6,2.26,81,91,10,6.12,91.26,97.39
"S.J","2017-2018",22,1035.08,1009.55,833.02,176.53,54.79,58.52,48.29,26.01,38.45,-12.44,40.35,1.51,2.23,47.36,35.82,11.54,56.94,2.75,2.08,62,74,12,5.15,90.93,96.08
"STL","2017-2018",25,1191.72,1035.95,901.97,133.99,53.46,52.16,45.41,46.27,38.54,7.72,54.55,2.33,1.94,43.22,36.58,6.65,54.17,2.18,1.84,67,82,15,7.99,92.15,100.14
"T.B","2017-2018",23,1089.63,999.43,781.75,217.68,56.11,55.03,43.05,53.66,36.53,17.13,59.5,2.95,2.01,41.23,30.05,11.18,57.84,2.27,1.65,73,73,0,9.85,92.06,101.9
"TOR","2017-2018",22,1062.12,929.43,873.03,56.39,51.56,52.5,49.32,38.15,35.09,3.06,52.09,2.16,1.98,49.37,47.01,2.36,51.22,2.79,2.66,67,63,-4,7.75,93.08,100.82
"VAN","2017-2018",21,990.63,749.49,793.65,-44.16,48.57,45.39,48.07,31.45,44.18,-12.73,41.58,1.9,2.68,33.55,34.61,-1.05,49.23,2.03,2.1,64,69,5,7.53,90.61,98.14
"VGK","2017-2018",22,1053.43,933.82,796.05,137.78,53.98,53.19,45.34,50.48,31.27,19.22,61.75,2.88,1.78,38.9,31.49,7.42,55.27,2.22,1.79,64,70,6,10.02,92.87,102.89
"WPG","2017-2018",21,1008.73,863.12,764.48,98.64,53.03,51.34,45.47,50.37,34.9,15.47,59.07,3,2.08,40.11,31.07,9.04,56.35,2.39,1.85,64,72,8,10.33,91.77,102.1
"WSH","2017-2018",26,1243.97,1084.03,1056.2,27.83,50.65,52.29,50.94,49.64,29.96,19.68,62.36,2.39,1.45,47.35,47.02,0.32,50.17,2.28,2.27,80,78,-2,8.93,94.48,103.41
