"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA","2017-2018",24,1116.35,969.31,993.56,-24.25,49.38,52.1,53.4,44.22,37.24,6.97,54.28,2.38,2,45.39,45.58,-0.18,49.9,2.44,2.45,90,68,-22,8.66,92.91,101.58
"ARI","2017-2018",22,1061.93,893.28,937.25,-43.97,48.8,50.47,52.96,28.15,40.74,-12.58,40.87,1.59,2.3,37.11,38.6,-1.5,49.01,2.1,2.18,55,55,0,6.21,91.35,97.56
"BOS","2017-2018",24,1136.05,1006.69,769.32,237.36,56.68,53.17,40.63,49.17,32.87,16.3,59.93,2.6,1.74,44.71,34.03,10.68,56.78,2.36,1.8,69,76,7,8.71,92.42,101.13
"BUF","2017-2018",21,1004.88,738.2,790.21,-52.01,48.3,44.08,47.18,28.28,42.27,-13.99,40.08,1.69,2.52,27.93,32.42,-4.49,46.28,1.67,1.94,56,61,5,6.17,91.29,97.46
"CAR","2017-2018",21,1015.57,946.96,805.09,141.87,54.05,55.95,47.56,32.07,38.95,-6.88,45.15,1.89,2.3,48.37,37.14,11.22,56.56,2.86,2.19,54,67,13,6.43,91.03,97.46
"CBJ","2017-2018",24,1164.28,1064.4,952.89,111.51,52.76,54.85,49.11,38.36,35.59,2.77,51.87,1.98,1.83,55.15,47.72,7.43,53.61,2.84,2.46,63,68,5,6.1,93.22,99.32
"CGY","2017-2018",24,1155.38,1092.09,890.72,201.37,55.08,56.71,46.26,45.16,39.86,5.29,53.11,2.35,2.07,48.47,37.9,10.57,56.12,2.52,1.97,67,76,9,7.69,91.89,99.58
"CHI","2017-2018",23,1076.95,1061.45,861.68,199.77,55.19,59.14,48.01,52.6,38.64,13.96,57.65,2.93,2.15,45.76,39.74,6.02,53.52,2.55,2.21,60,84,24,9.07,92.77,101.85
"COL","2017-2018",26,1193.27,1032.67,968.61,64.06,51.6,51.92,48.7,55.91,41.28,14.63,57.53,2.81,2.08,37.49,39.35,-1.87,48.79,1.89,1.98,80,94,14,9.92,92.64,102.56
"DAL","2017-2018",23,1094.32,1018.88,829.85,189.03,55.11,55.86,45.5,51.19,31.16,20.03,62.16,2.81,1.71,50.23,36.3,13.94,58.05,2.75,1.99,79,79,0,9.78,93.04,102.82
