"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2015-2016",41,202.4,8.61,93.91,6.04,96.48,6.56,94.74,-0.52,1.74,102.51,101.3,1.21,181,14,36,78.35,6.06,15.58,0.93,61.04
"ARI","2015-2016",41,255.25,9.21,94.05,6.53,95.29,6.01,94.89,0.52,0.4,103.26,100.9,2.36,223,16,55,75.85,5.44,18.71,0.93,61.9
"BOS","2015-2016",41,188.34,9.17,97.36,6.46,97.87,5.17,94.5,1.28,3.37,106.52,99.68,6.85,185,11,28,82.59,4.91,12.5,0.94,58.93
"BUF","2015-2016",41,228.5,8.7,93.51,6.79,95.57,5.29,91.2,1.51,4.38,102.21,96.48,5.73,205,14,42,78.54,5.36,16.09,0.94,60.92
"CAR","2015-2016",41,187.35,7.87,85.31,5.17,90.3,6.13,94.22,-0.96,-3.92,93.19,100.35,-7.16,157,6,33,80.1,3.06,16.84,0.96,60.71
"CBJ","2015-2016",41,212.23,7.62,91.05,5.94,92.9,7.45,92.39,-1.51,0.51,98.67,99.84,-1.17,177,16,41,75.64,6.84,17.52,0.92,57.26
"CGY","2015-2016",41,217.58,8.77,85.45,6.13,88.65,5.77,92.38,0.36,-3.73,94.22,98.15,-3.93,173,13,52,72.69,5.46,21.85,0.93,55.46
"CHI","2015-2016",41,205.27,10.28,92.4,7.76,93.13,5.65,94.53,2.11,-1.4,102.67,100.18,2.5,160,9,47,74.07,4.17,21.76,0.95,53.24
"COL","2015-2016",41,215.75,9.9,95.47,7.41,96.11,5.38,93.42,2.03,2.69,105.37,98.81,6.56,190,13,36,79.5,5.44,15.06,0.94,60.25
"DAL","2015-2016",41,228.6,8.66,77.18,6.23,82.43,6.13,90.22,0.1,-7.79,85.84,96.35,-10.52,210,7,53,77.78,2.59,19.63,0.97,51.48
"DET","2015-2016",41,222.99,7.15,93.44,5.17,94.75,6.25,93.33,-1.08,1.42,100.59,99.59,1.01,183,15,29,80.62,6.61,12.78,0.92,54.63
"EDM","2015-2016",41,224.34,7.14,94.77,5.38,95.9,6.43,93.38,-1.05,2.52,101.91,99.81,2.1,199,13,46,77.13,5.04,17.83,0.94,54.26
"FLA","2015-2016",41,247.29,7.9,91.8,6.08,94.31,6.06,93.17,0.02,1.14,99.7,99.23,0.47,224,17,52,76.45,5.8,17.75,0.93,61.43
"L.A","2015-2016",41,205.16,8.51,95.25,5.3,97.08,5.65,94.3,-0.36,2.79,103.77,99.95,3.82,178,10,32,80.91,4.55,14.55,0.95,61.82
"MIN","2015-2016",41,222.98,7.82,90.24,5.62,92.73,5.95,93.76,-0.33,-1.03,98.06,99.71,-1.65,190,17,38,77.55,6.94,15.51,0.92,62.45
"MTL","2015-2016",41,227.35,7.88,91.89,5.64,93.56,6.17,93.99,-0.53,-0.43,99.76,100.16,-0.4,204,11,49,77.27,4.17,18.56,0.95,53.41
"N.J","2015-2016",41,214.75,8.5,95.67,6.17,97.18,5.68,95.22,0.49,1.97,104.17,100.9,3.28,189,7,46,78.1,2.89,19.01,0.96,56.2
"NSH","2015-2016",41,223.39,8.63,93.85,6.68,94.54,6.13,95.63,0.55,-1.09,102.48,101.76,0.73,190,10,36,80.51,4.24,15.25,0.95,51.27
"NYI","2015-2016",41,197.14,7.81,91.86,6.21,93.48,8.25,91.79,-2.04,1.7,99.68,100.04,-0.36,172,9,41,77.48,4.05,18.47,0.95,51.8
"NYR","2015-2016",41,200.08,9.09,91.28,6.58,93.23,5.49,92.47,1.09,0.75,100.37,97.97,2.4,180,16,30,79.65,7.08,13.27,0.92,49.56
"OTT","2015-2016",40,219.83,5.36,100,3.71,100,5.36,94.63,-1.65,5.37,105.36,99.99,5.38,186,11,34,80.52,4.76,14.72,0.94,53.68
"PHI","2015-2016",41,237.2,7.48,97.25,5.44,97.83,6.52,92.93,-1.08,4.91,104.73,99.44,5.29,218,11,44,79.85,4.03,16.12,0.95,59.71
"PIT","2015-2016",41,221.98,8.95,92.67,6.74,94.53,6.3,92.72,0.44,1.8,101.62,99.02,2.6,201,11,52,76.14,4.17,19.7,0.95,55.68
"S.J","2015-2016",41,242.72,8.42,93.25,6.21,94.39,6.26,93.89,-0.05,0.5,101.67,100.15,1.52,220,17,55,75.34,5.82,18.84,0.93,61.3
"STL","2015-2016",41,217.09,12.76,97.88,9.14,98.24,5.41,93.63,3.73,4.61,110.63,99.04,11.59,173,15,55,71.19,6.17,22.63,0.92,53.5
"T.B","2015-2016",41,245.12,9.51,91.6,6.37,93.46,5.09,95.31,1.28,-1.85,101.11,100.4,0.71,196,9,54,75.68,3.47,20.85,0.96,47.1
"TOR","2015-2016",41,215.19,9.6,88.64,5.88,91.64,6.83,94.28,-0.94,-2.63,98.25,101.1,-2.86,190,22,41,75.1,8.7,16.21,0.9,57.71
"VAN","2015-2016",41,207.7,7.44,93.22,5.44,94.21,5.39,93.27,0.05,0.95,100.66,98.65,2.01,183,14,37,78.21,5.98,15.81,0.93,54.7
"WPG","2015-2016",41,233.3,7.3,96.61,5.13,97.48,6.51,92.57,-1.38,4.91,103.91,99.08,4.83,183,15,42,76.25,6.25,17.5,0.92,49.17
"WSH","2015-2016",41,207.3,10.26,94.2,6.76,95.33,5.41,95,1.34,0.32,104.46,100.42,4.05,202,19,28,81.12,7.63,11.24,0.91,57.83
