"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2013-2014",41,205.94,6.72,81.21,4.24,86.02,5.86,93.99,-1.62,-7.97,87.93,99.85,-11.91,178,17,53,71.77,6.85,21.37,0.91,53.23
"ARI","2013-2014",41,221.95,8.32,89.09,6.02,92.37,5.94,90.39,0.07,1.99,97.42,96.33,1.09,187,13,43,76.95,5.35,17.7,0.94,54.32
"BOS","2013-2014",41,190.29,9.23,83.73,6.98,86.72,5.69,91.69,1.29,-4.96,92.96,97.37,-4.41,166,8,39,77.93,3.76,18.31,0.95,52.11
"BUF","2013-2014",41,211.83,5.71,95.86,3.93,96.85,5.97,94.83,-2.04,2.02,101.57,100.8,0.77,164,19,57,68.33,7.92,23.75,0.9,48.75
"CAR","2013-2014",41,211.32,6.26,83.75,4.77,88.64,5.55,93.45,-0.78,-4.8,90,99,-8.99,169,9,49,74.45,3.96,21.59,0.95,51.98
"CBJ","2013-2014",41,232.98,6.41,88.33,4.41,90.12,5.72,92.88,-1.31,-2.76,94.74,98.6,-3.86,185,9,37,80.09,3.9,16.02,0.95,48.05
"CGY","2013-2014",41,202.68,7.84,96.53,5.11,97.39,5.41,96.18,-0.3,1.21,104.37,101.59,2.79,171,10,32,80.28,4.69,15.02,0.94,50.23
"CHI","2013-2014",41,180.49,8.93,83.75,6.16,89.03,5.95,93.03,0.21,-4,92.68,98.98,-6.31,144,6,40,75.79,3.16,21.05,0.96,51.58
"COL","2013-2014",41,197.18,9.16,100,7.24,100,6.72,95.22,0.52,4.78,109.16,101.94,7.21,161,12,34,77.78,5.8,16.43,0.93,57.49
"DAL","2013-2014",41,224.08,6.75,93.45,4.89,94.93,6.38,91,-1.48,3.93,100.2,97.37,2.83,187,14,49,74.8,5.6,19.6,0.93,48.8
"DET","2013-2014",41,221.75,6.81,93.08,4.98,94.51,5.38,93.15,-0.4,1.36,99.89,98.53,1.36,174,14,34,78.38,6.31,15.32,0.93,54.95
"EDM","2013-2014",41,207.34,5.07,88.91,3.99,91.41,5.44,93.35,-1.45,-1.94,93.98,98.79,-4.81,163,12,45,74.09,5.45,20.45,0.93,43.64
"FLA","2013-2014",41,255.6,3.39,87.4,2.46,90.8,5.71,92.34,-3.25,-1.53,90.79,98.05,-7.25,219,18,54,75.26,6.19,18.56,0.92,51.89
"L.A","2013-2014",41,224.08,5.74,93.38,4.33,95.54,5.75,93.49,-1.42,2.06,99.12,99.24,-0.12,201,6,48,78.82,2.35,18.82,0.97,50.2
"MIN","2013-2014",41,205.92,8.58,74.61,6.38,83.57,6.31,92.57,0.07,-9,83.19,98.87,-15.68,170,10,41,76.92,4.52,18.55,0.94,57.47
"MTL","2013-2014",41,235.09,8.17,88.74,6.09,90.93,5.97,91.47,0.12,-0.54,96.91,97.45,-0.54,196,9,43,79.03,3.63,17.34,0.96,52.02
"N.J","2013-2014",41,194.53,10.15,100,8.09,100,5.28,94.09,2.81,5.91,110.15,99.38,10.77,165,11,46,74.32,4.95,20.72,0.94,47.75
"NSH","2013-2014",41,206.1,9.71,100,7.23,100,6.32,95.85,0.91,4.15,109.71,102.16,7.54,163,12,29,79.9,5.88,14.22,0.93,54.9
"NYI","2013-2014",41,212.51,8.57,88.46,6.25,91.78,5.73,92.06,0.52,-0.29,97.02,97.79,-0.77,183,8,40,79.22,3.46,17.32,0.96,51.08
"NYR","2013-2014",41,212.57,7.08,94.18,5.63,95.76,5.17,92.96,0.46,2.8,101.26,98.13,3.13,194,17,37,78.23,6.85,14.92,0.92,54.44
"OTT","2013-2014",41,208.47,10.8,92.82,7.98,94.24,6.08,92.12,1.9,2.12,103.63,98.2,5.43,192,18,50,73.85,6.92,19.23,0.91,53.46
"PHI","2013-2014",41,215.94,10.07,83.53,7.75,86.85,5.95,91.75,1.8,-4.91,93.6,97.7,-4.1,194,10,42,78.86,4.07,17.07,0.95,50
"PIT","2013-2014",41,225.43,8.95,92.14,6.78,93.72,5.86,93.39,0.92,0.33,101.09,99.25,1.84,212,19,39,78.52,7.04,14.44,0.92,60
"S.J","2013-2014",41,205.48,6.35,92.38,4.67,93.96,6.17,93.93,-1.5,0.02,98.74,100.1,-1.37,171,15,43,74.67,6.55,18.78,0.92,53.71
"STL","2013-2014",41,204.65,9.73,92.19,6.85,94.23,5.86,92.31,0.99,1.92,101.92,98.18,3.74,162,8,44,75.7,3.74,20.56,0.95,52.8
"T.B","2013-2014",41,216.88,9.35,85.96,6.64,89.26,5.82,90.49,0.81,-1.23,95.31,96.31,-1,171,13,31,79.53,6.05,14.42,0.93,41.86
"TOR","2013-2014",41,228.28,7.06,76.23,5.59,82.89,6.52,93.52,-0.93,-10.63,83.29,100.04,-16.75,195,18,51,73.86,6.82,19.32,0.92,52.65
"VAN","2013-2014",41,206.83,6.35,100,4.5,100,6.08,92.86,-1.58,7.14,106.35,98.94,7.41,168,24,42,71.79,10.26,17.95,0.88,52.99
"WPG","2013-2014",41,177.23,7.28,96.45,4.88,97.38,5.78,94.7,-0.9,2.67,103.73,100.48,3.25,157,11,30,79.29,5.56,15.15,0.93,48.48
"WSH","2013-2014",41,223.04,9.26,88.43,7.19,91.8,6.09,91.53,1.1,0.27,97.69,97.63,0.06,220,17,51,76.39,5.9,17.71,0.93,50.35
