"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2017-2018",24,1116.35,8.32,93.37,5.56,95.39,5.59,94.33,-0.03,1.07,101.68,99.91,1.77,334,358,403,30.5,32.69,36.8,0.48,52.97
"ARI","2017-2018",22,1061.93,6.06,91.67,4.01,94.59,5,94.86,-0.99,-0.26,97.73,99.86,-2.13,287,384,339,28.42,38.02,33.56,0.43,50.5
"BOS","2017-2018",24,1136.05,8.39,93.12,5.95,95.03,5.37,94.69,0.58,0.34,101.51,100.05,1.45,444,315,419,37.69,26.74,35.57,0.58,53.82
"BUF","2017-2018",21,1004.88,5.92,91.5,4.53,93.48,4.31,95.04,0.22,-1.56,97.41,99.36,-1.94,336,323,346,33.43,32.14,34.43,0.51,52.34
"CAR","2017-2018",21,1015.57,6.07,91.51,4.21,94.2,6.17,94.33,-1.96,-0.13,97.58,100.5,-2.92,364,266,347,37.26,27.23,35.52,0.58,54.04
"CBJ","2017-2018",24,1164.28,5.69,93.48,4.19,95.31,6.08,93.81,-1.88,1.49,99.17,99.89,-0.72,383,379,385,33.39,33.04,33.57,0.5,47.17
"CGY","2017-2018",24,1155.38,7.12,92.21,4.92,94.58,5.33,94.86,-0.41,-0.28,99.33,100.19,-0.86,402,349,419,34.36,29.83,35.81,0.54,50
"CHI","2017-2018",23,1076.95,8.55,93.01,6.5,94.48,5.75,94.45,0.76,0.03,101.56,100.2,1.36,391,322,381,35.74,29.43,34.83,0.55,50.46
"COL","2017-2018",26,1193.27,9.63,93.14,7.18,94.8,4.81,95.11,2.37,-0.31,102.77,99.92,2.85,352,404,452,29.14,33.44,37.42,0.47,45.94
"DAL","2017-2018",23,1094.32,9.62,93.62,6.77,95.42,6.44,94.61,0.33,0.81,103.24,101.05,2.19,297,358,426,27.47,33.12,39.41,0.45,55.78
"DET","2017-2018",25,1218.05,8.22,91.76,5.88,93.73,5.62,94.35,0.26,-0.62,99.98,99.97,0.01,368,396,425,30.95,33.31,35.74,0.48,49.2
"EDM","2017-2018",23,1112.58,6.17,92.64,4.38,94.64,6.33,93.73,-1.95,0.91,98.81,100.06,-1.25,406,338,396,35.61,29.65,34.74,0.55,50
"FLA","2017-2018",21,996.18,8.94,91.47,6.86,93.43,5.56,94.43,1.3,-1,100.41,99.99,0.42,276,350,387,27.25,34.55,38.2,0.44,51.92
"L.A","2017-2018",24,1133.72,6.83,93.33,4.52,95.32,5.03,94.48,-0.51,0.84,100.16,99.51,0.65,364,350,395,32.82,31.56,35.62,0.51,49.41
"MIN","2017-2018",24,1150.13,8.88,94.05,6.73,95.83,5.28,95.75,1.45,0.08,102.93,101.03,1.9,341,387,389,30.53,34.65,34.83,0.47,49.78
"MTL","2017-2018",25,1205.08,6.67,92.16,4.98,94.15,5.83,94.64,-0.85,-0.49,98.83,100.47,-1.64,396,355,447,33.06,29.63,37.31,0.53,49.25
"N.J","2017-2018",22,1016.68,7.54,91.3,5.56,93.83,6.24,94.33,-0.69,-0.5,98.84,100.57,-1.73,299,319,388,29.72,31.71,38.57,0.48,46.72
"NSH","2017-2018",22,1020.93,8.28,92.86,5.87,94.71,5.17,94.53,0.71,0.18,101.14,99.69,1.45,334,363,379,31.04,33.74,35.22,0.48,54.28
"NYI","2017-2018",23,1124.17,9.31,91.56,6.91,93.8,6.07,94.21,0.84,-0.42,100.87,100.28,0.59,344,368,393,31.13,33.3,35.57,0.48,51.49
"NYR","2017-2018",28,1348.63,8.56,92.48,6.34,94.59,6.88,94.25,-0.54,0.34,101.04,101.13,-0.09,398,399,449,31.94,32.02,36.04,0.5,53.21
"OTT","2017-2018",24,1142.13,9.31,90.46,6.71,92.81,5.1,94.52,1.61,-1.71,99.77,99.62,0.14,361,355,457,30.78,30.26,38.96,0.5,54.82
"PHI","2017-2018",25,1195.78,8.17,92.47,5.89,94.56,5.22,94.83,0.67,-0.27,100.64,100.05,0.59,370,356,402,32.8,31.56,35.64,0.51,55.41
"PIT","2017-2018",23,1083.17,5.66,91.74,4.23,93.76,5.49,94.03,-1.26,-0.27,97.4,99.52,-2.12,375,330,402,33.88,29.81,36.31,0.53,52.03
"S.J","2017-2018",22,1035.08,4.67,91.35,3.19,93.9,5.91,94.27,-2.72,-0.37,96.02,100.18,-4.16,339,275,374,34.31,27.83,37.85,0.55,52.13
"STL","2017-2018",25,1191.72,7.66,92.61,5.46,94.59,5.04,94.82,0.42,-0.23,100.27,99.87,0.4,367,365,412,32.08,31.91,36.01,0.5,50.26
"T.B","2017-2018",23,1089.63,8.98,92.47,6.48,94.24,5.14,95.3,1.34,-1.06,101.45,100.44,1.02,379,286,440,34.3,25.88,39.82,0.57,49.05
"TOR","2017-2018",22,1062.12,7.3,93.46,5.04,95.39,6.39,93.91,-1.35,1.48,100.76,100.3,0.47,315,343,396,29.89,32.54,37.57,0.48,55.03
"VAN","2017-2018",21,990.63,7.22,91.1,5.1,93.3,5.2,94.65,-0.1,-1.35,98.32,99.85,-1.53,335,326,358,32.88,31.99,35.13,0.51,49.36
"VGK","2017-2018",22,1053.43,9.61,93.48,6.91,95.24,5.33,95.09,1.58,0.15,103.09,100.42,2.67,370,327,359,35.04,30.97,34,0.53,52.94
"WPG","2017-2018",21,1008.73,10.04,92.26,7.4,94.29,5.85,95.01,1.55,-0.72,102.3,100.86,1.44,320,296,358,32.85,30.39,36.76,0.52,53.18
"WSH","2017-2018",26,1243.97,8.49,94.88,5.88,96.55,5.59,94.54,0.29,2.01,103.37,100.12,3.24,368,355,445,31.51,30.39,38.1,0.51,54.45
