"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2014-2015",41,188.03,11.04,84.38,7.69,86.11,9.12,92.25,-1.43,-6.14,95.42,101.37,-5.96,179,15,41,76.17,6.38,17.45,0.92,51.06
"ARI","2014-2015",41,182.11,14.53,96.43,10.74,97.44,8.57,93.05,2.18,4.38,110.95,101.62,9.34,163,11,31,79.51,5.37,15.12,0.94,60.49
"BOS","2014-2015",41,187.76,9.64,95.24,6.27,96.15,8.03,92.46,-1.75,3.69,104.88,100.49,4.39,179,5,48,77.16,2.16,20.69,0.97,59.05
"BUF","2014-2015",41,182.26,8.44,88.57,6.5,92.16,10.96,92.96,-4.46,-0.8,97.01,103.93,-6.91,146,12,33,76.44,6.28,17.28,0.92,46.07
"CAR","2014-2015",41,202.35,12.1,85.71,8.8,90,9.55,91.87,-0.75,-1.87,97.82,101.42,-3.6,179,13,39,77.49,5.63,16.88,0.93,54.98
"CBJ","2014-2015",41,197.69,15.38,100,11.56,100,10.8,93.52,0.76,6.48,115.38,104.31,11.07,173,15,44,74.57,6.47,18.97,0.92,48.71
"CGY","2014-2015",41,197.76,12.58,96.88,9.05,97.67,9.18,94.02,-0.13,3.65,109.45,103.2,6.25,156,11,33,78,5.5,16.5,0.93,41
"CHI","2014-2015",41,211.25,13.11,95.65,9.27,97.06,8.12,92.41,1.15,4.65,108.77,100.53,8.24,178,6,31,82.79,2.79,14.42,0.97,58.14
"COL","2014-2015",41,190.96,13.61,95.65,10.2,96.43,8.86,88.93,1.35,7.5,109.26,97.79,11.47,157,10,38,76.59,4.88,18.54,0.94,52.2
"DAL","2014-2015",41,205.87,18.63,93.55,13.57,95.65,9.39,93.11,4.19,2.54,112.18,102.5,9.68,178,14,46,74.79,5.88,19.33,0.93,48.74
"DET","2014-2015",41,227.38,13.24,84.62,9.41,87.23,9.38,91.3,0.03,-4.06,97.85,100.67,-2.82,205,15,51,75.65,5.54,18.82,0.93,50.92
"EDM","2014-2015",41,181.47,12.9,90.91,9.22,93.1,10.04,92.93,-0.82,0.17,103.81,102.97,0.84,160,11,39,76.19,5.24,18.57,0.94,48.57
"FLA","2014-2015",41,178.47,12.68,91.67,9.18,93.55,7.91,90.35,1.28,3.19,104.34,98.26,6.08,147,18,36,73.13,8.96,17.91,0.89,50.25
"L.A","2014-2015",41,182.28,10.27,97.44,7.21,97.83,8.73,93.22,-1.51,4.61,107.71,101.94,5.77,179,11,36,79.2,4.87,15.93,0.94,56.19
"MIN","2014-2015",41,190.27,6.18,90.91,4.66,92.86,9.77,93.36,-5.11,-0.5,97.09,103.13,-6.04,158,6,35,79.4,3.02,17.59,0.96,50.75
"MTL","2014-2015",41,204.68,8.67,100,6.22,100,8.49,94.39,-2.27,5.61,108.67,102.89,5.78,173,12,33,79.36,5.5,15.14,0.94,54.59
"N.J","2014-2015",41,169.69,17.74,91.43,12.87,92.68,9.91,90.27,2.95,2.41,109.17,100.18,8.99,139,12,27,78.09,6.74,15.17,0.92,55.62
"NSH","2014-2015",41,226.73,12.37,93.1,8.78,93.94,8.04,92.24,0.74,1.7,105.47,100.28,5.19,193,16,50,74.52,6.18,19.31,0.92,50.97
"NYI","2014-2015",41,206.39,11.11,95.45,8.27,96.88,9.53,93.25,-1.26,3.62,106.57,102.78,3.79,184,8,36,80.7,3.51,15.79,0.96,46.49
"NYR","2014-2015",41,188.18,11.52,91.43,8.56,92.11,8.7,93.24,-0.14,-1.13,102.94,101.94,1,173,20,42,73.62,8.51,17.87,0.9,41.28
"OTT","2014-2015",41,218.3,12.18,91.67,8.76,94.29,9.2,93.26,-0.44,1.03,103.85,102.46,1.39,183,14,45,75.62,5.79,18.6,0.93,51.65
"PHI","2014-2015",41,217.25,12.09,94.59,8.3,95.12,9.3,89.2,-1,5.93,106.68,98.49,8.19,188,13,43,77.05,5.33,17.62,0.94,56.56
"PIT","2014-2015",41,210.12,10.61,86.67,7.78,88.57,10.2,91.29,-2.42,-2.71,97.27,101.48,-4.21,185,16,35,78.39,6.78,14.83,0.92,51.27
"S.J","2014-2015",41,198.5,11.76,96.88,8.45,97.44,10.28,92.92,-1.83,4.51,108.64,103.2,5.44,170,19,35,75.89,8.48,15.62,0.9,54.02
"STL","2014-2015",41,193.48,15.35,91.67,11.88,93.55,9.05,92.26,2.83,1.29,107.01,101.3,5.71,190,7,39,80.51,2.97,16.53,0.96,55.08
"T.B","2014-2015",41,234.85,15.38,86.21,10.1,88.57,9.42,91.94,0.68,-3.37,101.59,101.36,0.23,188,8,35,81.39,3.46,15.15,0.96,50.22
"TOR","2014-2015",41,232.01,8.52,85.71,6.41,89.13,9.08,91.48,-2.67,-2.35,94.24,100.56,-6.32,194,14,48,75.78,5.47,18.75,0.93,49.22
"VAN","2014-2015",41,176.64,13.38,100,9.64,100,9.4,92.16,0.25,7.84,113.38,101.55,11.83,151,5,25,83.43,2.76,13.81,0.97,43.65
"WPG","2014-2015",41,234.06,12.06,97.06,9.06,97.83,9.72,93.28,-0.66,4.54,109.12,103,6.12,184,29,56,68.4,10.78,20.82,0.86,53.9
"WSH","2014-2015",41,175.73,15.38,97.06,10.4,97.37,8.4,95.08,2,2.29,112.44,103.47,8.97,164,9,32,80,4.39,15.61,0.95,52.2
