"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA","2014-2015",41,188.03,156.01,120.23,35.78,56.48,49.78,38.37,5.87,12.56,-6.69,31.85,1.87,4.01,7.1,7.41,-0.31,48.93,2.27,2.36,11,8,-3,7.16,86.67,93.83
"ARI","2014-2015",41,182.11,157.46,156.68,0.78,50.12,51.88,51.62,8.28,2.06,6.22,80.08,2.73,0.68,6.74,7.14,-0.4,48.56,2.22,2.35,4,6,2,9.16,97.53,106.69
"BOS","2014-2015",41,187.76,174.84,106.91,67.93,62.06,55.87,34.16,5.2,2.9,2.3,64.2,1.66,0.93,6.87,5.08,1.79,57.49,2.2,1.62,4,2,-2,6.26,95.21,101.47
"BUF","2014-2015",41,182.26,119.79,211.76,-91.97,36.13,39.43,69.71,4.45,10.25,-5.8,30.27,1.46,3.37,7.03,9.1,-2.07,43.58,2.31,3,11,4,-7,5.82,90.41,96.22
"CAR","2014-2015",41,202.35,153.02,115.21,37.81,57.05,45.37,34.16,6.34,7.76,-1.42,44.96,1.88,2.3,6.53,6.19,0.34,51.34,1.94,1.84,6,4,-2,8.02,87.1,95.12
"CBJ","2014-2015",41,197.69,150.5,126.65,23.85,54.3,45.68,38.44,8.18,0,8.18,100,2.48,0,8.04,5.17,2.87,60.86,2.44,1.57,5,5,0,9.54,100,109.54
"CGY","2014-2015",41,197.76,160.7,182.93,-22.23,46.77,48.76,55.5,6.81,2.6,4.21,72.37,2.07,0.79,7.01,6.54,0.47,51.73,2.13,1.98,3,3,0,8.07,97.16,105.23
"CHI","2014-2015",41,211.25,185.79,130.12,55.67,58.81,52.77,36.96,7.56,2.42,5.14,75.75,2.15,0.69,6.83,6.63,0.2,50.74,1.94,1.88,11,6,-5,7.73,96.34,104.07
"COL","2014-2015",41,190.96,129.54,109.21,20.33,54.26,40.7,34.31,6.43,2.65,3.78,70.81,2.02,0.83,5.63,7.75,-2.12,42.08,1.77,2.44,12,10,-2,8.64,96,104.64
"DAL","2014-2015",41,205.87,154.3,179.8,-25.5,46.18,44.97,52.4,9.5,5.47,4.03,63.46,2.77,1.59,6.69,8.66,-1.97,43.58,1.95,2.52,6,9,3,11.14,94.16,105.3
"DET","2014-2015",41,227.38,190.49,167.04,23.45,53.28,50.27,44.08,8.73,15.54,-6.81,35.97,2.3,4.1,8.92,10.62,-1.7,45.65,2.35,2.8,13,9,-4,8.18,86.12,94.3
"EDM","2014-2015",41,181.47,145.87,116.82,29.05,55.53,48.23,38.62,6.42,5.13,1.29,55.58,2.12,1.7,7.32,5.17,2.15,58.61,2.42,1.71,5,3,-2,8.13,91.91,100.05
"FLA","2014-2015",41,178.47,125.01,134.77,-9.76,48.12,42.03,45.31,6.03,5.23,0.8,53.55,2.03,1.76,5.28,7.91,-2.63,40.03,1.78,2.66,9,2,-7,8.22,92.57,100.79
"L.A","2014-2015",41,182.28,140.47,189.39,-48.92,42.58,46.24,62.34,5.14,2.66,2.48,65.9,1.69,0.88,6.03,8.15,-2.12,42.52,1.98,2.68,9,5,-4,6.92,97.64,104.56
"MIN","2014-2015",41,190.27,150.74,111.1,39.64,57.57,47.53,35.03,3.68,4.88,-1.2,42.99,1.16,1.54,7.45,4.54,2.91,62.14,2.35,1.43,7,4,-3,4.04,92.21,96.25
"MTL","2014-2015",41,204.68,151.86,174.3,-22.44,46.56,44.52,51.09,4.19,0,4.19,100,1.23,0,5.84,5.45,0.39,51.73,1.71,1.6,10,7,-3,5.4,100,105.4
"N.J","2014-2015",41,169.69,109.22,148.96,-39.74,42.3,38.62,52.67,7.29,7.79,-0.5,48.34,2.58,2.75,5.56,10.45,-4.89,34.73,1.97,3.69,9,4,-5,11.52,92.07,103.59
"NSH","2014-2015",41,226.73,177.25,153.54,23.71,53.58,46.91,40.63,7.92,6.35,1.57,55.5,2.1,1.68,7.17,7.57,-0.4,48.64,1.9,2,6,5,-1,8.11,93.33,101.44
"NYI","2014-2015",41,206.39,152.42,125.34,27.08,54.87,44.31,36.44,6.4,2.61,3.79,71.03,1.86,0.76,7.74,5.46,2.28,58.64,2.25,1.59,9,6,-3,6.72,96.02,102.74
"NYR","2014-2015",41,188.18,152.45,136.27,16.18,52.8,48.61,43.45,6.76,7.23,-0.47,48.32,2.16,2.31,6.42,6.46,-0.04,49.84,2.05,2.06,11,8,-3,7.78,92.64,100.42
"OTT","2014-2015",41,218.3,182.33,137.34,44.99,57.04,50.11,37.75,7.91,5.27,2.64,60.02,2.17,1.45,8.35,5.95,2.4,58.39,2.3,1.64,9,9,0,7.85,92.36,100.21
"PHI","2014-2015",41,217.25,177.55,152.75,24.8,53.75,49.04,42.19,7.43,4.95,2.48,60.02,2.05,1.37,8.15,11.49,-3.34,41.5,2.25,3.17,4,8,4,8.19,95.38,103.57
"PIT","2014-2015",41,210.12,169.33,137.86,31.47,55.12,48.35,39.37,6.89,10.21,-3.32,40.29,1.97,2.92,8.98,7.83,1.15,53.42,2.56,2.24,12,7,-5,6.74,88.24,94.98
"S.J","2014-2015",41,198.5,190.07,152.92,37.15,55.42,57.45,46.22,8.04,2.61,5.43,75.49,2.43,0.79,9.79,6.84,2.95,58.87,2.96,2.07,2,3,1,7.62,97.08,104.71
"STL","2014-2015",41,193.48,169.7,122.79,46.91,58.02,52.63,38.08,9.83,5.01,4.82,66.24,3.05,1.55,7.79,6.15,1.64,55.88,2.42,1.91,8,3,-5,9.58,92.79,102.38
"T.B","2014-2015",41,234.85,142.59,130.14,12.45,52.28,36.43,33.25,6.88,10.03,-3.15,40.69,1.76,2.56,6.02,7.1,-1.08,45.88,1.54,1.81,8,5,-3,10.45,87.86,98.31
"TOR","2014-2015",41,232.01,155.71,190.13,-34.42,45.02,40.27,49.17,4.89,13.17,-8.28,27.08,1.26,3.41,7.13,9.97,-2.84,41.7,1.84,2.58,8,7,-1,5.5,87.04,92.54
"VAN","2014-2015",41,176.64,133.03,130.7,2.33,50.44,45.19,44.4,6.14,0,6.14,100,2.09,0,5.84,6.43,-0.59,47.6,1.98,2.18,9,7,-2,8.59,100,108.59
"WPG","2014-2015",41,234.06,188.79,169.82,18.97,52.64,48.4,43.53,8.37,2.57,5.8,76.51,2.15,0.66,8.35,7.5,0.85,52.68,2.14,1.92,12,10,-2,8.05,97.31,105.36
"WSH","2014-2015",41,175.73,160.45,144.72,15.73,52.58,54.78,49.41,8.31,2.33,5.98,78.1,2.84,0.8,6.9,4.79,2.11,59.02,2.36,1.64,10,4,-6,9.62,97.7,107.32
