"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA","2014-2015",41,219.85,68,347,-279,16.39,18.56,94.7,5,29,-24,14.71,1.36,7.91,5.27,21.27,-16,19.86,1.44,5.8,7,6,-1,10.42,82.42,92.84
"ARI","2014-2015",41,238.52,38,481,-443,7.32,9.56,121,3,30,-27,9.09,0.75,7.55,2.61,35.39,-32.78,6.87,0.66,8.9,5,6,1,10.71,88.24,98.95
"BOS","2014-2015",41,227.47,51,386,-335,11.67,13.45,101.82,3,24,-21,11.11,0.79,6.33,3.37,26.47,-23.1,11.29,0.89,6.98,5,5,0,7.69,87.88,95.57
"BUF","2014-2015",41,216.93,29,416,-387,6.52,8.02,115.06,4,43,-39,8.51,1.11,11.89,1.96,28.76,-26.8,6.38,0.54,7.95,9,7,-2,20,79.62,99.62
"CAR","2014-2015",41,169.56,31,244,-213,11.27,10.97,86.34,1,12,-11,7.69,0.35,4.25,1.64,14.61,-12.97,10.09,0.58,5.17,5,6,1,4.76,90.48,95.24
"CBJ","2014-2015",41,276.83,55,478,-423,10.32,11.92,103.6,4,31,-27,11.43,0.87,6.72,3.93,37.12,-33.19,9.57,0.85,8.05,9,6,-3,11.76,89.31,101.08
"CGY","2014-2015",41,164.52,34,279,-245,10.86,12.4,101.75,2,20,-18,9.09,0.73,7.29,2.61,20.44,-17.83,11.32,0.95,7.45,3,8,5,8,85.71,93.71
"CHI","2014-2015",41,193.83,43,338,-295,11.29,13.31,104.63,0,24,-24,0,0,7.43,3.2,21.28,-18.08,13.07,0.99,6.59,5,5,0,0,86.81,86.81
"COL","2014-2015",41,185.94,29,330,-301,8.08,9.36,106.49,3,19,-16,13.64,0.97,6.13,2.07,25.41,-23.34,7.53,0.67,8.2,1,5,4,13.64,89.67,103.31
"DAL","2014-2015",41,222.62,58,362,-304,13.81,15.63,97.57,4,22,-18,15.38,1.08,5.93,4.23,26.13,-21.9,13.93,1.14,7.04,6,9,3,11.43,88.24,99.66
"DET","2014-2015",41,239.1,54,441,-387,10.91,13.55,110.66,3,32,-29,8.57,0.75,8.03,3.05,29.07,-26.02,9.5,0.77,7.29,8,9,1,8.82,86.5,95.32
"EDM","2014-2015",41,193.33,41,316,-275,11.48,12.72,98.07,4,24,-20,14.29,1.24,7.45,2.7,20.75,-18.05,11.51,0.84,6.44,5,5,0,13.33,85.63,98.96
"FLA","2014-2015",41,213.58,36,371,-335,8.85,10.11,104.22,0,29,-29,0,0,8.15,2.43,25.18,-22.75,8.8,0.68,7.07,10,12,2,0,85.78,85.78
"L.A","2014-2015",41,173.71,44,287,-243,13.29,15.2,99.13,5,23,-18,17.86,1.73,7.94,3.22,18.33,-15.11,14.94,1.11,6.33,4,5,1,15.62,83.92,99.54
"MIN","2014-2015",41,184.31,30,287,-257,9.46,9.77,93.43,2,17,-15,10.53,0.65,5.53,1.55,17.34,-15.79,8.21,0.5,5.64,4,9,5,15.38,88.19,103.58
"MTL","2014-2015",41,217.09,44,308,-264,12.5,12.16,85.13,2,20,-18,9.09,0.55,5.53,3.43,20.97,-17.54,14.06,0.95,5.8,6,7,1,6.67,87.8,94.47
"N.J","2014-2015",41,255.35,49,428,-379,10.27,11.51,100.57,4,30,-26,11.76,0.94,7.05,3.09,28.63,-25.54,9.74,0.73,6.73,7,4,-3,12.5,86.43,98.93
"NSH","2014-2015",41,204.1,40,317,-277,11.2,11.76,93.19,1,24,-23,4,0.29,7.06,1.82,22.03,-20.21,7.63,0.54,6.48,1,10,9,3.85,85.96,89.81
"NYI","2014-2015",41,170.77,44,288,-244,13.25,15.46,101.19,2,20,-18,9.09,0.7,7.03,2.24,21.62,-19.38,9.39,0.79,7.6,4,4,0,6.67,86.01,92.68
"NYR","2014-2015",41,200.6,61,268,-207,18.54,18.25,80.16,4,19,-15,17.39,1.2,5.68,3.99,17.58,-13.59,18.5,1.19,5.26,9,10,1,8.33,85.38,93.72
"OTT","2014-2015",41,234.68,63,348,-285,15.33,16.11,88.97,2,22,-20,8.33,0.51,5.62,3.66,24.15,-20.49,13.16,0.94,6.17,4,11,7,5.56,89.05,94.61
"PHI","2014-2015",41,220.44,37,389,-352,8.69,10.07,105.88,1,35,-34,2.78,0.27,9.53,2.17,27.01,-24.84,7.44,0.59,7.35,6,5,-1,3.7,83.09,86.8
"PIT","2014-2015",41,231.68,38,445,-407,7.87,9.84,115.25,3,19,-16,13.64,0.78,4.92,2.21,29.99,-27.78,6.86,0.57,7.77,0,5,5,10,92.18,102.18
"S.J","2014-2015",41,181.08,52,314,-262,14.21,17.23,104.04,1,25,-24,3.85,0.33,8.28,3.64,24.61,-20.97,12.88,1.21,8.15,3,2,-1,2.7,85.21,87.91
"STL","2014-2015",41,228.77,51,355,-304,12.56,13.38,93.11,1,23,-22,4.17,0.26,6.03,1.86,20.41,-18.55,8.35,0.49,5.35,4,10,6,2.78,87.22,90
"T.B","2014-2015",41,220.4,36,393,-357,8.39,9.8,106.99,3,25,-22,10.71,0.82,6.81,4.12,27.81,-23.69,12.9,1.12,7.57,6,6,0,12.5,87.75,100.25
"TOR","2014-2015",41,219.33,62,363,-301,14.59,16.96,99.3,3,25,-22,10.71,0.82,6.84,4.17,26.03,-21.86,13.81,1.14,7.12,1,12,11,7.69,87.31,95
"VAN","2014-2015",41,248.47,61,383,-322,13.74,14.73,92.49,5,19,-14,20.83,1.21,4.59,4.81,28.78,-23.97,14.32,1.16,6.95,6,10,4,10.64,90.73,101.37
"WPG","2014-2015",41,269.8,66,433,-367,13.23,14.68,96.29,7,29,-22,19.44,1.56,6.45,4.58,36.19,-31.61,11.23,1.02,8.05,8,6,-2,15.22,87.5,102.72
"WSH","2014-2015",41,215.44,37,391,-354,8.64,10.3,108.89,1,28,-27,3.45,0.28,7.8,1.39,29.93,-28.54,4.44,0.39,8.34,4,9,5,3.85,86.85,90.7
