"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA","2017-2018",24,144.3,179.81,127.76,52.05,58.46,74.77,53.12,7.74,5.54,2.2,58.29,3.22,2.3,8.82,7.19,1.63,55.11,3.67,2.99,3,11,8,7.79,92.52,100.31
"ARI","2017-2018",22,77.63,68.79,59,9.8,53.83,53.17,45.6,4.75,4.64,0.11,50.59,3.67,3.58,3.08,2.95,0.13,51.04,2.38,2.28,1,4,3,19.08,84.12,103.19
"BOS","2017-2018",24,109.25,93.11,86.5,6.6,51.84,51.13,47.51,5.35,3.31,2.04,61.75,2.94,1.82,5.72,3.36,2.36,63,3.14,1.85,2,6,4,8.42,92.2,100.62
"BUF","2017-2018",21,100.22,81.08,83.82,-2.74,49.17,48.54,50.18,0,2.55,-2.55,0,0,1.53,2.85,2.96,-0.1,49.11,1.71,1.77,4,2,-2,0,94.47,94.47
"CAR","2017-2018",21,88.5,23.2,87.09,-63.89,21.03,15.73,59.04,0,4.83,-4.83,0,0,3.28,0.71,4.83,-4.11,12.87,0.48,3.27,0,2,2,0,89.1,89.1
"CBJ","2017-2018",24,114.08,120.93,91.51,29.42,56.92,63.6,48.13,0,3.06,-3.06,0,0,1.61,6.65,4.47,2.18,59.82,3.5,2.35,0,6,6,0,93.87,93.87
"CGY","2017-2018",24,113.92,97.29,92.07,5.22,51.38,51.24,48.49,5.39,5.12,0.27,51.3,2.84,2.7,4.68,4.37,0.31,51.71,2.46,2.3,2,6,4,9.51,91.06,100.57
"CHI","2017-2018",23,109.05,107.62,94.16,13.46,53.34,59.21,51.81,4.98,3.46,1.52,59,2.74,1.9,7.56,5.34,2.22,58.61,4.16,2.94,0,5,5,6.26,93.43,99.69
"COL","2017-2018",26,150.13,90.17,124.63,-34.46,41.98,36.04,49.81,2.16,2.67,-0.51,44.68,0.86,1.07,3.98,4.57,-0.59,46.57,1.59,1.82,1,8,7,3.87,96.11,99.98
"DAL","2017-2018",23,128.1,101.77,107.17,-5.41,48.71,47.67,50.2,4.77,3.92,0.85,54.86,2.23,1.84,5.63,4.79,0.84,54.05,2.64,2.24,7,5,-2,6.91,93.38,100.3
