"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2013-2014",41,1967.97,9.72,93.36,6.93,95.39,6.25,94.11,0.68,1.28,103.08,100.36,2.72,698,639,697,34.32,31.42,34.27,0.52,51.77
"ARI","2013-2014",41,2023.9,7.7,93.29,5.55,95.17,5.09,94.97,0.46,0.21,100.99,100.06,0.93,631,555,715,33.19,29.2,37.61,0.53,51.97
"BOS","2013-2014",41,2054.33,8.68,95.1,6.32,96.34,5.41,95.13,0.91,1.22,103.77,100.54,3.24,699,580,698,35.36,29.34,35.31,0.55,53.52
"BUF","2013-2014",41,2024.65,7.34,91.4,5.43,93.73,5.72,94.98,-0.29,-1.25,98.73,100.71,-1.97,569,668,697,29.42,34.54,36.04,0.46,48.29
"CAR","2013-2014",41,2032.33,7.37,92.04,5.07,94.54,6.23,93.58,-1.16,0.96,99.41,99.81,-0.39,704,596,710,35.02,29.65,35.32,0.54,55.42
"CBJ","2013-2014",41,1963.03,8.92,91.86,6.74,93.61,5.41,95.12,1.34,-1.51,100.77,100.53,0.24,585,573,682,31.79,31.14,37.07,0.51,53.75
"CGY","2013-2014",41,2086.12,8.65,89.7,6.33,92.63,5.9,94.18,0.44,-1.55,98.35,100.08,-1.73,609,647,711,30.96,32.89,36.15,0.48,48.6
"CHI","2013-2014",41,2067.75,8.65,91.82,6.78,93.68,6.16,94.31,0.62,-0.63,100.47,100.47,0,719,536,754,35.79,26.68,37.53,0.57,54.36
"COL","2013-2014",41,2009.8,9.23,93.09,7.02,94.88,5.48,94.47,1.53,0.41,102.31,99.95,2.36,631,608,675,32.97,31.77,35.27,0.51,50
"DAL","2013-2014",41,1993.7,9.32,92.18,6.41,94.71,6.46,93.71,-0.04,1,101.5,100.17,1.33,633,563,732,32.83,29.2,37.97,0.53,53.68
"DET","2013-2014",41,2036.21,7.74,91.37,5.7,93.21,5.54,94.41,0.16,-1.2,99.11,99.95,-0.84,684,565,684,35.39,29.23,35.39,0.55,51.99
"EDM","2013-2014",41,1995.9,7.92,90.54,5.68,93.34,6.44,93.94,-0.76,-0.6,98.46,100.37,-1.91,562,692,749,28.06,34.55,37.39,0.45,51.47
"FLA","2013-2014",41,2026.6,6.59,90.91,4.89,93.14,5.39,94.72,-0.5,-1.58,97.5,100.11,-2.61,619,599,702,32.24,31.2,36.56,0.51,49.79
"L.A","2013-2014",41,1953.93,6.98,92.33,4.74,94.87,5.46,94.3,-0.72,0.57,99.31,99.77,-0.45,678,498,666,36.81,27.04,36.16,0.58,53.69
"MIN","2013-2014",41,2050.3,9.45,92.88,6.91,94.99,5.48,95.67,1.43,-0.69,102.33,101.16,1.18,604,588,685,32.18,31.33,36.49,0.51,53.17
"MTL","2013-2014",41,1983.85,7.57,93.94,5.45,95.48,5.98,94.09,-0.53,1.39,101.51,100.07,1.44,543,698,730,27.55,35.41,37.04,0.44,50.38
"N.J","2013-2014",41,2016.28,8.53,91.63,6.38,93.51,6.13,94.47,0.25,-0.96,100.16,100.6,-0.45,544,510,711,30.82,28.9,40.28,0.52,47.76
"NSH","2013-2014",41,2047.38,8.31,90.6,6.28,93.14,5.8,95.05,0.48,-1.9,98.91,100.85,-1.94,627,660,695,31.63,33.3,35.07,0.49,53.94
"NYI","2013-2014",41,2018.9,7.07,90.5,5.31,93.22,7.24,92.68,-1.94,0.55,97.57,99.92,-2.35,632,593,680,33.18,31.13,35.7,0.52,49.66
"NYR","2013-2014",41,2042.54,7.15,93.23,5.39,95.02,6.49,93.07,-1.09,1.94,100.38,99.56,0.82,687,601,679,34.93,30.55,34.52,0.53,50.23
"OTT","2013-2014",41,1985.74,7.92,90.74,5.76,93.06,5.81,93.87,-0.05,-0.81,98.66,99.68,-1.02,640,563,748,32.8,28.86,38.34,0.53,54.54
"PHI","2013-2014",41,1914.2,8.88,92.6,6.37,94.46,5.81,94.33,0.56,0.12,101.48,100.15,1.33,596,555,672,32.69,30.44,36.86,0.52,51.84
"PIT","2013-2014",41,2061.18,9.11,92.3,7.05,94.5,5.64,94.88,1.42,-0.39,101.4,100.52,0.88,562,586,751,29.59,30.86,39.55,0.49,52.92
"S.J","2013-2014",41,2012.32,8.47,92.21,5.98,94.47,6.77,94.05,-0.8,0.42,100.68,100.83,-0.15,648,672,775,30.93,32.08,36.99,0.49,54.89
"STL","2013-2014",41,1989.35,10.23,91.85,7.18,94.02,5.48,94.63,1.69,-0.61,102.08,100.11,1.96,624,563,707,32.95,29.73,37.33,0.53,53.8
"T.B","2013-2014",41,2014.83,8.53,92.2,6.08,94.53,4.89,95.25,1.19,-0.72,100.73,100.14,0.59,633,569,740,32.6,29.3,38.11,0.53,51.03
"TOR","2013-2014",41,2094.76,9.59,91.76,6.68,94.46,5.74,94.67,0.93,-0.21,101.35,100.41,0.94,552,811,772,25.85,37.99,36.16,0.4,50.3
"VAN","2013-2014",41,2032.9,7.86,92.88,5.66,94.74,5.68,94.23,-0.01,0.51,100.73,99.91,0.82,631,683,693,31.44,34.03,34.53,0.48,52.96
"WPG","2013-2014",41,2006.97,8.47,90.75,6.15,93.28,7,93.31,-0.85,-0.03,99.22,100.31,-1.1,622,554,719,32.82,29.23,37.94,0.53,48.71
"WSH","2013-2014",41,2033.33,7.92,92.64,5.63,94.49,5.82,94.51,-0.19,-0.02,100.56,100.33,0.23,663,615,725,33.1,30.7,36.2,0.52,51.07
