"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2014-2015",41,199.68,9.52,96.43,6.84,97.5,8.81,93.3,-1.97,4.2,105.95,102.11,3.84,183,15,36,78.21,6.41,15.38,0.92,51.28
"ARI","2014-2015",41,196.74,11.24,88.57,7.46,90.48,8.93,92.17,-1.47,-1.69,99.81,101.1,-1.29,168,14,44,74.34,6.19,19.47,0.92,57.52
"BOS","2014-2015",41,176.25,12.21,92.86,8.37,93.94,8.48,92.24,-0.11,1.7,105.07,100.72,4.35,167,9,39,77.67,4.19,18.14,0.95,56.28
"BUF","2014-2015",41,195.6,11.68,88.89,8.25,90,8.85,91.55,-0.6,-1.55,100.57,100.4,0.17,156,22,42,70.91,10,19.09,0.88,49.55
"CAR","2014-2015",41,191.05,12.87,94.74,9.09,96.15,10.48,93.85,-1.38,2.31,107.6,104.32,3.28,174,14,33,78.73,6.33,14.93,0.93,58.82
"CBJ","2014-2015",41,208.34,15.47,85.71,11.43,88.57,10.18,91.06,1.25,-2.49,101.18,101.23,-0.05,184,13,45,76.03,5.37,18.6,0.93,54.55
"CGY","2014-2015",41,228.4,12.63,92.31,8.96,94.59,9.67,94.49,-0.71,0.11,104.93,104.16,0.77,203,13,41,78.99,5.06,15.95,0.94,53.31
"CHI","2014-2015",41,228.93,9.71,83.33,7.27,85.71,8.79,91.79,-1.51,-6.07,93.04,100.57,-7.53,195,8,46,78.31,3.21,18.47,0.96,54.62
"COL","2014-2015",41,208.31,9.09,100,6.37,100,7.85,94.12,-1.47,5.88,109.09,101.97,7.12,182,16,29,80.18,7.05,12.78,0.92,53.3
"DAL","2014-2015",41,272.92,11.26,90.91,7.62,93.1,8.72,89.72,-1.09,3.38,102.17,98.44,3.73,248,21,52,77.26,6.54,16.2,0.92,55.45
"DET","2014-2015",41,240.54,19.16,93.1,13.76,94.59,11.69,93.22,2.07,1.38,112.26,104.9,7.36,215,13,40,80.22,4.85,14.93,0.94,58.96
"EDM","2014-2015",41,202.1,11.43,78.26,8.33,83.87,9.35,91.16,-1.01,-7.29,89.69,100.51,-10.82,196,6,41,80.66,2.47,16.87,0.97,46.5
"FLA","2014-2015",41,227.65,10.33,87.1,7.97,89.74,8.42,91.05,-0.45,-1.31,97.43,99.47,-2.04,211,14,46,77.86,5.17,16.97,0.94,57.56
"L.A","2014-2015",41,220.7,15.43,100,9.97,100,8.34,93.4,1.63,6.6,115.43,101.74,13.69,197,13,32,81.4,5.37,13.22,0.94,54.96
"MIN","2014-2015",41,228.51,12.44,96.67,9.34,97.56,8.92,93.39,0.43,4.17,109.11,102.31,6.8,203,12,37,80.56,4.76,14.68,0.94,53.57
"MTL","2014-2015",41,200.88,14.69,90.91,10.57,92.68,8.88,90.68,1.69,2,105.6,99.57,6.03,169,12,31,79.72,5.66,14.62,0.93,55.19
"N.J","2014-2015",41,181.01,14.75,90.91,10.34,92.59,10.15,91.63,0.2,0.96,105.66,101.78,3.88,154,11,37,76.24,5.45,18.32,0.93,53.96
"NSH","2014-2015",41,221.1,9.73,86.36,6.82,89.66,7.93,93.86,-1.11,-4.21,96.09,101.79,-5.7,192,8,48,77.42,3.23,19.35,0.96,46.77
"NYI","2014-2015",41,227.1,13.5,93.33,9.89,94.29,12.34,87.69,-2.45,6.6,106.83,100.03,6.81,194,8,34,82.2,3.39,14.41,0.96,57.2
"NYR","2014-2015",41,199.4,9.05,92.59,6.59,93.1,10.1,91,-3.51,2.1,101.64,101.1,0.54,173,10,43,76.55,4.42,19.03,0.95,56.19
"OTT","2014-2015",41,252.95,10.43,95.12,7.08,96.49,9.23,90.51,-2.15,5.98,105.56,99.74,5.82,220,15,64,73.58,5.02,21.4,0.94,53.85
"PHI","2014-2015",41,202,18.01,89.74,13.38,90.91,11.15,94.2,2.23,-3.3,107.75,105.36,2.4,184,12,44,76.67,5,18.33,0.94,57.92
"PIT","2014-2015",41,223.33,13.3,82.86,10.14,85.71,9.4,91.4,0.74,-5.69,96.16,100.81,-4.65,197,14,40,78.49,5.58,15.94,0.93,56.57
"S.J","2014-2015",41,207.01,13.46,91.18,9.72,93.48,9.58,91.59,0.14,1.89,104.64,101.17,3.47,203,20,44,76.03,7.49,16.48,0.91,59.18
"STL","2014-2015",41,216.78,13.23,90,9.09,92.68,8.34,94.27,0.75,-1.59,103.23,102.61,0.62,177,22,39,74.37,9.24,16.39,0.89,61.76
"T.B","2014-2015",41,221.8,19.02,92.31,12.97,94.59,8.05,94.24,4.92,0.35,111.33,102.29,9.03,177,12,40,77.29,5.24,17.47,0.94,58.08
"TOR","2014-2015",41,236,14,87.93,9.56,88.89,10.08,94.13,-0.52,-5.24,101.93,104.21,-2.27,203,14,55,74.63,5.15,20.22,0.94,52.21
"VAN","2014-2015",41,216.3,13.68,96.97,9.85,97.37,9.23,93.29,0.61,4.08,110.65,102.52,8.13,183,21,29,78.54,9.01,12.45,0.9,52.36
"WPG","2014-2015",41,216.3,13.33,96.67,9.06,97.37,10.6,92.24,-1.54,5.13,110,102.84,7.16,181,13,42,76.69,5.51,17.8,0.93,52.54
"WSH","2014-2015",41,190.39,15.69,93.94,10.7,95.24,8.09,94.38,2.62,0.86,109.63,102.47,7.16,196,5,42,80.66,2.06,17.28,0.98,60.08
