"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2013-2014",41,205.94,10.14,79.31,6.41,83.78,9.13,93.19,-2.72,-9.41,89.45,102.32,-12.87,178,17,53,71.77,6.85,21.37,0.91,53.23
"ARI","2013-2014",41,221.95,12.11,87.5,8.61,90.7,8.85,88.84,-0.24,1.86,99.61,97.69,1.92,187,13,43,76.95,5.35,17.7,0.94,54.32
"BOS","2013-2014",41,190.29,14.44,82.14,10.76,84.85,8.71,90.12,2.04,-5.27,96.58,98.83,-2.25,166,8,39,77.93,3.76,18.31,0.95,52.11
"BUF","2013-2014",41,211.83,8.39,94.44,5.7,95.56,9.07,93.71,-3.37,1.84,102.83,102.78,0.05,164,19,57,68.33,7.92,23.75,0.9,48.75
"CAR","2013-2014",41,211.32,10.23,81.48,7.73,86.49,8.78,92.16,-1.06,-5.68,91.71,100.94,-9.23,169,9,49,74.45,3.96,21.59,0.95,51.98
"CBJ","2013-2014",41,232.98,11.22,87.1,7.69,88.57,9.18,91.51,-1.49,-2.94,98.32,100.69,-2.37,185,9,37,80.09,3.9,16.02,0.95,48.05
"CGY","2013-2014",41,202.68,11.72,96.15,7.52,96.97,8.47,95.36,-0.95,1.61,107.88,103.83,4.05,171,10,32,80.28,4.69,15.02,0.94,50.23
"CHI","2013-2014",41,180.49,13.5,81.82,9.32,87.1,9.27,91.58,0.06,-4.48,95.32,100.85,-5.53,144,6,40,75.79,3.16,21.05,0.96,51.58
"COL","2013-2014",41,197.18,15.03,100,11.73,100,10.85,94.31,0.88,5.69,115.03,105.16,9.87,161,12,34,77.78,5.8,16.43,0.93,57.49
"DAL","2013-2014",41,224.08,10.05,92.5,7.24,93.88,9.74,89.39,-2.5,4.49,102.55,99.13,3.42,187,14,49,74.8,5.6,19.6,0.93,48.8
"DET","2013-2014",41,221.75,10.71,92,7.69,93.33,8.18,91.83,-0.49,1.5,102.71,100.02,2.7,174,14,34,78.38,6.31,15.32,0.93,54.95
"EDM","2013-2014",41,207.34,8.67,86.84,6.67,89.36,8.26,91.98,-1.59,-2.62,95.51,100.24,-4.73,163,12,45,74.09,5.45,20.45,0.93,43.64
"FLA","2013-2014",41,255.6,4.69,84.62,3.36,88.24,8.35,90.29,-4.99,-2.06,89.3,98.64,-9.34,219,18,54,75.26,6.19,18.56,0.92,51.89
"L.A","2013-2014",41,224.08,9.39,92.86,6.94,95,8.86,92.33,-1.91,2.67,102.25,101.18,1.06,201,6,48,78.82,2.35,18.82,0.97,50.2
"MIN","2013-2014",41,205.92,12.64,70.83,9.24,79.41,9.86,90.79,-0.62,-11.38,83.47,100.65,-17.18,170,10,41,76.92,4.52,18.55,0.94,57.47
"MTL","2013-2014",41,235.09,13.04,88.24,9.56,90,9.03,90.18,0.53,-0.18,101.28,99.2,2.08,196,9,43,79.03,3.63,17.34,0.96,52.02
"N.J","2013-2014",41,194.53,16.67,100,13.13,100,8.76,92.83,4.37,7.17,116.67,101.59,15.07,165,11,46,74.32,4.95,20.72,0.94,47.75
"NSH","2013-2014",41,206.1,15.13,100,11.11,100,9.84,94.79,1.28,5.21,115.13,104.62,10.51,163,12,29,79.9,5.88,14.22,0.93,54.9
"NYI","2013-2014",41,212.51,13.61,86.36,9.79,89.66,8.76,90.07,1.03,-0.41,99.97,98.83,1.15,183,8,40,79.22,3.46,17.32,0.96,51.08
"NYR","2013-2014",41,212.57,12.22,93.55,9.51,95.24,8.03,91.74,1.48,3.5,105.77,99.77,6,194,17,37,78.23,6.85,14.92,0.92,54.44
"OTT","2013-2014",41,208.47,16.84,92.31,12.22,93.48,9.18,90.74,3.04,2.74,109.14,99.92,9.23,192,18,50,73.85,6.92,19.23,0.91,53.46
"PHI","2013-2014",41,215.94,15.38,78.26,11.72,82.14,8.92,89.43,2.8,-7.29,93.65,98.35,-4.7,194,10,42,78.86,4.07,17.07,0.95,50
"PIT","2013-2014",41,225.43,13.93,90.62,10.37,92.11,9.05,92.18,1.31,-0.08,104.56,101.24,3.32,212,19,39,78.52,7.04,14.44,0.92,60
"S.J","2013-2014",41,205.48,10.62,91.43,7.74,92.86,9.75,92.93,-2.01,-0.07,102.05,102.68,-0.63,171,15,43,74.67,6.55,18.78,0.92,53.71
"STL","2013-2014",41,204.65,15.66,91.67,10.97,93.55,8.98,90.97,1.99,2.58,107.33,99.95,7.38,162,8,44,75.7,3.74,20.56,0.95,52.8
"T.B","2013-2014",41,216.88,15.23,83.78,10.65,86.96,9.37,88.67,1.28,-1.72,99.02,98.04,0.97,171,13,31,79.53,6.05,14.42,0.93,41.86
"TOR","2013-2014",41,228.28,11.23,74.42,8.68,80.7,9.87,92.25,-1.19,-11.54,85.65,102.11,-16.46,195,18,51,73.86,6.82,19.32,0.92,52.65
"VAN","2013-2014",41,206.83,9.9,100,6.9,100,9.27,91.33,-2.37,8.67,109.9,100.6,9.3,168,24,42,71.79,10.26,17.95,0.88,52.99
"WPG","2013-2014",41,177.23,11.81,95.83,7.81,96.77,9.03,93.65,-1.22,3.13,107.64,102.68,4.97,157,11,30,79.29,5.56,15.15,0.93,48.48
"WSH","2013-2014",41,223.04,13.83,86.84,10.54,90,9.5,90.2,1.04,-0.2,100.68,99.7,0.98,220,17,51,76.39,5.9,17.71,0.93,50.35
