"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2016-2017",41,1920.17,7.53,92.21,5.65,94.44,5.42,94.82,0.23,-0.38,99.73,100.24,-0.51,566,644,620,30.93,35.19,33.88,0.47,53.22
"ARI","2016-2017",41,1990.12,7.64,91.61,5.64,93.97,5.15,93.86,0.49,0.11,99.25,99.01,0.24,539,723,677,27.8,37.29,34.91,0.43,46.16
"BOS","2016-2017",41,1946.23,6.87,91.56,5.04,94.01,5.68,94.59,-0.64,-0.58,98.43,100.27,-1.83,686,601,724,34.11,29.89,36,0.53,52.71
"BUF","2016-2017",41,2021.75,6.82,92.61,4.98,94.61,5.41,94.43,-0.43,0.18,99.43,99.84,-0.41,583,670,660,30.48,35.02,34.5,0.47,46.11
"CAR","2016-2017",41,2023.47,7.17,90.26,5.13,92.97,5.75,94.36,-0.62,-1.38,97.42,100.1,-2.68,635,534,660,34.72,29.2,36.09,0.54,49.26
"CBJ","2016-2017",41,1985.15,7.81,92.43,5.77,94.8,5.6,94.49,0.16,0.3,100.24,100.1,0.14,593,674,655,30.85,35.07,34.08,0.47,46.51
"CGY","2016-2017",41,1941.67,6.33,91.84,4.55,94.28,5.26,94.51,-0.71,-0.23,98.16,99.77,-1.6,531,620,683,28.95,33.81,37.24,0.46,48.64
"CHI","2016-2017",41,2027.97,8.58,92.21,6.25,94.41,5.48,94.31,0.77,0.1,100.79,99.79,1,595,555,714,31.92,29.77,38.3,0.52,44.9
"COL","2016-2017",40,1918.4,5.12,90.81,3.66,93.27,5,94.22,-1.33,-0.95,95.93,99.21,-3.28,561,666,649,29.9,35.5,34.59,0.46,47.49
"DAL","2016-2017",41,1985.47,5.89,91.44,4.31,93.88,5.88,93.75,-1.57,0.13,97.34,99.63,-2.29,607,693,709,30.21,34.49,35.29,0.47,48.93
"DET","2016-2017",41,1997.03,7.73,91.14,5.5,93.77,5.45,94.33,0.05,-0.56,98.86,99.78,-0.92,580,620,687,30.74,32.86,36.41,0.48,49.55
"EDM","2016-2017",41,1979.08,8.84,92.19,6.48,94.48,5.66,94.36,0.83,0.12,101.03,100.02,1.01,599,608,682,31.71,32.19,36.1,0.5,45.53
"FLA","2016-2017",41,1962.72,6.41,91.99,4.6,94.03,5.11,94.36,-0.52,-0.33,98.39,99.48,-1.08,582,613,654,31.48,33.15,35.37,0.49,46.94
"L.A","2016-2017",41,1964.92,6.03,92.74,4.33,94.8,5.32,94.39,-0.99,0.41,98.77,99.71,-0.95,708,532,630,37.86,28.45,33.69,0.57,49.57
"MIN","2016-2017",41,2015.98,8.61,92.84,6.46,94.79,5.84,94.99,0.61,-0.2,101.46,100.84,0.62,622,656,719,31.15,32.85,36,0.49,51.48
"MTL","2016-2017",41,2033,6.18,92.24,4.4,94.37,5.35,94.48,-0.96,-0.11,98.43,99.83,-1.4,618,678,677,31.32,34.36,34.31,0.48,49.97
"N.J","2016-2017",41,1946.52,6.52,92.31,4.74,94.43,5.37,94.45,-0.63,-0.03,98.83,99.82,-0.99,575,696,659,29.79,36.06,34.15,0.45,48.39
"NSH","2016-2017",41,1968.57,6.9,91.59,5.01,93.95,5.49,94.71,-0.47,-0.76,98.49,100.2,-1.71,610,622,672,32.04,32.67,35.29,0.5,50.42
"NYI","2016-2017",41,2027.92,7.98,91.68,5.81,94.14,5.47,94.29,0.35,-0.15,99.67,99.76,-0.09,597,619,656,31.89,33.07,35.04,0.49,45.3
"NYR","2016-2017",41,1982.95,8.14,93.69,5.86,95.49,5.52,94.32,0.34,1.17,101.83,99.83,1.99,551,650,655,29.69,35.02,35.29,0.46,48.98
"OTT","2016-2017",41,1939.15,7.02,92.45,5.12,94.82,5.05,94.41,0.07,0.41,99.47,99.46,0.01,639,595,677,33.44,31.14,35.43,0.52,48.4
"PHI","2016-2017",41,1949.77,6.3,90.92,4.49,93.42,5.17,94.21,-0.67,-0.79,97.22,99.37,-2.15,626,552,701,33.32,29.38,37.31,0.53,50.67
"PIT","2016-2017",41,1961.8,8.13,92.06,5.88,94.44,6.41,94.01,-0.53,0.42,100.2,100.43,-0.23,645,636,721,32.22,31.77,36.01,0.5,46.05
"S.J","2016-2017",41,1994.38,8.44,91.77,5.93,94.21,5.74,94.08,0.2,0.13,100.21,99.81,0.4,598,582,711,31.62,30.78,37.6,0.51,45.27
"STL","2016-2017",41,1990.65,6.72,93.1,4.87,95.15,5.31,94.75,-0.43,0.39,99.82,100.06,-0.25,577,679,646,30.34,35.7,33.96,0.46,47.63
"T.B","2016-2017",41,1971.72,6.92,92.96,4.93,95.03,5.7,94.41,-0.77,0.62,99.89,100.11,-0.23,601,619,660,31.97,32.93,35.11,0.49,46.06
"TOR","2016-2017",41,1997.93,8.8,91.58,6.28,94.03,5.94,94.28,0.34,-0.24,100.37,100.22,0.15,610,675,712,30.55,33.8,35.65,0.47,47.42
"VAN","2016-2017",41,1997.78,7.44,92.22,5.38,94.51,5.62,94.17,-0.24,0.35,99.66,99.78,-0.12,617,631,721,31.34,32.05,36.62,0.49,49.47
"WPG","2016-2017",41,1971.88,8.72,91.09,6.31,93.36,5.61,94.67,0.7,-1.31,99.82,100.28,-0.46,527,608,688,28.91,33.35,37.74,0.46,47.34
"WSH","2016-2017",41,1971.65,8.68,92.66,6.39,94.75,5.62,94.17,0.78,0.58,101.34,99.78,1.56,562,582,734,29.93,30.99,39.08,0.49,49.47
