"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2014-2015",41,188.03,7.16,86.67,5.05,88.49,6.1,93.21,-1.06,-4.72,93.83,99.32,-5.48,179,15,41,76.17,6.38,17.45,0.92,51.06
"ARI","2014-2015",41,182.11,9.16,97.53,6.92,98.28,5.63,94.04,1.29,4.24,106.69,99.68,7.01,163,11,31,79.51,5.37,15.12,0.94,60.49
"BOS","2014-2015",41,187.76,6.26,95.21,4.13,96.37,5.45,93.64,-1.33,2.73,101.47,99.09,2.38,179,5,48,77.16,2.16,20.69,0.97,59.05
"BUF","2014-2015",41,182.26,5.82,90.41,4.53,93.78,7.16,94.48,-2.63,-0.7,96.22,101.64,-5.41,146,12,33,76.44,6.28,17.28,0.92,46.07
"CAR","2014-2015",41,202.35,8.02,87.1,5.89,91.52,6.06,93.23,-0.18,-1.72,95.12,99.3,-4.18,179,13,39,77.49,5.63,16.88,0.93,54.98
"CBJ","2014-2015",41,197.69,9.54,100,7.25,100,7.13,94.54,0.12,5.46,109.54,101.67,7.88,173,15,44,74.57,6.47,18.97,0.92,48.71
"CGY","2014-2015",41,197.76,8.07,97.16,5.86,98.01,6.03,94.98,-0.17,3.02,105.23,101.02,4.21,156,11,33,78,5.5,16.5,0.93,41
"CHI","2014-2015",41,211.25,7.73,96.34,5.57,97.63,5.04,93.52,0.54,4.12,104.07,98.55,5.52,178,6,31,82.79,2.79,14.42,0.97,58.14
"COL","2014-2015",41,190.96,8.64,96,6.56,96.85,5.74,90.79,0.82,6.06,104.64,96.53,8.11,157,10,38,76.59,4.88,18.54,0.94,52.2
"DAL","2014-2015",41,205.87,11.14,94.16,8.22,96.23,5.79,94.03,2.43,2.2,105.3,99.82,5.48,178,14,46,74.79,5.88,19.33,0.93,48.74
"DET","2014-2015",41,227.38,8.18,86.12,5.91,88.96,6.04,92.45,-0.13,-3.5,94.3,98.49,-4.19,205,15,51,75.65,5.54,18.82,0.93,50.92
"EDM","2014-2015",41,181.47,8.13,91.91,5.88,94.25,6.7,94.21,-0.82,0.04,100.05,100.91,-0.86,160,11,39,76.19,5.24,18.57,0.94,48.57
"FLA","2014-2015",41,178.47,8.22,92.57,6.06,94.55,5.31,91.76,0.75,2.79,100.79,97.07,3.72,147,18,36,73.13,8.96,17.91,0.89,50.25
"L.A","2014-2015",41,182.28,6.92,97.64,4.96,98.1,5.82,94.17,-0.86,3.93,104.56,99.99,4.57,179,11,36,79.2,4.87,15.93,0.94,56.19
"MIN","2014-2015",41,190.27,4.04,92.21,3.08,94.15,6.24,94.56,-3.16,-0.41,96.25,100.79,-4.54,158,6,35,79.4,3.02,17.59,0.96,50.75
"MTL","2014-2015",41,204.68,5.4,100,3.95,100,5.51,95.41,-1.56,4.59,105.4,100.92,4.48,173,12,33,79.36,5.5,15.14,0.94,54.59
"N.J","2014-2015",41,169.69,11.52,92.07,8.38,93.85,6.39,91.76,1.99,2.1,103.59,98.14,5.44,139,12,27,78.09,6.74,15.17,0.92,55.62
"NSH","2014-2015",41,226.73,8.11,93.33,5.82,94.25,5.27,93.15,0.55,1.1,101.44,98.42,3.02,193,16,50,74.52,6.18,19.31,0.92,50.97
"NYI","2014-2015",41,206.39,6.72,96.02,5.02,97.38,6.07,94.52,-1.05,2.86,102.74,100.59,2.15,184,8,36,80.7,3.51,15.79,0.96,46.49
"NYR","2014-2015",41,188.18,7.78,92.64,5.81,93.5,5.52,94.19,0.29,-0.69,100.42,99.71,0.71,173,20,42,73.62,8.51,17.87,0.9,41.28
"OTT","2014-2015",41,218.3,7.85,92.36,5.66,94.97,5.97,94.33,-0.31,0.65,100.21,100.3,-0.09,183,14,45,75.62,5.79,18.6,0.93,51.65
"PHI","2014-2015",41,217.25,8.19,95.38,5.71,96.05,6.26,90.83,-0.55,5.22,103.57,97.09,6.48,188,13,43,77.05,5.33,17.62,0.94,56.56
"PIT","2014-2015",41,210.12,6.74,88.24,5.04,90.41,6.56,92.65,-1.53,-2.24,94.98,99.21,-4.23,185,16,35,78.39,6.78,14.83,0.92,51.27
"S.J","2014-2015",41,198.5,7.62,97.08,5.48,97.72,6.67,94.02,-1.19,3.7,104.71,100.69,4.01,170,19,35,75.89,8.48,15.62,0.9,54.02
"STL","2014-2015",41,193.48,9.58,92.79,7.49,94.73,5.94,93.53,1.55,1.2,102.38,99.47,2.91,190,7,39,80.51,2.97,16.53,0.96,55.08
"T.B","2014-2015",41,234.85,10.45,87.86,6.94,90.5,6.07,93.27,0.87,-2.78,98.31,99.35,-1.04,188,8,35,81.39,3.46,15.15,0.96,50.22
"TOR","2014-2015",41,232.01,5.5,87.04,4.19,90.58,6.1,92.87,-1.92,-2.29,92.54,98.98,-6.44,194,14,48,75.78,5.47,18.75,0.93,49.22
"VAN","2014-2015",41,176.64,8.59,100,6.31,100,6,93.5,0.31,6.5,108.59,99.5,9.08,151,5,25,83.43,2.76,13.81,0.97,43.65
"WPG","2014-2015",41,234.06,8.05,97.31,6.14,98.06,6.13,94.33,0.01,3.72,105.36,100.46,4.9,184,29,56,68.4,10.78,20.82,0.86,53.9
"WSH","2014-2015",41,175.73,9.62,97.7,6.64,98.03,5.51,95.95,1.13,2.08,107.32,101.46,5.86,164,9,32,80,4.39,15.61,0.95,52.2
