"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2014-2015",41,2008.23,9.07,91.41,6.06,93.98,5.77,94.57,0.29,-0.59,100.48,100.34,0.14,626,650,727,31.25,32.45,36.3,0.49,53.77
"ARI","2014-2015",41,2038.28,5.47,92.16,3.78,94.31,5.26,94.64,-1.47,-0.33,97.63,99.89,-2.27,650,676,664,32.66,33.97,33.37,0.49,53.77
"BOS","2014-2015",41,2116.87,6.82,93.41,5.08,95.01,5.27,95.01,-0.19,-0.01,100.23,100.28,-0.04,720,658,714,34.42,31.45,34.13,0.52,55.64
"BUF","2014-2015",41,2038.34,7.48,92.54,5.76,94.57,5.87,94.86,-0.11,-0.29,100.01,100.73,-0.71,550,761,664,27.85,38.53,33.62,0.42,46.18
"CAR","2014-2015",41,2093.85,5.95,92.85,4.11,95.13,6.45,93.73,-2.35,1.4,98.8,100.18,-1.38,728,604,688,36.04,29.9,34.06,0.55,54.31
"CBJ","2014-2015",41,2008.43,8.21,90.8,6.23,92.99,5.72,94.49,0.51,-1.5,99.01,100.21,-1.21,576,635,729,29.69,32.73,37.58,0.48,50.93
"CGY","2014-2015",41,2034.44,10.45,90.53,7.39,93.38,6.09,94.22,1.3,-0.84,100.98,100.3,0.68,624,738,719,29.99,35.46,34.55,0.46,51.08
"CHI","2014-2015",41,2087.81,6.55,93.51,5.16,94.77,5.59,93.95,-0.43,0.83,100.06,99.53,0.52,745,586,685,36.95,29.07,33.98,0.56,53.08
"COL","2014-2015",41,1992.37,10.34,91.57,7.78,93.75,5.45,94.29,2.34,-0.53,101.91,99.73,2.18,603,686,701,30.3,34.47,35.23,0.47,52.36
"DAL","2014-2015",41,1966.4,10.18,90.19,6.65,93.18,6.44,93.6,0.22,-0.42,100.37,100.04,0.33,692,652,801,32.26,30.4,37.34,0.51,53.33
"DET","2014-2015",41,2012.25,7.4,92.27,5.62,94.02,6.09,93.89,-0.47,0.13,99.67,99.99,-0.31,703,561,692,35.94,28.68,35.38,0.56,52.56
"EDM","2014-2015",41,2074.45,8.13,91.11,5.71,93.63,5.82,93.67,-0.12,-0.04,99.24,99.49,-0.25,600,612,723,31.01,31.63,37.36,0.5,50.59
"FLA","2014-2015",41,2057.1,7.95,91.71,5.97,93.95,5.3,94.96,0.67,-1.01,99.66,100.26,-0.6,684,612,703,34.22,30.62,35.17,0.53,50.58
"L.A","2014-2015",41,2005.64,7.93,92.82,5.28,95.09,5.71,94.13,-0.43,0.96,100.75,99.84,0.91,659,555,715,34.16,28.77,37.07,0.54,52.62
"MIN","2014-2015",41,1975.32,9.61,89.43,6.87,92.48,5.49,94.93,1.38,-2.46,99.03,100.42,-1.38,653,596,723,33.11,30.22,36.66,0.52,53.09
"MTL","2014-2015",41,2060.3,8.9,93.4,6.54,95.14,5.79,94.25,0.75,0.89,102.31,100.04,2.27,616,682,773,29.74,32.93,37.32,0.47,54.27
"N.J","2014-2015",41,2067.1,7.56,94.22,5.64,95.58,5.85,94.26,-0.21,1.32,101.78,100.12,1.66,529,619,694,28.72,33.6,37.68,0.46,49.29
"NSH","2014-2015",41,2060.46,8.83,92.6,6.5,94.4,5.66,94.89,0.84,-0.49,101.43,100.55,0.89,759,679,729,35.03,31.33,33.64,0.53,50.99
"NYI","2014-2015",41,2044.65,7.94,92.23,5.96,94.04,7.82,92.88,-1.86,1.17,100.17,100.69,-0.52,647,594,690,33.51,30.76,35.73,0.52,51.63
"NYR","2014-2015",41,2073.3,9.11,92.55,6.78,94.71,6.76,93.47,0.02,1.23,101.66,100.23,1.43,633,627,715,32.05,31.75,36.2,0.5,47.59
"OTT","2014-2015",41,2016.07,9.39,91.39,7,93.4,6.5,94.45,0.5,-1.05,100.78,100.94,-0.16,634,594,729,32.4,30.35,37.25,0.52,51.51
"PHI","2014-2015",41,2058,7.82,93.73,5.61,95.4,5.42,94.14,0.19,1.26,101.55,99.56,1.99,626,679,709,31.08,33.71,35.2,0.48,51.69
"PIT","2014-2015",41,2000.3,8.32,92.2,6.33,94.12,5.83,94.18,0.5,-0.06,100.52,100.01,0.51,602,533,730,32.28,28.58,39.14,0.53,49.97
"S.J","2014-2015",41,2066.94,7.17,90.97,4.96,93.58,6.14,93.72,-1.19,-0.13,98.14,99.86,-1.72,672,661,746,32.32,31.79,35.88,0.5,53.68
"STL","2014-2015",41,2042.11,9.79,91.59,6.88,93.94,5.58,94.88,1.3,-0.93,101.38,100.46,0.92,664,645,711,32.87,31.93,35.2,0.51,54.41
"T.B","2014-2015",41,1972.18,9.75,93.19,7.34,94.97,4.96,95.18,2.38,-0.21,102.93,100.15,2.79,646,523,682,34.9,28.25,36.84,0.55,51.65
"TOR","2014-2015",41,1990.05,10.07,91.33,7.07,94.06,5.89,93.98,1.18,0.07,101.4,99.88,1.52,569,727,746,27.86,35.6,36.53,0.44,51.03
"VAN","2014-2015",41,2043.35,8.09,91.02,6.03,93.23,5.91,93.3,0.12,-0.07,99.11,99.21,-0.09,640,611,717,32.52,31.05,36.43,0.51,48.42
"WPG","2014-2015",41,1976.46,9.45,91.66,6.89,93.88,7.11,93.29,-0.21,0.58,101.11,100.4,0.71,639,583,712,33.04,30.14,36.81,0.52,52.53
"WSH","2014-2015",41,2052.13,8.67,92.55,6.02,94.55,5.79,94.5,0.23,0.05,101.22,100.29,0.93,688,608,710,34.3,30.31,35.39,0.53,53.09
