"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2014-2015",41,219.85,8.67,88.32,6.43,91.82,6.79,94.02,-0.36,-2.2,96.98,100.81,-3.82,18,176,54,7.26,70.97,21.77,0.09,44.35
"ARI","2014-2015",41,238.52,10.33,92.14,8.16,94.08,6.48,93.11,1.68,0.97,102.47,99.6,2.87,16,244,45,5.25,80,14.75,0.06,46.23
"BOS","2014-2015",41,227.47,6.43,91.46,5.09,93.91,5.75,93.6,-0.66,0.31,97.89,99.35,-1.46,24,201,42,8.99,75.28,15.73,0.11,49.81
"BUF","2014-2015",41,216.93,17.1,86.77,13.37,90.7,6.58,93.94,6.79,-3.24,103.87,100.52,3.35,13,199,47,5.02,76.83,18.15,0.06,37.84
"CAR","2014-2015",41,169.56,4.1,93.04,2.99,95.28,5.65,94.65,-2.66,0.63,97.14,100.3,-3.16,4,145,40,2.12,76.72,21.16,0.03,50.26
"CBJ","2014-2015",41,276.83,9.8,93.1,7.04,94.52,7.33,93.3,-0.29,1.22,102.9,100.63,2.27,11,254,50,3.49,80.63,15.87,0.04,42.22
"CGY","2014-2015",41,164.52,6.94,90.54,6.21,93.4,7.96,93.09,-1.75,0.3,97.48,101.06,-3.57,14,151,36,6.97,75.12,17.91,0.08,43.28
"CHI","2014-2015",41,193.83,0,91.24,0,93.83,6.43,94.36,-6.43,-0.52,91.24,100.78,-9.55,12,160,36,5.77,76.92,17.31,0.07,48.08
"COL","2014-2015",41,185.94,11.09,93.47,9.1,95.18,6.43,93.13,2.67,2.04,104.55,99.56,4.99,8,170,41,3.65,77.63,18.72,0.04,47.49
"DAL","2014-2015",41,222.62,8.95,91.8,6.37,94.31,7.02,93.61,-0.65,0.7,100.75,100.63,0.12,20,188,44,7.94,74.6,17.46,0.1,49.21
"DET","2014-2015",41,239.1,7.25,91.22,5.12,93.65,5.37,94.13,-0.25,-0.48,98.47,99.5,-1.02,15,211,44,5.56,78.15,16.3,0.07,44.81
"EDM","2014-2015",41,193.33,11.62,90.13,9.31,92.66,6.32,93.96,2.99,-1.29,101.75,100.28,1.47,11,163,32,5.34,79.13,15.53,0.06,48.54
"FLA","2014-2015",41,213.58,0,90.88,0,93.11,6.39,94.15,-6.39,-1.04,90.88,100.54,-9.66,13,189,46,5.24,76.21,18.55,0.06,45.97
"L.A","2014-2015",41,173.71,12.7,89.42,10.66,92.42,7.07,93.88,3.59,-1.46,102.13,100.95,1.18,7,149,30,3.76,80.11,16.13,0.04,47.85
"MIN","2014-2015",41,184.31,12.05,91.69,6.74,94.15,5.69,94.41,1.05,-0.26,103.74,100.1,3.64,16,158,37,7.58,74.88,17.54,0.09,49.29
"MTL","2014-2015",41,217.09,5.25,92.32,4.07,94.47,8.12,94.06,-4.06,0.41,97.57,102.18,-4.61,9,188,37,3.85,80.34,15.81,0.05,47.44
"N.J","2014-2015",41,255.35,10.37,91.1,8.06,93.39,6.36,93.49,1.7,-0.1,101.48,99.85,1.63,11,215,42,4.1,80.22,15.67,0.05,40.3
"NSH","2014-2015",41,204.1,2.66,90.72,1.85,93.24,3.96,93.54,-2.11,-0.3,93.38,97.5,-4.12,14,179,34,6.17,78.85,14.98,0.07,45.37
"NYI","2014-2015",41,170.77,5.58,90.44,4.23,93.33,4.65,93.03,-0.42,0.3,96.01,97.68,-1.66,14,147,31,7.29,76.56,16.15,0.09,38.54
"NYR","2014-2015",41,200.6,6.7,90.42,5.35,93.39,5.43,93.94,-0.09,-0.55,97.12,99.38,-2.26,10,160,38,4.81,76.92,18.27,0.06,46.63
"OTT","2014-2015",41,234.68,4.95,92.67,3.46,94.5,6.12,93.87,-2.66,0.63,97.62,99.98,-2.37,19,206,39,7.2,78.03,14.77,0.08,36.36
"PHI","2014-2015",41,220.44,2.82,89.01,2.3,92.34,5.58,94.03,-3.28,-1.69,91.83,99.61,-7.77,10,193,39,4.13,79.75,16.12,0.05,49.17
"PIT","2014-2015",41,231.68,8.8,94.75,7.21,96.2,5.12,93.98,2.08,2.21,103.55,99.11,4.44,11,209,39,4.25,80.69,15.06,0.05,46.33
"S.J","2014-2015",41,181.08,1.88,89.12,1.34,92.4,5.94,93.18,-4.6,-0.77,91,99.11,-8.11,19,173,17,9.09,82.78,8.13,0.1,46.41
"STL","2014-2015",41,228.77,1.82,91.49,1.33,93.78,3.14,94.47,-1.8,-0.69,93.31,97.6,-4.29,15,198,42,5.88,77.65,16.47,0.07,50.2
"T.B","2014-2015",41,220.4,10.78,91.56,7.47,94.04,10.12,93.58,-2.65,0.46,102.33,103.7,-1.36,13,219,46,4.68,78.78,16.55,0.06,43.88
"TOR","2014-2015",41,219.33,6.69,91.52,5.04,93.75,6.87,93.61,-1.84,0.14,98.2,100.48,-2.28,10,196,48,3.94,77.17,18.9,0.05,41.34
"VAN","2014-2015",41,248.47,8.78,93.89,7.05,95.57,6.97,93.49,0.08,2.08,102.67,100.46,2.21,13,226,55,4.42,76.87,18.71,0.05,41.5
"WPG","2014-2015",41,269.8,11.79,91.43,9.05,93.58,6.07,92.4,2.98,1.18,103.22,98.47,4.74,19,231,64,6.05,73.57,20.38,0.08,42.36
"WSH","2014-2015",41,215.44,3.29,91.7,2.6,94.05,3.62,93.6,-1.02,0.45,94.98,97.22,-2.23,11,187,40,4.62,78.57,16.81,0.06,44.12
