"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2013-2014",41,208.35,7.27,88.96,5.53,92.62,8.52,93.58,-2.99,-0.96,96.23,102.11,-5.88,17,176,45,7.14,73.95,18.91,0.09,39.5
"ARI","2013-2014",41,232.96,7.64,92.33,5.68,94.17,4.96,93.7,0.72,0.47,99.97,98.65,1.32,15,214,34,5.7,81.37,12.93,0.07,50.19
"BOS","2013-2014",41,206.65,15.37,92.63,12.33,94.32,6.13,94.1,6.2,0.22,108,100.23,7.77,17,179,54,6.8,71.6,21.6,0.09,48
"BUF","2013-2014",41,248.79,6.45,92.62,5.21,94.4,4.69,93.95,0.52,0.45,99.07,98.64,0.43,16,223,56,5.42,75.59,18.98,0.07,45.76
"CAR","2013-2014",41,199.65,18.68,92.74,14.06,94.42,7.17,94.04,6.89,0.38,111.42,101.21,10.21,15,173,48,6.36,73.31,20.34,0.08,47.88
"CBJ","2013-2014",41,217.99,8.3,91.31,6.21,93.73,7.7,94.33,-1.49,-0.6,99.61,102.03,-2.42,15,192,42,6.02,77.11,16.87,0.07,36.95
"CGY","2013-2014",41,207.9,12.86,89.35,8.76,92.55,8.29,93.77,0.47,-1.23,102.21,102.06,0.15,14,195,48,5.45,75.88,18.68,0.07,37.35
"CHI","2013-2014",41,225.95,9.12,92.86,6.8,94.99,5.08,94.15,1.72,0.84,101.98,99.24,2.75,12,184,48,4.92,75.41,19.67,0.06,44.26
"COL","2013-2014",41,223.55,3.33,92.83,2.7,94.53,5.78,93.6,-3.07,0.93,96.16,99.38,-3.22,14,176,54,5.74,72.13,22.13,0.07,43.03
"DAL","2013-2014",41,205.25,2.53,90.96,1.94,93.06,5.81,93.15,-3.87,-0.08,93.49,98.96,-5.47,10,181,41,4.31,78.02,17.67,0.05,46.55
"DET","2013-2014",41,245.21,7.65,91.88,6.43,94.38,7.96,94.05,-1.53,0.33,99.54,102,-2.47,7,201,52,2.69,77.31,20,0.03,48.46
"EDM","2013-2014",41,245.12,5.98,93.77,4.3,95.57,5.48,94.33,-1.18,1.24,99.75,99.81,-0.06,13,214,47,4.74,78.1,17.15,0.06,39.42
"FLA","2013-2014",41,214.63,14.25,89.44,9.92,91.87,6.7,93.8,3.22,-1.93,103.69,100.5,3.19,12,208,36,4.69,81.25,14.06,0.05,44.14
"L.A","2013-2014",41,251.96,5.89,92.28,4.35,94.44,5.83,93.68,-1.49,0.76,98.17,99.51,-1.34,13,223,48,4.58,78.52,16.9,0.06,47.54
"MIN","2013-2014",41,238.17,9.88,90.81,6.93,92.5,5.45,93.34,1.48,-0.84,100.69,98.8,1.89,14,193,49,5.47,75.39,19.14,0.07,43.75
"MTL","2013-2014",41,255.84,8.25,93.59,6.25,95.37,7.99,93.99,-1.74,1.37,101.84,101.98,-0.14,12,233,46,4.12,80.07,15.81,0.05,44.33
"N.J","2013-2014",41,231.11,3.05,93.32,2.36,95.45,6.23,93.78,-3.87,1.66,96.38,100.01,-3.64,13,172,43,5.7,75.44,18.86,0.07,40.79
"NSH","2013-2014",41,204.22,3.58,90.86,2.84,93.6,3.75,93.53,-0.91,0.07,94.44,97.28,-2.84,6,166,44,2.78,76.85,20.37,0.03,46.76
"NYI","2013-2014",41,229.32,10.65,87.9,6.75,91.78,8.37,93.77,-1.62,-1.98,98.54,102.14,-3.59,14,196,45,5.49,76.86,17.65,0.07,36.08
"NYR","2013-2014",41,212.52,17.18,93.45,12.59,95.09,5.77,93.31,6.83,1.78,110.63,99.08,11.55,16,179,28,7.17,80.27,12.56,0.08,44.39
"OTT","2013-2014",41,269.09,2.12,90.13,1.54,92.81,5.24,94.17,-3.7,-1.35,92.25,99.41,-7.16,23,239,74,6.85,71.13,22.02,0.09,44.64
"PHI","2013-2014",41,279.44,6.38,93.14,4.51,95.16,4.89,94.77,-0.38,0.4,99.51,99.65,-0.14,19,230,70,5.96,72.1,21.94,0.08,50.16
"PIT","2013-2014",41,240.35,0,94.06,0,95.88,6.69,94.29,-6.69,1.59,94.06,100.97,-6.91,8,194,41,3.29,79.84,16.87,0.04,38.27
"S.J","2013-2014",41,157.89,10.3,91.27,7.81,93.98,8.65,93.92,-0.84,0.05,101.56,102.57,-1.01,8,130,34,4.65,75.58,19.77,0.06,41.86
"STL","2013-2014",41,250.58,5.28,93.15,4.36,95.28,5.07,94.17,-0.71,1.11,98.42,99.24,-0.81,18,198,52,6.72,73.88,19.4,0.08,45.52
"T.B","2013-2014",41,226.36,6.01,90.45,4.83,93.33,6.64,94.65,-1.81,-1.33,96.46,101.29,-4.83,13,192,56,4.98,73.56,21.46,0.06,44.44
"TOR","2013-2014",41,254.37,21.73,91.87,17.77,94.32,7.86,93.34,9.91,0.98,113.61,101.21,12.4,17,246,64,5.2,75.23,19.57,0.06,41.9
"VAN","2013-2014",41,248.8,4.83,92.19,3.36,94.89,4.48,94.2,-1.12,0.7,97.03,98.67,-1.65,11,195,39,4.49,79.59,15.92,0.05,47.35
"WPG","2013-2014",41,228.86,5.93,91.47,4.91,93.97,5.82,93.57,-0.92,0.39,97.4,99.4,-2,13,186,48,5.26,75.3,19.43,0.07,38.87
"WSH","2013-2014",41,234.04,8.02,94.9,6.58,96.22,7.18,94.36,-0.6,1.86,102.93,101.54,1.38,15,207,35,5.84,80.54,13.62,0.07,43.97
