"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2016-2017",41,1949.68,8.45,93.35,5.74,95.44,6.45,94.08,-0.71,1.36,101.8,100.53,1.27,596,601,627,32.68,32.95,34.38,0.5,55.26
"ARI","2016-2017",41,1994.17,7.56,93.03,5.23,95.28,5.33,94.7,-0.1,0.58,100.59,100.03,0.56,599,747,682,29.54,36.83,33.63,0.45,50.15
"BOS","2016-2017",41,1922.85,7.18,90.66,5.03,93.2,5.44,94.28,-0.41,-1.08,97.84,99.72,-1.88,624,549,664,33.97,29.89,36.15,0.53,54.33
"BUF","2016-2017",41,2009.33,6.27,92.89,4.68,94.68,5.34,94.97,-0.66,-0.29,99.16,100.31,-1.14,604,646,709,30.83,32.98,36.19,0.48,50.23
"CAR","2016-2017",41,2019.18,8.1,91.89,5.73,94.32,6.73,93.41,-1.01,0.91,99.99,100.14,-0.15,638,510,642,35.64,28.49,35.87,0.56,55.81
"CBJ","2016-2017",41,2009,8.83,93.64,6.65,95.18,6.58,92.86,0.07,2.32,102.47,99.44,3.03,700,649,663,34.79,32.26,32.95,0.52,51.69
"CGY","2016-2017",41,1917.98,9.42,91.89,6.93,94.07,5.94,93.71,0.99,0.36,101.31,99.65,1.66,626,646,675,32.15,33.18,34.67,0.49,48.95
"CHI","2016-2017",41,2025.5,8.3,94.02,6.37,95.24,6.19,93.61,0.19,1.63,102.32,99.8,2.52,637,588,669,33.63,31.05,35.32,0.52,50.32
"COL","2016-2017",41,1952.92,7.97,90.16,5.75,92.43,5.1,94.9,0.64,-2.47,98.13,100,-1.87,622,596,650,33.3,31.91,34.8,0.51,58.94
"DAL","2016-2017",41,1991.77,9.74,91.67,6.65,94.26,6.17,93.69,0.48,0.56,101.41,99.87,1.55,598,684,735,29.65,33.91,36.44,0.47,51.36
"DET","2016-2017",41,1978.53,8.44,91.97,6.16,94.04,6.15,94.07,0.01,-0.03,100.41,100.22,0.19,643,563,666,34.35,30.07,35.58,0.53,53.58
"EDM","2016-2017",41,2015.48,8.2,92.86,6.02,94.56,6.97,92.91,-0.95,1.65,101.06,99.88,1.18,643,588,687,33.52,30.66,35.82,0.52,49.27
"FLA","2016-2017",41,1936.77,7.15,91.78,5.35,93.63,5.24,94.36,0.12,-0.73,98.93,99.6,-0.67,642,578,664,34.08,30.68,35.24,0.53,48.35
"L.A","2016-2017",41,2009.95,6.79,90.91,4.6,93.75,5.9,94.22,-1.3,-0.47,97.7,100.12,-2.42,727,582,699,36.21,28.98,34.81,0.56,53.19
"MIN","2016-2017",41,2040.05,10.11,91.68,7.34,94.1,5.68,95.34,1.67,-1.25,101.79,101.02,0.77,610,595,712,31.82,31.04,37.14,0.51,52.32
"MTL","2016-2017",41,1991.6,9.42,93.74,6.91,95.2,6.18,94.02,0.72,1.17,103.16,100.21,2.95,618,642,714,31.31,32.52,36.17,0.49,52.74
"N.J","2016-2017",41,1985.6,6.76,92.21,4.93,94.11,6.11,94.17,-1.18,-0.06,98.97,100.29,-1.32,533,645,660,29,35.09,35.91,0.45,50.27
"NSH","2016-2017",41,1966.8,9.29,93.3,6.75,95.22,5.48,94.55,1.27,0.67,102.58,100.03,2.56,656,643,711,32.64,31.99,35.37,0.51,51.89
"NYI","2016-2017",41,2007.65,10.32,91.23,7.73,93.7,7.33,93.48,0.39,0.21,101.55,100.82,0.73,598,597,678,31.93,31.87,36.2,0.5,48.59
"NYR","2016-2017",41,2011.75,10.14,90.32,7.23,93.02,6.81,93.47,0.42,-0.45,100.46,100.28,0.18,627,594,714,32.4,30.7,36.9,0.51,49.04
"OTT","2016-2017",41,1981.8,7.48,92.06,5.63,94.27,6.31,94.4,-0.68,-0.12,99.54,100.71,-1.17,651,607,641,34.28,31.96,33.75,0.52,54.19
"PHI","2016-2017",41,1960.77,7.28,92.03,5.23,94.2,5.8,93.92,-0.56,0.28,99.31,99.71,-0.4,605,545,673,33.19,29.9,36.92,0.53,54.74
"PIT","2016-2017",41,1991.83,9.51,92.86,7.49,94.26,6.44,93.65,1.05,0.61,102.37,100.09,2.28,688,555,743,34.64,27.95,37.41,0.55,48.89
"S.J","2016-2017",40,1966.5,7.46,92.85,5.04,95.07,6.27,93.92,-1.23,1.16,100.31,100.19,0.12,629,528,678,34.28,28.77,36.95,0.54,50.79
"STL","2016-2017",41,1951.98,10.8,91.18,7.83,93.4,5.53,94.56,2.31,-1.17,101.99,100.09,1.9,588,565,686,31.97,30.72,37.3,0.51,52.69
"T.B","2016-2017",41,1934.98,8.14,91.24,5.74,93.39,4.89,95.05,0.84,-1.66,99.38,99.94,-0.57,610,593,703,32,31.11,36.88,0.51,49.06
"TOR","2016-2017",41,1970.03,8.27,92.45,5.59,94.62,6.53,93.77,-0.95,0.85,100.72,100.31,0.41,640,620,699,32.67,31.65,35.68,0.51,52.78
"VAN","2016-2017",41,2049.08,7.22,92.5,5.46,94.14,5.71,94.27,-0.25,-0.13,99.71,99.98,-0.26,654,634,695,32.98,31.97,35.05,0.51,52.04
"WPG","2016-2017",41,1906.13,8.91,91.55,6.56,93.66,6.45,93.92,0.11,-0.26,100.46,100.37,0.09,594,550,656,33,30.56,36.44,0.52,50.94
"WSH","2016-2017",41,1936.1,9.92,94.43,7.08,96.13,5.64,94.34,1.44,1.79,104.35,99.98,4.37,633,500,618,36.15,28.56,35.29,0.56,50.2
