"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2016-2017",41,1920.17,7.94,91.61,6.05,93.94,5.72,94.43,0.33,-0.49,99.55,100.16,-0.61,566,644,620,30.93,35.19,33.88,0.47,53.22
"ARI","2016-2017",41,1990.12,8.48,91.15,6.29,93.58,5.58,93.47,0.72,0.1,99.62,99.05,0.57,539,723,677,27.8,37.29,34.91,0.43,46.16
"BOS","2016-2017",41,1946.23,7.18,90.62,5.34,93.27,6.09,94.09,-0.74,-0.82,97.79,100.18,-2.38,686,601,724,34.11,29.89,36,0.53,52.71
"BUF","2016-2017",41,2021.75,7.13,92.31,5.25,94.33,5.77,94.01,-0.52,0.32,99.45,99.79,-0.34,583,670,660,30.48,35.02,34.5,0.47,46.11
"CAR","2016-2017",41,2023.47,7.55,89.78,5.5,92.59,6.19,94.05,-0.69,-1.46,97.34,100.24,-2.9,635,534,660,34.72,29.2,36.09,0.54,49.26
"CBJ","2016-2017",41,1985.15,8.15,91.94,6.08,94.39,5.96,93.97,0.12,0.42,100.1,99.93,0.16,593,674,655,30.85,35.07,34.08,0.47,46.51
"CGY","2016-2017",41,1941.67,6.6,91.68,4.82,94.08,5.66,94.12,-0.84,-0.03,98.28,99.78,-1.5,531,620,683,28.95,33.81,37.24,0.46,48.64
"CHI","2016-2017",41,2027.97,9.15,91.78,6.75,94.05,5.84,93.91,0.91,0.14,100.93,99.75,1.18,595,555,714,31.92,29.77,38.3,0.52,44.9
"COL","2016-2017",40,1918.4,5.57,90.51,4.01,92.97,5.5,93.95,-1.49,-0.98,96.08,99.46,-3.38,561,666,649,29.9,35.5,34.59,0.46,47.49
"DAL","2016-2017",41,1985.47,6.53,91.09,4.85,93.58,6.4,93.41,-1.55,0.17,97.62,99.8,-2.19,607,693,709,30.21,34.49,35.29,0.47,48.93
"DET","2016-2017",41,1997.03,8.05,90.95,5.81,93.55,5.83,93.96,-0.02,-0.41,99.01,99.79,-0.79,580,620,687,30.74,32.86,36.41,0.48,49.55
"EDM","2016-2017",41,1979.08,9.16,91.51,6.83,93.93,6.05,93.93,0.79,0.01,100.67,99.97,0.69,599,608,682,31.71,32.19,36.1,0.5,45.53
"FLA","2016-2017",41,1962.72,7.1,91.48,5.13,93.58,5.46,93.97,-0.33,-0.39,98.59,99.44,-0.85,582,613,654,31.48,33.15,35.37,0.49,46.94
"L.A","2016-2017",41,1964.92,6.37,92.32,4.64,94.45,5.66,94.08,-1.03,0.37,98.69,99.74,-1.05,708,532,630,37.86,28.45,33.69,0.57,49.57
"MIN","2016-2017",41,2015.98,9.1,92.48,6.91,94.47,6.19,94.56,0.72,-0.09,101.58,100.74,0.83,622,656,719,31.15,32.85,36,0.49,51.48
"MTL","2016-2017",41,2033,6.55,91.73,4.71,93.95,5.82,94.18,-1.11,-0.23,98.28,100,-1.73,618,678,677,31.32,34.36,34.31,0.48,49.97
"N.J","2016-2017",41,1946.52,6.81,92.2,4.99,94.3,5.84,94.12,-0.85,0.18,99.02,99.96,-0.94,575,696,659,29.79,36.06,34.15,0.45,48.39
"NSH","2016-2017",41,1968.57,7.23,91.01,5.32,93.46,5.91,94.31,-0.59,-0.85,98.23,100.22,-1.98,610,622,672,32.04,32.67,35.29,0.5,50.42
"NYI","2016-2017",41,2027.92,8.58,91.44,6.36,93.91,5.87,93.97,0.49,-0.06,100.02,99.84,0.18,597,619,656,31.89,33.07,35.04,0.49,45.3
"NYR","2016-2017",41,1982.95,8.44,93.28,6.13,95.15,5.76,93.89,0.37,1.26,101.72,99.65,2.07,551,650,655,29.69,35.02,35.29,0.46,48.98
"OTT","2016-2017",41,1939.15,7.24,91.74,5.33,94.26,5.48,93.97,-0.15,0.3,98.98,99.45,-0.47,639,595,677,33.44,31.14,35.43,0.52,48.4
"PHI","2016-2017",41,1949.77,6.83,90.46,4.94,92.98,5.61,93.87,-0.68,-0.89,97.29,99.48,-2.19,626,552,701,33.32,29.38,37.31,0.53,50.67
"PIT","2016-2017",41,1961.8,8.72,91.47,6.38,93.9,6.87,93.45,-0.49,0.45,100.19,100.32,-0.13,645,636,721,32.22,31.77,36.01,0.5,46.05
"S.J","2016-2017",41,1994.38,8.85,91.32,6.33,93.8,6.11,93.62,0.22,0.18,100.17,99.73,0.44,598,582,711,31.62,30.78,37.6,0.51,45.27
"STL","2016-2017",41,1990.65,6.95,92.62,5.1,94.75,5.66,94.36,-0.57,0.4,99.57,100.02,-0.45,577,679,646,30.34,35.7,33.96,0.46,47.63
"T.B","2016-2017",41,1971.72,7.35,92.65,5.32,94.78,6.15,94.06,-0.82,0.73,100,100.2,-0.2,601,619,660,31.97,32.93,35.11,0.49,46.06
"TOR","2016-2017",41,1997.93,9.07,90.98,6.56,93.53,6.31,93.72,0.25,-0.18,100.05,100.03,0.03,610,675,712,30.55,33.8,35.65,0.47,47.42
"VAN","2016-2017",41,1997.78,7.99,91.68,5.85,94.06,6.07,93.72,-0.22,0.34,99.67,99.79,-0.12,617,631,721,31.34,32.05,36.62,0.49,49.47
"WPG","2016-2017",41,1971.88,9.03,90.52,6.63,92.84,5.98,94.27,0.65,-1.43,99.55,100.25,-0.71,527,608,688,28.91,33.35,37.74,0.46,47.34
"WSH","2016-2017",41,1971.65,9.1,92.07,6.76,94.25,5.87,93.63,0.88,0.61,101.16,99.51,1.66,562,582,734,29.93,30.99,39.08,0.49,49.47
