"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2015-2016",41,1999.64,6.79,91.32,5.05,93.49,5.68,94.17,-0.63,-0.68,98.1,99.85,-1.75,579,614,689,30.77,32.62,36.61,0.49,49.26
"ARI","2015-2016",41,1948,7.23,92.05,5.37,94.11,5.72,94.09,-0.35,0.01,99.28,99.81,-0.53,601,681,697,30.37,34.41,35.22,0.47,53.92
"BOS","2015-2016",41,2011.94,8.89,92.57,6.75,94.71,5.6,94.14,1.15,0.57,101.46,99.74,1.73,655,661,702,32.46,32.76,34.79,0.5,50
"BUF","2015-2016",41,2053,7.53,92.7,5.63,94.7,5.73,94.36,-0.09,0.34,100.23,100.08,0.14,574,681,685,29.59,35.1,35.31,0.46,48.61
"CAR","2015-2016",41,2079.46,6.73,91.35,4.93,93.62,5.82,93.74,-0.9,-0.12,98.09,99.57,-1.48,584,588,699,31.21,31.43,37.36,0.5,53.07
"CBJ","2015-2016",41,1984.95,8.45,91.9,6.31,94.12,6.18,94.09,0.13,0.03,100.35,100.27,0.08,574,665,713,29.41,34.07,36.53,0.46,46.88
"CGY","2015-2016",41,2003.2,8.18,90.7,6.03,93.48,5.73,93.89,0.31,-0.42,98.88,99.62,-0.74,570,631,710,29.83,33.02,37.15,0.47,48.35
"CHI","2015-2016",41,2046.82,6.94,90.53,5.05,93.18,5.67,93.42,-0.62,-0.24,97.48,99.09,-1.62,599,615,706,31.2,32.03,36.77,0.49,48.65
"COL","2015-2016",41,1961.47,8.54,93.24,6.36,95.22,5.73,94.13,0.63,1.09,101.78,99.86,1.92,507,609,670,28.39,34.1,37.51,0.45,48.71
"DAL","2015-2016",41,2023.02,8.44,90.31,6.16,93.2,6.02,93.75,0.14,-0.55,98.76,99.77,-1.02,625,660,780,30.27,31.96,37.77,0.49,48.81
"DET","2015-2016",41,2027.07,7.39,92.1,5.25,94.29,5.72,93.84,-0.46,0.44,99.49,99.56,-0.07,612,587,666,32.82,31.47,35.71,0.51,48.85
"EDM","2015-2016",41,2068.74,7.02,91.16,5.06,93.57,6,94.3,-0.94,-0.73,98.17,100.31,-2.13,586,701,724,29.14,34.86,36,0.46,46.49
"FLA","2015-2016",41,2009.53,9.6,92.45,7.05,94.64,5.54,94.09,1.51,0.55,102.05,99.63,2.42,594,684,713,29.83,34.35,35.81,0.46,49.42
"L.A","2015-2016",41,2041.54,7.57,93.02,5.42,94.81,5.45,94.05,-0.03,0.77,100.6,99.5,1.1,712,589,704,35.51,29.38,35.11,0.55,48.73
"MIN","2015-2016",41,2014.18,7.47,92.11,5.41,94.52,5.77,94.12,-0.36,0.4,99.58,99.89,-0.31,614,638,713,31.25,32.47,36.28,0.49,52.67
"MTL","2015-2016",40,1978.91,9.06,90.69,6.55,93.09,5.72,93.77,0.83,-0.68,99.75,99.49,0.26,601,699,733,29.56,34.38,36.06,0.46,49.83
"N.J","2015-2016",41,1992.61,7.3,92.81,5.14,94.86,5.84,93.96,-0.7,0.9,100.11,99.8,0.31,504,645,660,27.86,35.66,36.48,0.44,44.33
"NSH","2015-2016",41,2021.11,6.38,90.41,4.55,92.83,5.58,94.34,-1.03,-1.51,96.79,99.91,-3.12,621,612,691,32.28,31.81,35.91,0.5,49.32
"NYI","2015-2016",41,2106.6,8.09,92.05,5.73,94.22,5.75,93.98,-0.02,0.24,100.14,99.73,0.41,592,594,716,31.13,31.23,37.64,0.5,49.05
"NYR","2015-2016",41,2080.93,8.42,93.39,6.1,95.25,5.64,94.1,0.45,1.15,101.81,99.74,2.06,599,630,696,31.12,32.73,36.16,0.49,47.74
"OTT","2015-2016",41,2033.6,8.36,91.68,6.07,93.87,5.9,94.02,0.17,-0.15,100.04,99.92,0.12,619,662,716,31,33.15,35.85,0.48,48.92
"PHI","2015-2016",41,1982.25,7.74,92.12,5.56,93.86,5.49,93.96,0.07,-0.1,99.86,99.46,0.4,589,639,693,30.66,33.26,36.07,0.48,48.46
"PIT","2015-2016",41,2019.68,7.72,92.53,5.57,94.59,5.97,94.35,-0.4,0.24,100.25,100.32,-0.08,636,670,716,31.45,33.14,35.41,0.49,49.6
"S.J","2015-2016",41,2048.67,8.76,92.68,6.31,94.59,5.97,94.24,0.34,0.36,101.44,100.21,1.23,564,652,761,28.53,32.98,38.49,0.46,48.66
"STL","2015-2016",41,2059.13,7.93,93.32,5.98,95.05,6.22,93.81,-0.24,1.24,101.26,100.04,1.22,636,697,711,31.12,34.1,34.78,0.48,51.03
"T.B","2015-2016",41,1978.2,9.05,93.3,6.55,95.27,5.28,94.38,1.27,0.89,102.35,99.66,2.69,590,565,700,31.81,30.46,37.74,0.51,50.24
"TOR","2015-2016",41,1970.08,6.59,91.05,4.75,93.29,5.84,94.26,-1.09,-0.97,97.64,100.1,-2.46,655,678,690,32.38,33.51,34.11,0.49,48.25
"VAN","2015-2016",41,2032.66,7.49,92.65,5.51,94.71,5.63,93.66,-0.12,1.05,100.14,99.29,0.85,626,636,682,32.2,32.72,35.08,0.5,44.8
"WPG","2015-2016",41,2014.55,7.94,91.16,5.72,93.77,5.79,94.11,-0.08,-0.34,99.1,99.91,-0.81,616,608,729,31.54,31.13,37.33,0.5,45.01
"WSH","2015-2016",41,2043.93,8.5,92.53,6.12,94.78,5.85,93.87,0.28,0.91,101.04,99.72,1.32,581,598,686,31.15,32.06,36.78,0.49,48.47
