"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2013-2014",41,225.18,17.78,89.39,13.33,92.55,9.75,90.27,3.58,2.28,107.17,100.02,7.15,16,192,49,6.23,74.71,19.07,0.08,45.53
"ARI","2013-2014",41,195.54,3.23,84.07,2.78,88.45,8,91.41,-5.22,-2.96,87.29,99.41,-12.12,14,153,33,7,76.5,16.5,0.08,46
"BOS","2013-2014",41,229.85,7.27,87.85,5.8,91.09,7.61,90.99,-1.81,0.1,95.12,98.6,-3.48,17,206,47,6.3,76.3,17.41,0.08,51.11
"BUF","2013-2014",41,225.37,16.67,89.66,11.11,92.31,8.44,91.22,2.67,1.09,106.32,99.66,6.66,5,205,61,1.85,75.65,22.51,0.02,45.39
"CAR","2013-2014",41,181.1,13.04,85.61,10,90.38,5.37,89.88,4.63,0.5,98.65,95.25,3.41,11,142,38,5.76,74.35,19.9,0.07,50.79
"CBJ","2013-2014",41,247.41,14.29,91.63,11.63,93.38,9.67,91.61,1.95,1.76,105.92,101.29,4.63,16,219,43,5.76,78.78,15.47,0.07,47.12
"CGY","2013-2014",41,183.6,24.24,91.27,20.51,93.64,10.59,90.83,9.92,2.81,115.51,101.42,14.09,14,145,35,7.22,74.74,18.04,0.09,46.91
"CHI","2013-2014",41,175.64,20.83,84.67,16.13,88.44,9.58,91.02,6.55,-2.57,105.5,100.6,4.9,13,143,43,6.53,71.86,21.61,0.08,48.24
"COL","2013-2014",41,196.2,7.41,88.18,6.45,91.34,5.03,91.16,1.42,0.18,95.58,96.19,-0.61,7,178,37,3.15,80.18,16.67,0.04,45.95
"DAL","2013-2014",41,202.94,18.42,89.14,14.89,92.49,10.53,90.33,4.36,2.16,107.56,100.86,6.7,17,184,46,6.88,74.49,18.62,0.08,44.13
"DET","2013-2014",41,233.54,0,87.96,0,90.37,8.38,89.96,-8.38,0.41,87.96,98.34,-10.38,16,221,36,5.86,80.95,13.19,0.07,45.42
"EDM","2013-2014",41,215.42,5,88.24,3.85,91.98,6.19,90.05,-2.35,1.93,93.24,96.24,-3,9,186,33,3.95,81.58,14.47,0.05,46.49
"FLA","2013-2014",41,204.88,10,86.92,9.09,89.89,7.03,90.62,2.06,-0.73,96.92,97.65,-0.74,12,178,39,5.24,77.73,17.03,0.06,42.36
"L.A","2013-2014",41,232.99,15,86.71,9.68,91.67,7,92.42,2.68,-0.75,101.71,99.42,2.29,16,189,46,6.37,75.3,18.33,0.08,49
"MIN","2013-2014",41,192.99,4.55,85.44,3.7,89.25,8.48,91.96,-4.78,-2.71,89.99,100.44,-10.46,14,157,34,6.83,76.59,16.59,0.08,50.24
"MTL","2013-2014",41,233.55,6.67,88.77,5.45,91.95,8.73,90.64,-3.27,1.31,95.44,99.37,-3.93,14,199,49,5.34,75.95,18.7,0.07,51.53
"N.J","2013-2014",41,227.03,20.69,91.18,15.79,93.18,8.55,90.54,7.24,2.65,111.87,99.09,12.78,10,187,39,4.24,79.24,16.53,0.05,52.54
"NSH","2013-2014",41,191.7,9.09,85.35,5.88,89.82,6.82,91.09,-0.94,-1.27,94.44,97.92,-3.48,8,158,38,3.92,77.45,18.63,0.05,55.88
"NYI","2013-2014",41,198.15,8.7,85,6.56,89.33,10.18,89.78,-3.62,-0.45,93.7,99.96,-6.27,18,162,44,8.04,72.32,19.64,0.1,42.86
"NYR","2013-2014",41,168.48,13.04,89.66,10.71,91.57,10.29,90.13,0.43,1.44,102.7,100.41,2.28,4,130,30,2.44,79.27,18.29,0.03,43.29
"OTT","2013-2014",41,243,8.33,87.37,6.78,90.8,7.46,91.62,-0.68,-0.81,95.7,99.07,-3.37,21,209,43,7.69,76.56,15.75,0.09,50.18
"PHI","2013-2014",41,257.25,6,86.26,4.92,90.08,6.34,89.5,-1.43,0.58,92.26,95.84,-3.58,14,200,57,5.17,73.8,21.03,0.07,48.71
"PIT","2013-2014",41,180.29,17.65,90.45,15.79,91.95,12.95,90.59,2.84,1.36,108.1,103.54,4.56,13,158,32,6.4,77.83,15.76,0.08,52.71
"S.J","2013-2014",41,201.09,16.13,88.57,12.5,92.27,10.6,90.24,1.9,2.03,104.7,100.84,3.86,11,173,34,5.05,79.36,15.6,0.06,53.21
"STL","2013-2014",41,240.33,11.54,86.74,7.5,91.01,5.83,90.77,1.67,0.24,98.28,96.59,1.69,17,184,53,6.69,72.44,20.87,0.08,51.18
"T.B","2013-2014",41,225.03,25.81,88.37,19.05,91.61,7.74,92.82,11.31,-1.2,114.18,100.55,13.63,10,191,44,4.08,77.96,17.96,0.05,47.76
"TOR","2013-2014",41,182.57,4.35,86.08,4,89.66,5.36,92.01,-1.36,-2.35,90.43,97.37,-6.94,7,160,38,3.41,78.05,18.54,0.04,47.8
"VAN","2013-2014",41,204.63,12.5,85.12,9.68,90.11,9.19,91.07,0.48,-0.96,97.62,100.26,-2.64,15,156,31,7.43,77.23,15.35,0.09,41.58
"WPG","2013-2014",41,236.43,6.38,86.27,4.48,90.57,11.1,89.58,-6.63,0.99,92.66,100.68,-8.03,17,211,66,5.78,71.77,22.45,0.07,51.7
"WSH","2013-2014",41,234.28,4.55,87.4,3.45,91.17,6.48,92.06,-3.03,-0.89,91.94,98.54,-6.6,11,206,55,4.04,75.74,20.22,0.05,49.63
