"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA","2013-2014",41,205.94,323,52,271,86.13,94.11,15.15,15,6,9,71.43,4.37,1.75,21.36,2.52,18.84,89.45,6.22,0.73,10,6,-4,10.14,79.31,89.45
"ARI","2013-2014",41,221.95,354,51,303,87.41,95.7,13.79,23,4,19,85.19,6.22,1.08,23.63,4.8,18.83,83.12,6.39,1.3,9,3,-6,12.11,87.5,99.61
"BOS","2013-2014",41,190.29,338,38,300,89.89,106.57,11.98,27,5,22,84.38,8.51,1.58,21.87,3.26,18.61,87.03,6.9,1.03,6,2,-4,14.44,82.14,96.58
"BUF","2013-2014",41,211.83,306,50,256,85.96,86.67,14.16,13,2,11,86.67,3.68,0.57,20.68,2.83,17.85,87.96,5.86,0.8,6,8,2,8.39,94.44,102.83
"CAR","2013-2014",41,211.32,319,40,279,88.86,90.57,11.36,18,5,13,78.26,5.11,1.42,20.46,2.9,17.56,87.59,5.81,0.82,8,7,-1,10.23,81.48,91.71
"CBJ","2013-2014",41,232.98,382,45,337,89.46,98.38,11.59,22,4,18,84.62,5.67,1.03,26.25,2.97,23.28,89.84,6.76,0.76,12,9,-3,11.22,87.1,98.32
"CGY","2013-2014",41,202.68,302,39,263,88.56,89.4,11.55,17,1,16,94.44,5.03,0.3,19.14,1.53,17.61,92.6,5.67,0.45,7,5,-2,11.72,96.15,107.88
"CHI","2013-2014",41,180.49,306,35,271,89.74,101.72,11.63,22,4,18,84.62,7.31,1.33,21.87,2.61,19.26,89.34,7.27,0.87,10,6,-4,13.5,81.82,95.32
"COL","2013-2014",41,197.18,259,37,222,87.5,78.81,11.26,23,0,23,100,7,0,21.27,1.65,19.62,92.8,6.47,0.5,17,15,-2,15.03,100,115.03
"DAL","2013-2014",41,224.08,389,55,334,87.61,104.16,14.73,21,3,18,87.5,5.62,0.8,28.26,5.2,23.06,84.46,7.57,1.39,11,8,-3,10.05,92.5,102.55
"DET","2013-2014",41,221.75,347,35,312,90.84,93.89,9.47,21,2,19,91.3,5.68,0.54,22.34,2.45,19.89,90.12,6.04,0.66,10,3,-7,10.71,92,102.71
"EDM","2013-2014",41,207.34,261,52,209,83.39,75.53,15.05,13,5,8,72.22,3.76,1.45,16.1,3.77,12.33,81.03,4.66,1.09,6,5,-1,8.67,86.84,95.51
"FLA","2013-2014",41,255.6,360,58,302,86.12,84.51,13.62,9,6,3,60,2.11,1.41,22.38,4.95,17.43,81.89,5.25,1.16,5,8,3,4.69,84.62,89.3
"L.A","2013-2014",41,224.08,392,43,349,90.11,104.96,11.51,20,2,18,90.91,5.36,0.54,25.51,3.07,22.44,89.26,6.83,0.82,10,1,-9,9.39,92.86,102.25
"MIN","2013-2014",41,205.92,313,44,269,87.68,91.2,12.82,23,7,16,76.67,6.7,2.04,24.55,3.13,21.42,88.69,7.15,0.91,6,7,1,12.64,70.83,83.47
"MTL","2013-2014",41,235.09,345,51,294,87.12,88.05,13.02,24,4,20,85.71,6.13,1.02,22.66,3.93,18.73,85.22,5.78,1,10,3,-7,13.04,88.24,101.28
"N.J","2013-2014",41,194.53,268,54,214,83.23,82.66,16.66,26,0,26,100,8.02,0,17.35,3.37,13.98,83.74,5.35,1.04,4,4,0,16.67,100,116.67
"NSH","2013-2014",41,206.1,268,36,232,88.16,78.02,10.48,23,0,23,100,6.7,0,20.36,1.46,18.9,93.31,5.93,0.43,6,5,-1,15.13,100,115.13
"NYI","2013-2014",41,212.51,325,33,292,90.78,91.76,9.32,23,3,20,88.46,6.49,0.85,20.58,2.88,17.7,87.72,5.81,0.81,7,9,2,13.61,86.36,99.97
"NYR","2013-2014",41,212.57,377,52,325,87.88,106.41,14.68,27,2,25,93.1,7.62,0.56,22.8,3.47,19.33,86.79,6.44,0.98,4,4,0,12.22,93.55,105.77
"OTT","2013-2014",41,208.47,355,52,303,87.22,102.17,14.97,33,3,30,91.67,9.5,0.86,24.78,4.26,20.52,85.33,7.13,1.23,15,7,-8,16.84,92.31,109.14
"PHI","2013-2014",41,215.94,378,35,343,91.53,105.03,9.72,34,5,29,87.18,9.45,1.39,25.87,2.96,22.91,89.73,7.19,0.82,14,5,-9,15.38,78.26,93.65
"PIT","2013-2014",41,225.43,429,47,382,90.13,114.18,12.51,34,3,31,91.89,9.05,0.8,29.7,2.97,26.73,90.91,7.9,0.79,15,7,-8,13.93,90.62,104.56
"S.J","2013-2014",41,205.48,421,51,370,89.19,122.93,14.89,24,3,21,88.89,7.01,0.88,30.23,2.97,27.26,91.05,8.83,0.87,10,4,-6,10.62,91.43,102.05
"STL","2013-2014",41,204.65,355,40,315,89.87,104.08,11.73,26,2,24,92.86,7.62,0.59,21.29,2.8,18.49,88.38,6.24,0.82,13,3,-10,15.66,91.67,107.33
"T.B","2013-2014",41,216.88,276,53,223,83.89,76.36,14.66,23,6,17,79.31,6.36,1.66,20.24,5.21,15.03,79.53,5.6,1.44,10,5,-5,15.23,83.78,99.02
