"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA","2013-2014",41,205.94,165.7,167.21,-1.51,49.77,48.28,48.72,5.2,15.28,-10.08,25.39,1.52,4.45,7.19,6.57,0.62,52.25,2.09,1.91,10,6,-4,6.72,81.21,87.93
"ARI","2013-2014",41,221.95,177.66,168.12,9.54,51.38,48.03,45.45,8.17,10.17,-2,44.55,2.21,2.75,8.07,12.82,-4.75,38.63,2.18,3.47,9,3,-6,8.32,89.09,97.42
"BOS","2013-2014",41,190.29,171.1,123.97,47.13,57.99,53.95,39.09,8.99,13.22,-4.23,40.48,2.83,4.17,7.33,8.28,-0.95,46.96,2.31,2.61,6,2,-4,9.23,83.73,92.96
"BUF","2013-2014",41,211.83,153.96,169.11,-15.15,47.66,43.61,47.9,4.56,4.37,0.19,51.06,1.29,1.24,6.93,7.18,-0.25,49.11,1.96,2.03,6,8,2,5.71,95.86,101.57
"CAR","2013-2014",41,211.32,156.25,134.33,21.92,53.77,44.36,38.14,5.58,12.91,-7.33,30.18,1.58,3.67,6.49,7.45,-0.96,46.56,1.84,2.12,8,7,-1,6.26,83.75,90
"CBJ","2013-2014",41,232.98,194.49,142.87,51.62,57.65,50.09,36.79,6.51,10.35,-3.84,38.61,1.68,2.67,8.45,7.46,0.99,53.11,2.18,1.92,12,9,-3,6.41,88.33,94.74
"CGY","2013-2014",41,202.68,148.44,129.89,18.55,53.33,43.94,38.45,5.86,2.67,3.19,68.7,1.73,0.79,6.2,3.91,2.29,61.33,1.84,1.16,7,5,-2,7.84,96.53,104.37
"CHI","2013-2014",41,180.49,152.28,115.93,36.35,56.78,50.62,38.54,7.37,10.44,-3.07,41.38,2.45,3.47,7.12,6.63,0.49,51.78,2.37,2.2,10,6,-4,8.93,83.75,92.68
"COL","2013-2014",41,197.18,129.58,113.23,16.35,53.37,39.43,34.45,7.27,0,7.27,100,2.21,0,6.75,4,2.75,62.79,2.05,1.22,17,15,-2,9.16,100,109.16
"DAL","2013-2014",41,224.08,197.89,173.05,24.84,53.35,52.99,46.34,7.36,7.28,0.08,50.27,1.97,1.95,9.59,12.93,-3.34,42.58,2.57,3.46,11,8,-3,6.75,93.45,100.2
"DET","2013-2014",41,221.75,172.74,111.73,61.01,60.72,46.74,30.23,6.86,4.89,1.97,58.38,1.86,1.32,7.41,6.1,1.31,54.85,2,1.65,10,3,-7,6.81,93.08,99.89
"EDM","2013-2014",41,207.34,127.98,173.79,-45.81,42.41,37.03,50.29,3.88,12.48,-8.6,23.72,1.12,3.61,5.29,9.66,-4.37,35.38,1.53,2.8,6,5,-1,5.07,88.91,93.98
"FLA","2013-2014",41,255.6,170.81,199.71,-28.9,46.1,40.1,46.88,3.23,14.63,-11.4,18.09,0.76,3.43,7.49,12.19,-4.7,38.06,1.76,2.86,5,8,3,3.39,87.4,90.79
"L.A","2013-2014",41,224.08,196.19,139.85,56.34,58.38,52.53,37.45,6.33,5.37,0.96,54.1,1.69,1.44,8.4,7.85,0.55,51.69,2.25,2.1,10,1,-9,5.74,93.38,99.12
"MIN","2013-2014",41,205.92,152.26,150.12,2.14,50.35,44.36,43.74,7.88,17.6,-9.72,30.93,2.3,5.13,7.79,7.96,-0.17,49.46,2.27,2.32,6,7,1,8.58,74.61,83.19
"MTL","2013-2014",41,235.09,167.97,160.92,7.05,51.07,42.87,41.07,7.63,10.52,-2.89,42.04,1.95,2.68,7.48,9.89,-2.41,43.06,1.91,2.52,10,3,-7,8.17,88.74,96.91
"N.J","2013-2014",41,194.53,133.72,176.04,-42.32,43.17,41.24,54.3,8.15,0,8.15,100,2.51,0,5.32,8.3,-2.98,39.06,1.64,2.56,4,4,0,10.15,100,110.15
"NSH","2013-2014",41,206.1,136.65,111.94,24.71,54.97,39.78,32.59,7.76,0,7.76,100,2.26,0,6.78,3.5,3.28,65.95,1.97,1.02,6,5,-1,9.71,100,109.71
"NYI","2013-2014",41,212.51,159.13,112.35,46.78,58.62,44.93,31.72,7.35,7.5,-0.15,49.49,2.08,2.12,6.74,7.24,-0.5,48.21,1.9,2.04,7,9,2,8.57,88.46,97.02
"NYR","2013-2014",41,212.57,186.35,170.14,16.21,52.27,52.6,48.02,8.1,5.43,2.67,59.87,2.29,1.53,7.44,9.02,-1.58,45.2,2.1,2.55,4,4,0,7.08,94.18,101.26
"OTT","2013-2014",41,208.47,175.49,171.13,4.36,50.63,50.51,49.25,10.9,8.1,2.8,57.37,3.14,2.33,8.31,11.08,-2.77,42.86,2.39,3.19,15,7,-8,10.8,92.82,103.63
"PHI","2013-2014",41,215.94,183.47,124.85,58.62,59.51,50.98,34.69,11.17,12.28,-1.11,47.63,3.1,3.41,8.57,7.7,0.87,52.67,2.38,2.14,14,5,-9,10.07,83.53,93.6
"PIT","2013-2014",41,225.43,208.5,155.42,53.08,57.29,55.49,41.37,11.09,7.28,3.81,60.37,2.95,1.94,9.58,7.66,1.92,55.57,2.55,2.04,15,7,-8,8.95,92.14,101.09
"S.J","2013-2014",41,205.48,212.67,162.86,49.81,56.63,62.1,47.55,7.54,7.58,-0.04,49.87,2.2,2.21,9.97,7.61,2.36,56.71,2.91,2.22,10,4,-6,6.35,92.38,98.74
"STL","2013-2014",41,204.65,176.94,129.91,47.03,57.66,51.88,38.09,8.33,5.36,2.97,60.85,2.44,1.57,7.13,7.14,-0.01,49.96,2.09,2.09,13,3,-10,9.73,92.19,101.92
"T.B","2013-2014",41,216.88,136.7,178.4,-41.7,43.38,37.82,49.35,7.25,15.14,-7.89,32.38,2.01,4.19,6.36,13.41,-7.05,32.17,1.76,3.71,10,5,-5,9.35,85.96,95.31
"TOR","2013-2014",41,228.28,174.25,208.59,-34.34,45.52,45.8,54.82,6.94,29.88,-22.94,18.85,1.82,7.85,8.1,11.32,-3.22,41.71,2.13,2.98,11,6,-5,7.06,76.23,83.29
"VAN","2013-2014",41,206.83,181.33,130.86,50.47,58.08,52.6,37.96,6.62,0,6.62,100,1.92,0,8.95,7.15,1.8,55.59,2.6,2.07,12,6,-6,6.35,100,106.35
"WPG","2013-2014",41,177.23,133.45,122.96,10.49,52.05,45.18,41.63,4.72,2.52,2.2,65.19,1.6,0.85,5.59,5.09,0.5,52.34,1.89,1.72,5,5,0,7.28,96.45,103.73
"WSH","2013-2014",41,223.04,207.29,180.34,26.95,53.48,55.76,48.51,12.14,12.05,0.09,50.19,3.27,3.24,10.29,12.44,-2.15,45.27,2.77,3.35,10,8,-2,9.26,88.43,97.69
