"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"NYR","2017-2018",28,130.85,3.36,93.17,2.11,94.92,7.66,93.12,-5.55,1.8,96.53,100.78,-4.24,7,97,21,5.6,77.6,16.8,0.07,45.6
"OTT","2017-2018",24,117.87,10.01,89.36,7.78,91.81,5.87,93.52,1.91,-1.71,99.38,99.39,-0.01,11,104,17,8.33,78.79,12.88,0.1,50.76
"PHI","2017-2018",25,102.68,5.97,85.26,4.81,89.14,5.71,93.01,-0.9,-3.87,91.24,98.72,-7.49,4,97,22,3.25,78.86,17.89,0.04,52.03
"PIT","2017-2018",23,123.83,13.46,92.58,10.69,94.17,4.59,93.65,6.09,0.52,106.04,98.25,7.79,7,102,15,5.65,82.26,12.1,0.06,54.84
"S.J","2017-2018",22,110.15,15.64,95.61,11.19,96.5,7.06,93.46,4.12,3.04,111.25,100.53,10.73,4,90,22,3.45,77.59,18.97,0.04,51.72
"STL","2017-2018",25,115.72,3.16,92.72,2.62,94.72,4.32,93.23,-1.7,1.49,95.88,97.56,-1.68,2,93,25,1.67,77.5,20.83,0.02,45.83
"T.B","2017-2018",23,119.33,26.09,90.95,17.75,93.11,6.6,95.07,11.15,-1.96,117.03,101.67,15.36,3,98,23,2.42,79.03,18.55,0.03,36.29
"TOR","2017-2018",22,116.97,13.53,91.88,10.88,94.76,5.92,94.1,4.97,0.66,105.41,100.01,5.4,7,112,27,4.79,76.71,18.49,0.06,48.63
"VAN","2017-2018",21,109.97,3.57,91.39,2.91,93.65,5.02,94.61,-2.12,-0.95,94.96,99.63,-4.67,7,89,14,6.36,80.91,12.73,0.07,42.73
"VGK","2017-2018",22,109.12,4.7,93.72,3.15,95.22,6.5,94.45,-3.35,0.77,98.42,100.95,-2.53,6,103,17,4.76,81.75,13.49,0.06,45.24
"WPG","2017-2018",21,106.2,5.73,94.57,3.87,96.13,3.36,93.55,0.51,2.58,100.3,96.91,3.39,4,101,19,3.23,81.45,15.32,0.04,49.19
"WSH","2017-2018",26,128.78,0,92.31,0,94.28,6.38,93.65,-6.38,0.63,92.31,100.03,-7.72,10,111,19,7.14,79.29,13.57,0.08,47.86
