"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2017-2018",24,144.3,7.79,92.52,5.51,94.56,6.28,92.94,-0.77,1.62,100.31,99.21,1.1,4,129,23,2.56,82.69,14.74,0.03,53.21
"ARI","2017-2018",22,77.63,19.08,84.12,10.98,89.57,7.12,93.36,3.86,-3.79,103.19,100.48,2.72,2,64,18,2.38,76.19,21.43,0.03,42.86
"BOS","2017-2018",24,109.25,8.42,92.2,7.02,94.62,7.51,94.54,-0.49,0.08,100.62,102.05,-1.43,3,93,23,2.52,78.15,19.33,0.03,47.9
"BUF","2017-2018",21,100.22,0,94.47,0,95.84,4.13,95.19,-4.13,0.66,94.47,99.32,-4.85,6,71,11,6.82,80.68,12.5,0.08,58.75
"CAR","2017-2018",21,88.5,0,89.1,0,92.48,3.84,92.49,-3.84,-0.01,89.1,96.33,-7.22,1,71,14,1.16,82.56,16.28,0.01,47.67
"CBJ","2017-2018",24,114.08,0,93.87,0,95.37,6.29,93.24,-6.29,2.13,93.87,99.53,-5.66,9,88,23,7.5,73.33,19.17,0.09,50.83
"CGY","2017-2018",24,113.92,9.51,91.06,6.52,93.1,5.66,94.11,0.86,-1.01,100.57,99.77,0.8,12,98,21,9.16,74.81,16.03,0.11,41.98
"CHI","2017-2018",23,109.05,6.26,93.43,5.74,95.15,8.72,92.51,-2.98,2.64,99.69,101.23,-1.54,9,84,24,7.69,71.79,20.51,0.1,42.74
"COL","2017-2018",26,150.13,3.87,96.11,3.03,97.07,5.59,94.99,-2.56,2.08,99.98,100.58,-0.6,4,123,23,2.67,82,15.33,0.03,44.67
"DAL","2017-2018",23,128.1,6.91,93.38,5.37,95.18,6.34,94.12,-0.97,1.06,100.3,100.46,-0.16,7,118,30,4.52,76.13,19.35,0.06,52.9
"DET","2017-2018",25,125.03,11.08,92.05,8.56,94.47,6.04,92.35,2.52,2.12,103.13,98.39,4.74,8,99,23,6.15,76.15,17.69,0.07,44.62
"EDM","2017-2018",23,100.92,6.78,82.75,5.88,86,6.9,91.29,-1.02,-5.3,89.53,98.2,-8.66,11,94,23,8.59,73.44,17.97,0.1,51.56
"FLA","2017-2018",21,108.25,19.28,92.44,16.8,94.23,7.7,93.95,9.1,0.28,111.73,101.64,10.08,8,114,20,5.63,80.28,14.08,0.07,42.25
"L.A","2017-2018",24,138.73,3.26,92.75,2.47,94.85,7.4,93.2,-4.93,1.66,96,100.6,-4.59,4,105,12,3.31,86.78,9.92,0.04,46.28
"MIN","2017-2018",24,135.07,7.03,96.19,5.78,97.47,5.25,94.17,0.52,3.3,103.22,99.43,3.8,6,104,29,4.32,74.82,20.86,0.05,43.17
"MTL","2017-2018",25,117.67,8.02,93.83,6.13,95.65,7.37,93.42,-1.25,2.23,101.86,100.79,1.06,7,94,16,5.98,80.34,13.68,0.07,51.28
"N.J","2017-2018",22,132.92,13.07,92.34,9.54,94.45,10.09,93.23,-0.54,1.22,105.4,103.31,2.09,12,109,33,7.79,70.78,21.43,0.1,46.1
"NSH","2017-2018",22,124.22,0,90.3,0,92.73,4.38,93.1,-4.38,-0.38,90.3,97.48,-7.18,4,104,32,2.86,74.29,22.86,0.04,50.71
"NYI","2017-2018",23,117.4,16.72,91.09,12.35,92.93,7.89,94.54,4.47,-1.61,107.81,102.43,5.38,4,112,19,2.96,82.96,14.07,0.03,48.15
