"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA","2015-2016",41,244.24,234.86,196.93,37.93,54.39,57.7,48.38,10.56,4.26,6.3,71.26,2.59,1.05,12.51,8.75,3.76,58.84,3.07,2.15,5,7,2,8.72,95.57,104.29
"ARI","2015-2016",41,245.77,200.66,200.45,0.21,50.03,48.99,48.94,5.13,12.05,-6.92,29.86,1.25,2.94,9.89,7.38,2.51,57.27,2.41,1.8,5,9,4,4.84,89,93.84
"BOS","2015-2016",41,201.32,151.13,147.81,3.32,50.56,45.04,44.05,2.88,8.11,-5.23,26.21,0.86,2.42,6.47,6,0.47,51.88,1.93,1.79,2,6,4,3.9,88.84,92.74
"BUF","2015-2016",41,172.74,119.97,131.3,-11.33,47.75,41.67,45.61,9.62,5.33,4.29,64.35,3.34,1.85,7.06,4.81,2.25,59.48,2.45,1.67,8,6,-2,14.39,92.99,107.39
"CAR","2015-2016",41,165.64,69.78,103.32,-33.54,40.31,25.28,37.43,5.62,3.67,1.95,60.5,2.04,1.33,3.23,4.97,-1.74,39.39,1.17,1.8,8,10,2,14.51,93.4,107.91
"CBJ","2015-2016",41,212.59,143.84,178.35,-34.51,44.64,40.6,50.34,5.03,6.86,-1.83,42.3,1.42,1.94,10.12,8.5,1.62,54.35,2.86,2.4,5,9,4,5.9,93.1,99
"CGY","2015-2016",41,160.47,141.89,130.37,11.52,52.12,53.05,48.75,21.67,7.34,14.33,74.7,8.1,2.74,9.64,6.24,3.4,60.71,3.6,2.33,1,8,7,25.27,89.65,114.92
"CHI","2015-2016",41,168.17,118.99,144.87,-25.88,45.1,42.45,51.69,7.84,5,2.84,61.06,2.8,1.78,5.5,7.1,-1.6,43.65,1.96,2.53,4,7,3,10.98,93.97,104.94
"COL","2015-2016",41,200.35,188.12,172.84,15.28,52.12,56.34,51.76,10.16,7.24,2.92,58.39,3.04,2.17,9.34,7.47,1.87,55.56,2.8,2.24,3,5,2,8.07,92.62,100.69
"DAL","2015-2016",41,196.47,139.12,164.17,-25.05,45.87,42.49,50.14,10.64,7.56,3.08,58.46,3.25,2.31,8.88,7.02,1.86,55.85,2.71,2.14,4,12,8,13.64,90.83,104.47
"DET","2015-2016",41,221.63,114.3,173.06,-58.76,39.78,30.94,46.85,5.01,6.47,-1.46,43.64,1.36,1.75,7.92,7.9,0.02,50.06,2.14,2.14,6,10,4,7.54,92.92,100.46
"EDM","2015-2016",41,223.6,102.51,184.88,-82.37,35.67,27.51,49.61,5.28,7.34,-2.06,41.84,1.42,1.97,6.48,8.2,-1.72,44.14,1.74,2.2,6,7,1,9.68,92.66,102.34
"FLA","2015-2016",41,209.02,124.19,150.74,-26.55,45.17,35.65,43.27,4.87,9.89,-5.02,32.99,1.4,2.84,5.52,7.14,-1.62,43.6,1.58,2.05,4,7,3,9.02,90.27,99.29
"L.A","2015-2016",41,220.65,114.04,169.05,-55.01,40.28,31.01,45.97,4.85,7.74,-2.89,38.52,1.32,2.1,4.59,8.09,-3.5,36.2,1.25,2.2,5,7,2,8.04,91.8,99.84
"MIN","2015-2016",41,153.59,106.22,124.11,-17.89,46.12,41.49,48.48,7.91,5.52,2.39,58.9,3.09,2.16,3.74,5.38,-1.64,41.01,1.46,2.1,3,5,2,14.41,92.26,106.68
"MTL","2015-2016",41,185.74,184.03,150.13,33.9,55.07,59.45,48.5,15.5,7.09,8.41,68.61,5.01,2.29,9.74,7.4,2.34,56.83,3.15,2.39,3,9,6,13.75,91.11,104.86
"N.J","2015-2016",41,207.84,112.69,135.21,-22.52,45.46,32.53,39.03,5.22,6.62,-1.4,44.09,1.51,1.91,11.44,6.78,4.66,62.79,3.3,1.96,4,4,0,7.06,91.26,98.32
"NSH","2015-2016",41,195.07,90.82,135.62,-44.8,40.11,27.93,41.71,2.65,7.54,-4.89,26.01,0.82,2.32,3.29,6,-2.71,35.41,1.01,1.85,1,4,3,4.51,89.54,94.05
"NYI","2015-2016",41,185.15,214.5,140.99,73.51,60.34,69.51,45.69,7.97,5.28,2.69,60.15,2.58,1.71,13.26,5.48,7.78,70.76,4.3,1.78,5,9,4,5.77,93.38,99.16
"NYR","2015-2016",41,197.83,157.37,159.03,-1.66,49.74,47.73,48.23,4.7,6.44,-1.74,42.19,1.43,1.95,13.88,7.05,6.83,66.32,4.21,2.14,5,8,3,4.31,91.63,95.94
"OTT","2015-2016",40,183.75,142.52,149.77,-7.25,48.76,46.54,48.9,9.9,9.42,0.48,51.24,3.23,3.08,7.17,6.23,0.94,53.51,2.34,2.03,4,4,0,12.49,89.65,102.14
"PHI","2015-2016",41,197.36,132.51,165.77,-33.26,44.42,40.28,50.4,7.91,8.26,-0.35,48.92,2.4,2.51,7.54,7.37,0.17,50.57,2.29,2.24,1,7,6,8.37,90.17,98.55
