"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2015-2016",41,1999.64,6.59,91.58,4.85,93.77,5.34,94.52,-0.49,-0.75,98.17,99.86,-1.69,579,614,689,30.77,32.62,36.61,0.49,49.26
"ARI","2015-2016",41,1948,6.95,92.23,5.11,94.29,5.36,94.4,-0.26,-0.11,99.18,99.76,-0.58,601,681,697,30.37,34.41,35.22,0.47,53.92
"BOS","2015-2016",41,2011.94,8.51,93.11,6.4,95.12,5.35,94.5,1.05,0.62,101.62,99.86,1.76,655,661,702,32.46,32.76,34.79,0.5,50
"BUF","2015-2016",41,2053,7.39,93.06,5.47,95.03,5.48,94.61,0,0.42,100.46,100.09,0.37,574,681,685,29.59,35.1,35.31,0.46,48.61
"CAR","2015-2016",41,2079.46,6.93,91.72,5.03,93.94,5.68,94.01,-0.65,-0.07,98.64,99.69,-1.04,584,588,699,31.21,31.43,37.36,0.5,53.07
"CBJ","2015-2016",41,1984.95,7.77,92.41,5.75,94.54,5.78,94.39,-0.03,0.15,100.18,100.17,0.01,574,665,713,29.41,34.07,36.53,0.46,46.88
"CGY","2015-2016",41,2003.2,7.82,91.15,5.7,93.86,5.49,94.18,0.21,-0.32,98.96,99.67,-0.7,570,631,710,29.83,33.02,37.15,0.47,48.35
"CHI","2015-2016",41,2046.82,6.97,90.85,5.01,93.46,5.46,93.75,-0.45,-0.3,97.82,99.22,-1.39,599,615,706,31.2,32.03,36.77,0.49,48.65
"COL","2015-2016",41,1961.47,8.3,93.49,6.11,95.44,5.43,94.48,0.68,0.95,101.8,99.91,1.89,507,609,670,28.39,34.1,37.51,0.45,48.71
"DAL","2015-2016",41,2023.02,7.97,91.08,5.74,93.78,5.62,94.15,0.13,-0.37,99.05,99.77,-0.72,625,660,780,30.27,31.96,37.77,0.49,48.81
"DET","2015-2016",41,2027.07,7.24,92.54,5.12,94.66,5.53,94.16,-0.41,0.5,99.78,99.7,0.08,612,587,666,32.82,31.47,35.71,0.51,48.85
"EDM","2015-2016",41,2068.74,6.84,91.43,4.88,93.83,5.7,94.49,-0.82,-0.66,98.27,100.19,-1.92,586,701,724,29.14,34.86,36,0.46,46.49
"FLA","2015-2016",41,2009.53,9.15,92.97,6.64,95.07,5.35,94.46,1.29,0.6,102.12,99.81,2.31,594,684,713,29.83,34.35,35.81,0.46,49.42
"L.A","2015-2016",41,2041.54,7.36,93.33,5.17,95.09,5.31,94.36,-0.13,0.73,100.69,99.67,1.02,712,589,704,35.51,29.38,35.11,0.55,48.73
"MIN","2015-2016",41,2014.18,7.25,92.36,5.21,94.75,5.52,94.39,-0.31,0.37,99.62,99.91,-0.29,614,638,713,31.25,32.47,36.28,0.49,52.67
"MTL","2015-2016",40,1978.91,8.65,90.88,6.16,93.28,5.39,94.1,0.77,-0.82,99.54,99.5,0.04,601,699,733,29.56,34.38,36.06,0.46,49.83
"N.J","2015-2016",41,1992.61,6.98,92.98,4.85,95.03,5.68,94.18,-0.83,0.85,99.96,99.86,0.1,504,645,660,27.86,35.66,36.48,0.44,44.33
"NSH","2015-2016",41,2021.11,6.01,90.8,4.23,93.2,5.24,94.56,-1,-1.36,96.81,99.8,-2.98,621,612,691,32.28,31.81,35.91,0.5,49.32
"NYI","2015-2016",41,2106.6,8.02,92.4,5.64,94.52,5.63,94.16,0.01,0.36,100.42,99.79,0.62,592,594,716,31.13,31.23,37.64,0.5,49.05
"NYR","2015-2016",41,2080.93,8.15,93.52,5.82,95.38,5.4,94.34,0.42,1.04,101.67,99.74,1.93,599,630,696,31.12,32.73,36.16,0.49,47.74
"OTT","2015-2016",41,2033.6,7.91,92.27,5.68,94.37,5.53,94.32,0.15,0.05,100.18,99.85,0.33,619,662,716,31,33.15,35.85,0.48,48.92
"PHI","2015-2016",41,1982.25,7.64,92.59,5.42,94.26,5.26,94.24,0.16,0.02,100.23,99.5,0.72,589,639,693,30.66,33.26,36.07,0.48,48.46
"PIT","2015-2016",41,2019.68,7.62,92.81,5.43,94.83,5.71,94.71,-0.28,0.12,100.44,100.41,0.02,636,670,716,31.45,33.14,35.41,0.49,49.6
"S.J","2015-2016",41,2048.67,8.55,93,6.09,94.86,5.71,94.58,0.38,0.28,101.55,100.29,1.27,564,652,761,28.53,32.98,38.49,0.46,48.66
"STL","2015-2016",41,2059.13,7.76,93.71,5.77,95.39,6.02,94.16,-0.25,1.22,101.48,100.18,1.3,636,697,711,31.12,34.1,34.78,0.48,51.03
"T.B","2015-2016",41,1978.2,8.87,93.35,6.38,95.35,5.03,94.66,1.35,0.69,102.22,99.69,2.52,590,565,700,31.81,30.46,37.74,0.51,50.24
"TOR","2015-2016",41,1970.08,6.26,91.57,4.44,93.74,5.46,94.55,-1.03,-0.81,97.84,100.02,-2.18,655,678,690,32.38,33.51,34.11,0.49,48.25
"VAN","2015-2016",41,2032.66,7.21,92.83,5.26,94.91,5.41,93.82,-0.14,1.09,100.04,99.23,0.81,626,636,682,32.2,32.72,35.08,0.5,44.8
"WPG","2015-2016",41,2014.55,7.6,91.59,5.41,94.1,5.59,94.34,-0.17,-0.23,99.19,99.92,-0.73,616,608,729,31.54,31.13,37.33,0.5,45.01
"WSH","2015-2016",41,2043.93,8.7,92.96,6.21,95.13,5.76,94.29,0.45,0.85,101.66,100.05,1.61,581,598,686,31.15,32.06,36.78,0.49,48.47
