"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA","2017-2018",24,84.78,123,24,99,83.67,87.05,16.98,12,1,11,92.31,8.49,0.71,8.98,1.4,7.58,86.5,6.36,0.99,3,0,-3,17.91,94.44,112.35
"ARI","2017-2018",26,116.82,204,25,179,89.08,104.78,12.84,17,1,16,94.44,8.73,0.51,16.54,1.74,14.8,90.47,8.49,0.89,5,5,0,14.66,94.12,108.77
"BOS","2017-2018",21,100.02,167,24,143,87.43,100.18,14.4,12,1,11,92.31,7.2,0.6,12.35,1.73,10.62,87.7,7.41,1.04,5,1,-4,13.33,94.44,107.78
"BUF","2017-2018",25,131.38,226,42,184,84.33,103.21,19.18,11,5,6,68.75,5.02,2.28,15.02,3.03,11.99,83.2,6.86,1.38,4,4,0,8.73,81.48,90.21
"CAR","2017-2018",26,121.75,187,22,165,89.47,92.16,10.84,13,5,8,72.22,6.41,2.46,15.01,1.87,13.15,88.94,7.4,0.92,4,2,-2,13.54,73.68,87.23
"CBJ","2017-2018",23,108.62,156,25,131,86.19,86.17,13.81,6,2,4,75,3.31,1.1,10.18,1.03,9.15,90.78,5.62,0.57,4,0,-4,7.79,87.5,95.29
"CGY","2017-2018",22,120.62,220,27,193,89.07,109.44,13.43,17,1,16,94.44,8.46,0.5,16.78,1.34,15.44,92.6,8.35,0.67,7,2,-5,15.89,93.33,109.22
"CHI","2017-2018",23,131.88,225,36,189,86.21,102.36,16.38,16,2,14,88.89,7.28,0.91,14.97,2.76,12.21,84.42,6.81,1.26,1,2,1,14.04,91.3,105.34
"COL","2017-2018",19,128.63,167,40,127,80.68,77.9,18.66,10,3,7,76.92,4.66,1.4,11.59,2.71,8.88,81.06,5.41,1.26,4,3,-1,10.1,88,98.1
"DAL","2017-2018",25,109.98,207,26,181,88.84,112.93,14.18,15,1,14,93.75,8.18,0.55,17.71,1.57,16.14,91.86,9.66,0.86,6,4,-2,12,95.45,107.45
"DET","2017-2018",19,91.22,143,15,128,90.51,94.06,9.87,9,1,8,90,5.92,0.66,9.75,1.58,8.17,86.03,6.41,1.04,5,3,-2,12.16,92.31,104.47
"EDM","2017-2018",24,92.25,173,23,150,88.27,112.52,14.96,9,1,8,90,5.85,0.65,13.19,1.91,11.28,87.32,8.58,1.25,1,0,-1,9,95.24,104.24
"FLA","2017-2018",24,108.45,208,30,178,87.39,115.08,16.6,11,1,10,91.67,6.09,0.55,16.22,1.85,14.37,89.78,8.97,1.02,5,5,0,9.17,95.65,104.82
"L.A","2017-2018",23,97.05,170,34,136,83.33,105.1,21.02,8,2,6,80,4.95,1.24,12.27,2.03,10.24,85.79,7.59,1.26,5,2,-3,8.16,92,100.16
"MIN","2017-2018",23,116.68,201,32,169,86.27,103.36,16.45,14,1,13,93.33,7.2,0.51,17.3,1.28,16.02,93.12,8.9,0.66,10,2,-8,13.33,95.45,108.79
"MTL","2017-2018",22,114.22,228,23,205,90.84,119.77,12.08,14,0,14,100,7.35,0,18.28,1.42,16.85,92.77,9.6,0.75,3,4,1,10.69,100,110.69
"N.J","2017-2018",23,121.15,209,33,176,86.36,103.51,16.34,11,2,9,84.62,5.45,0.99,15.45,1.67,13.78,90.23,7.65,0.83,6,2,-4,9.24,90.48,99.72
"NSH","2017-2018",23,126.02,198,40,158,83.19,94.27,19.05,12,1,11,92.31,5.71,0.48,13.43,3.33,10.09,80.11,6.39,1.59,4,5,1,12.24,96.55,108.8
"NYI","2017-2018",25,143.38,224,37,187,85.82,93.73,15.48,15,4,11,78.95,6.28,1.67,18.56,2.95,15.61,86.28,7.77,1.24,3,2,-1,12,87.1,99.1
"NYR","2017-2018",20,86.97,137,25,112,84.57,94.52,17.25,10,2,8,83.33,6.9,1.38,9.4,2.03,7.37,82.26,6.48,1.4,5,0,-5,13.7,89.47,103.17
"OTT","2017-2018",20,106.37,162,32,130,83.51,91.38,18.05,10,0,10,100,5.64,0,9.42,1.96,7.46,82.8,5.31,1.1,3,4,1,12.66,100,112.66
"PHI","2017-2018",22,132.68,242,35,207,87.36,109.43,15.83,17,6,11,73.91,7.69,2.71,17.11,2.36,14.74,87.86,7.74,1.07,4,2,-2,13.18,75,88.18
"PIT","2017-2018",26,136.02,234,41,193,85.09,103.22,18.09,22,1,21,95.65,9.7,0.44,18.61,2.7,15.91,87.33,8.21,1.19,5,1,-4,16.54,96.43,112.97
"S.J","2017-2018",24,121.45,223,40,183,84.79,110.17,19.76,15,1,14,93.75,7.41,0.49,15.21,2.34,12.87,86.66,7.52,1.16,3,4,1,13.27,96,109.27
"STL","2017-2018",24,125.95,187,35,152,84.23,89.08,16.67,10,3,7,76.92,4.76,1.43,12.98,1.6,11.38,89.03,6.18,0.76,5,4,-1,9.35,85.71,95.06
"T.B","2017-2018",23,123.45,214,20,194,91.45,104.01,9.72,19,1,18,95,9.23,0.49,17.94,1.16,16.77,93.91,8.72,0.57,3,1,-2,17.12,93.33,110.45
"TOR","2017-2018",26,102.52,182,28,154,86.67,106.52,16.39,12,3,9,80,7.02,1.76,13.98,1.76,12.22,88.8,8.18,1.03,5,2,-3,11.76,85,96.76
"VAN","2017-2018",25,124.32,198,43,155,82.16,95.56,20.75,19,3,16,86.36,9.17,1.45,15.39,3.99,11.4,79.41,7.43,1.93,8,4,-4,17.92,90.62,108.55
"VGK","2017-2018",24,136.57,241,27,214,89.93,105.88,11.86,12,2,10,85.71,5.27,0.88,16.98,2.03,14.96,89.34,7.46,0.89,7,4,-3,9.68,88.89,98.57
