"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"EDM","2017-2018",24,92.25,86.13,79.95,6.18,51.86,56.02,52,2.79,2.64,0.15,51.4,1.81,1.72,4.14,5.26,-1.12,44.04,2.69,3.42,1,0,-1,5.51,95.94,101.44
"FLA","2017-2018",24,108.45,102.5,108.32,-5.82,48.62,56.71,59.93,3.69,2.59,1.1,58.78,2.04,1.43,5.6,4.86,0.73,53.51,3.1,2.69,5,5,0,5.96,96.52,102.49
"L.A","2017-2018",23,97.05,86.51,112.73,-26.22,43.42,53.49,69.69,2.68,4.41,-1.72,37.86,1.66,2.72,4.23,5.22,-0.99,44.77,2.62,3.23,5,2,-3,5.23,93.93,99.16
"MIN","2017-2018",23,116.68,100.57,106.8,-6.23,48.5,51.71,54.92,4.49,2.54,1.95,63.85,2.31,1.31,5.41,3.35,2.07,61.79,2.78,1.72,10,2,-8,8.28,96.08,104.37
"MTL","2017-2018",22,114.22,109.4,82.94,26.46,56.88,57.47,43.57,4.58,0,4.58,100,2.41,0,5.63,4.13,1.5,57.67,2.96,2.17,3,4,1,7,100,107
"N.J","2017-2018",23,121.15,101.51,110.83,-9.32,47.8,50.27,54.89,3.58,5.03,-1.45,41.58,1.77,2.49,5.09,4.32,0.76,54.05,2.52,2.14,6,2,-4,5.81,91.8,97.62
"NSH","2017-2018",23,126.02,99.59,129.24,-29.65,43.52,47.42,61.53,3.92,2.57,1.36,60.45,1.87,1.22,4.26,8.62,-4.36,33.06,2.03,4.1,4,5,1,7.81,96.89,104.7
"NYI","2017-2018",25,143.38,111.43,126.85,-15.42,46.76,46.63,53.08,5.07,9.9,-4.83,33.85,2.12,4.14,6.42,7.46,-1.04,46.25,2.69,3.12,3,2,-1,7.92,89.28,97.19
"NYR","2017-2018",20,86.97,69.05,80.85,-11.8,46.06,47.64,55.78,3.11,4.53,-1.42,40.7,2.15,3.13,3.18,5.04,-1.86,38.69,2.2,3.48,5,0,-5,8.1,91.5,99.6
"OTT","2017-2018",20,106.37,81.9,107,-25.11,43.35,46.2,60.36,3.38,0,3.38,100,1.91,0,3.09,4.96,-1.87,38.39,1.74,2.8,3,4,1,8.18,100,108.18
"PHI","2017-2018",22,132.68,116.26,112.32,3.94,50.86,52.57,50.79,5.45,14.61,-9.16,27.17,2.46,6.61,5.62,5.83,-0.22,49.05,2.54,2.64,4,2,-2,8.52,78.62,87.14
"PIT","2017-2018",26,136.02,113.74,132.7,-18.96,46.15,50.17,58.54,7.22,2.46,4.75,74.54,3.18,1.09,6.08,6.98,-0.9,46.55,2.68,3.08,5,1,-4,10.64,96.92,107.56
"S.J","2017-2018",24,121.45,104.26,128.95,-24.69,44.71,51.51,63.71,4.72,2.56,2.16,64.81,2.33,1.27,4.76,6.15,-1.39,43.64,2.35,3.04,3,4,1,8.66,96.51,105.18
"STL","2017-2018",24,125.95,93.51,113.73,-20.22,45.12,44.55,54.18,3.42,7.67,-4.26,30.81,1.63,3.66,4.06,4.14,-0.08,49.52,1.93,1.97,5,4,-1,6.3,86.67,92.97
"T.B","2017-2018",23,123.45,109.39,70.53,38.86,60.8,53.17,34.28,6.45,2.38,4.07,73.02,3.13,1.16,5.99,3.25,2.73,64.8,2.91,1.58,3,1,-2,11.22,95.17,106.39
"TOR","2017-2018",26,102.52,88.86,92.35,-3.49,49.04,52,54.05,3.9,7.51,-3.62,34.16,2.28,4.4,4.56,4.61,-0.05,49.72,2.67,2.7,5,2,-3,7.37,86.81,94.18
"VAN","2017-2018",25,124.32,99.12,150.84,-51.72,39.65,47.84,72.8,6.45,8.03,-1.58,44.55,3.11,3.88,5.1,10.19,-5.09,33.35,2.46,4.92,8,4,-4,12.06,91.63,103.69
"VGK","2017-2018",24,136.57,117.19,97.69,19.5,54.54,51.49,42.92,4.04,5.19,-1.15,43.79,1.78,2.28,5.4,5.54,-0.14,49.37,2.37,2.43,7,4,-3,6.46,90.69,97.15
"WPG","2017-2018",27,157.7,126.47,144.87,-18.39,46.61,48.12,55.12,6.13,5.15,0.99,54.38,2.33,1.96,6.21,6.47,-0.26,48.98,2.36,2.46,7,2,-5,7.93,93.99,101.92
"WSH","2017-2018",22,107.97,92.89,58.16,34.72,61.49,51.62,32.32,3.79,7.14,-3.35,34.68,2.11,3.97,3.4,4.69,-1.29,42.04,1.89,2.61,8,2,-6,7.23,79.76,86.99
