"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA","2017-2018",24,84.78,61.95,73.42,-11.48,45.76,43.84,51.96,4.19,2.48,1.71,62.78,2.97,1.76,3.06,3.54,-0.49,46.31,2.16,2.51,3,0,-3,12.07,95.03,107.11
"ARI","2017-2018",26,116.82,100.14,88.16,11.98,53.18,51.43,45.28,5.78,2.77,3.01,67.6,2.97,1.42,5.31,4.53,0.79,54,2.73,2.32,5,5,0,9.94,94.63,104.57
"BOS","2017-2018",21,100.02,88.55,77.21,11.34,53.42,53.12,46.32,4.4,2.35,2.05,65.21,2.64,1.41,4.29,4.21,0.08,50.45,2.57,2.53,5,1,-4,8.77,95.4,104.16
"BUF","2017-2018",25,131.38,106.68,142.07,-35.39,42.89,48.72,64.88,3.4,12.96,-9.56,20.78,1.55,5.92,5.06,7.81,-2.75,39.31,2.31,3.57,4,4,0,5.46,83.7,89.15
"CAR","2017-2018",26,121.75,94.05,71.53,22.52,56.8,46.35,35.25,4.56,13.22,-8.66,25.64,2.25,6.52,5.15,4.94,0.21,51.03,2.54,2.44,4,2,-2,9.16,75.3,84.46
"CBJ","2017-2018",23,108.62,78.48,84.99,-6.51,48.01,43.35,46.95,2,5.13,-3.12,28.11,1.11,2.83,3.37,2.75,0.62,55.05,1.86,1.52,4,0,-4,5.12,89.41,94.53
"CGY","2017-2018",22,120.62,110.95,90.45,20.49,55.09,55.19,45,5.52,2.72,2.8,67.01,2.75,1.35,5.52,3.64,1.88,60.24,2.75,1.81,7,2,-5,9.8,93.95,103.75
"CHI","2017-2018",23,131.88,112.73,121.46,-8.73,48.14,51.29,55.26,5.09,4.45,0.63,53.32,2.32,2.03,5.06,6.87,-1.81,42.41,2.3,3.13,1,2,1,8.51,93.37,101.88
"COL","2017-2018",19,128.63,84.73,141.7,-56.96,37.42,39.52,66.09,3.58,6.68,-3.1,34.9,1.67,3.12,3.84,7.15,-3.31,34.94,1.79,3.33,4,3,-1,7.05,91.34,98.39
"DAL","2017-2018",25,109.98,99.09,82.84,16.25,54.47,54.05,45.19,5.02,2.68,2.35,65.24,2.74,1.46,5.54,3.98,1.56,58.19,3.02,2.17,6,4,-2,8.04,95.76,103.8
"DET","2017-2018",19,91.22,67.53,50.06,17.47,57.43,44.42,32.93,3.08,2.31,0.77,57.13,2.02,1.52,2.85,4,-1.15,41.6,1.88,2.63,5,3,-2,8.38,94.03,102.4
