"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2015-2016",41,195.32,9.69,92.2,7.16,94.52,5.91,93.94,1.25,0.58,101.89,99.85,2.04,177,10,39,78.32,4.42,17.26,0.95,57.08
"ARI","2015-2016",41,235.63,6.76,79.45,5.13,82.45,6.46,90.48,-1.33,-8.03,86.21,96.93,-10.72,195,10,63,72.76,3.73,23.51,0.95,55.6
"BOS","2015-2016",41,185.37,7.15,96.83,4.78,97.74,5.28,92.24,-0.5,5.5,103.98,97.52,6.46,155,14,35,75.98,6.86,17.16,0.92,51.47
"BUF","2015-2016",41,202.76,7.56,86.55,5.6,90.74,5.92,93.36,-0.32,-2.62,94.11,99.28,-5.18,157,13,44,73.36,6.07,20.56,0.92,52.34
"CAR","2015-2016",41,215.7,6.55,94.39,5.01,95.14,5.09,92.97,-0.09,2.18,100.94,98.06,2.88,192,8,33,82.4,3.43,14.16,0.96,56.65
"CBJ","2015-2016",41,192.9,8.64,90.66,6.28,92.53,6.75,92.74,-0.47,-0.21,99.3,99.49,-0.19,181,6,38,80.44,2.67,16.89,0.97,47.56
"CGY","2015-2016",41,226.67,7.84,92.6,5.88,94.84,6.24,94.44,-0.37,0.4,100.44,100.68,-0.25,210,8,41,81.08,3.09,15.83,0.96,46.72
"CHI","2015-2016",41,192.65,10.95,100,8.23,100,6.5,92.85,1.74,7.15,110.95,99.35,11.6,153,7,43,75.37,3.45,21.18,0.96,56.65
"COL","2015-2016",41,213.57,7.71,89.45,5.82,90.99,5.61,89.58,0.21,1.41,97.16,95.19,1.98,195,11,27,83.69,4.72,11.59,0.95,54.08
"DAL","2015-2016",41,187.44,10.63,83.4,8.05,87.2,5.74,91.07,2.31,-3.87,94.03,96.81,-2.78,176,6,52,75.21,2.56,22.22,0.97,47.44
"DET","2015-2016",41,203.75,8.86,97.62,6.22,98.39,6.13,93.08,0.08,5.32,106.49,99.21,7.28,175,13,26,81.78,6.07,12.15,0.93,55.14
"EDM","2015-2016",41,183.05,9.7,90.18,6.93,92.39,6.78,91.49,0.15,0.9,99.88,98.27,1.61,143,11,35,75.66,5.82,18.52,0.93,46.56
"FLA","2015-2016",41,204.47,6.61,96.6,4.63,97.26,6.09,94.85,-1.46,2.41,103.22,100.94,2.28,162,15,41,74.31,6.88,18.81,0.92,49.08
"L.A","2015-2016",41,174.67,8.3,94.9,6.28,96.44,5.56,91.44,0.72,5,103.2,97,6.2,161,10,29,80.5,5,14.5,0.94,60.5
"MIN","2015-2016",41,210.67,7.85,100,5.83,100,6.27,95.81,-0.44,4.19,107.85,102.08,5.77,199,12,35,80.89,4.88,14.23,0.94,48.37
"MTL","2015-2016",40,194.8,8.29,82.1,5.76,87.65,6.19,92.79,-0.43,-5.14,90.4,98.98,-8.58,147,15,46,70.67,7.21,22.12,0.91,56.25
"N.J","2015-2016",41,199.43,10.72,89.28,7.81,91.04,5.76,91.59,2.06,-0.55,100,97.35,2.65,162,17,50,70.74,7.42,21.83,0.91,51.97
"NSH","2015-2016",41,205.24,8.61,100,6.72,100,5.91,93.88,0.81,6.12,108.61,99.78,8.83,177,10,27,82.71,4.67,12.62,0.95,43.46
"NYI","2015-2016",41,178.18,9.01,88.74,6.19,91.98,6.23,94.74,-0.04,-2.76,97.74,100.97,-3.23,154,5,23,84.62,2.75,12.64,0.97,48.35
"NYR","2015-2016",41,169.25,6.02,96.27,4.46,97.44,5.59,94.82,-1.13,2.62,102.29,100.4,1.88,138,18,33,73.02,9.52,17.46,0.88,53.44
"OTT","2015-2016",41,179.15,11.26,91.8,8.02,94.04,5.38,93.54,2.64,0.5,103.07,98.92,4.14,150,11,51,70.75,5.19,24.06,0.93,45.28
"PHI","2015-2016",41,227.95,8.15,86.93,6.11,91.28,5.58,92.04,0.53,-0.76,95.08,97.62,-2.55,201,8,59,75,2.99,22.01,0.96,54.1
"PIT","2015-2016",41,205.55,6.83,93.67,5.14,95.69,5.86,91.62,-0.72,4.07,100.5,97.48,3.02,174,10,44,76.32,4.39,19.3,0.95,51.32
"S.J","2015-2016",41,203.68,9.46,89.15,6.9,92.09,6.14,95.37,0.76,-3.29,98.61,101.52,-2.91,170,12,49,73.59,5.19,21.21,0.93,57.14
"STL","2015-2016",41,160.89,11.5,86.98,8.74,88.78,5.37,91.36,3.37,-2.58,98.48,96.73,1.75,133,7,30,78.24,4.12,17.65,0.95,59.41
"T.B","2015-2016",41,222.79,5.06,90.73,3.63,93.54,5.5,95.03,-1.87,-1.49,95.79,100.54,-4.75,184,10,31,81.78,4.44,13.78,0.95,50.22
"TOR","2015-2016",41,221.84,4.37,86.54,3.02,89.71,6.46,94.1,-3.44,-4.39,90.91,100.56,-9.65,193,14,24,83.55,6.06,10.39,0.93,58.44
"VAN","2015-2016",41,212.26,5.76,88.69,4.01,92.24,6.18,92.06,-2.16,0.18,94.45,98.23,-3.79,166,15,42,74.44,6.73,18.83,0.92,47.09
"WPG","2015-2016",41,202.78,8.17,89.52,6,93.47,5.17,92.54,0.84,0.93,97.69,97.71,-0.02,166,12,43,75.11,5.43,19.46,0.93,52.04
"WSH","2015-2016",41,193.4,8.8,90.68,6.59,92.38,6.37,93.78,0.21,-1.4,99.49,100.15,-0.66,168,14,40,75.68,6.31,18.02,0.92,51.35
