"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2014-2015",41,219.85,10.42,82.42,8.06,87.87,8.5,91.1,-0.44,-3.23,92.84,99.6,-6.76,18,176,54,7.26,70.97,21.77,0.09,44.35
"ARI","2014-2015",41,238.52,10.71,88.24,8.82,91.33,7.68,89.77,1.15,1.56,98.95,97.45,1.5,16,244,45,5.25,80,14.75,0.06,46.23
"BOS","2014-2015",41,227.47,7.69,87.88,6.25,91.49,7.02,90.61,-0.77,0.88,95.57,97.63,-2.06,24,201,42,8.99,75.28,15.73,0.11,49.81
"BUF","2014-2015",41,216.93,20,79.62,16,85.99,7.84,90.63,8.16,-4.64,99.62,98.47,1.15,13,199,47,5.02,76.83,18.15,0.06,37.84
"CAR","2014-2015",41,169.56,4.76,90.48,3.57,93.62,5.86,92.23,-2.29,1.39,95.24,98.09,-2.85,4,145,40,2.12,76.72,21.16,0.03,50.26
"CBJ","2014-2015",41,276.83,11.76,89.31,8.89,91.62,8.73,89.97,0.16,1.65,101.08,98.7,2.37,11,254,50,3.49,80.63,15.87,0.04,42.22
"CGY","2014-2015",41,164.52,8,85.71,7.41,90.24,9.67,90.03,-2.26,0.21,93.71,99.7,-5.98,14,151,36,6.97,75.12,17.91,0.08,43.28
"CHI","2014-2015",41,193.83,0,86.81,0,90.84,8.21,91.88,-8.21,-1.04,86.81,100.08,-13.27,12,160,36,5.77,76.92,17.31,0.07,48.08
"COL","2014-2015",41,185.94,13.64,89.67,11.54,92.46,7.96,89.92,3.58,2.54,103.31,97.88,5.43,8,170,41,3.65,77.63,18.72,0.04,47.49
"DAL","2014-2015",41,222.62,11.43,88.24,8.51,92.03,9,90.53,-0.49,1.5,99.66,99.53,0.13,20,188,44,7.94,74.6,17.46,0.1,49.21
"DET","2014-2015",41,239.1,8.82,86.5,6.52,90.42,6.63,91.3,-0.11,-0.88,95.32,97.93,-2.61,15,211,44,5.56,78.15,16.3,0.07,44.81
"EDM","2014-2015",41,193.33,13.33,85.63,11.11,89.57,7.5,90.98,3.61,-1.41,98.96,98.48,0.48,11,163,32,5.34,79.13,15.53,0.06,48.54
"FLA","2014-2015",41,213.58,0,85.78,0,89.72,8.1,91.07,-8.1,-1.35,85.78,99.17,-13.39,13,189,46,5.24,76.21,18.55,0.06,45.97
"L.A","2014-2015",41,173.71,15.62,83.92,13.89,88.83,8.94,91.1,4.94,-2.27,99.54,100.05,-0.51,7,149,30,3.76,80.11,16.13,0.04,47.85
"MIN","2014-2015",41,184.31,15.38,88.19,9.09,91.94,7.05,91.78,2.05,0.16,103.58,98.83,4.75,16,158,37,7.58,74.88,17.54,0.09,49.29
"MTL","2014-2015",41,217.09,6.67,87.8,5.56,91.42,9.53,91,-3.97,0.42,94.47,100.53,-6.06,9,188,37,3.85,80.34,15.81,0.05,47.44
"N.J","2014-2015",41,255.35,12.5,86.43,10.26,90.1,7.92,90.55,2.33,-0.45,98.93,98.47,0.45,11,215,42,4.1,80.22,15.67,0.05,40.3
"NSH","2014-2015",41,204.1,3.85,85.96,2.86,89.92,5.2,90.74,-2.34,-0.83,89.81,95.94,-6.13,14,179,34,6.17,78.85,14.98,0.07,45.37
"NYI","2014-2015",41,170.77,6.67,86.01,5.26,90.43,5.89,89.66,-0.63,0.78,92.68,95.55,-2.87,14,147,31,7.29,76.56,16.15,0.09,38.54
"NYR","2014-2015",41,200.6,8.33,85.38,7.02,90.1,7,90.84,0.02,-0.74,93.72,97.84,-4.13,10,160,38,4.81,76.92,18.27,0.06,46.63
"OTT","2014-2015",41,234.68,5.56,89.05,4.17,91.91,7.62,91.12,-3.46,0.79,94.61,98.75,-4.14,19,206,39,7.2,78.03,14.77,0.08,36.36
"PHI","2014-2015",41,220.44,3.7,83.09,3.12,88.26,6.78,90.94,-3.66,-2.68,86.8,97.72,-10.92,10,193,39,4.13,79.75,16.12,0.05,49.17
"PIT","2014-2015",41,231.68,10,92.18,8.57,94.44,6.31,91.23,2.26,3.21,102.18,97.55,4.64,11,209,39,4.25,80.69,15.06,0.05,46.33
"S.J","2014-2015",41,181.08,2.7,85.21,2.04,89.8,7.43,89.96,-5.39,-0.16,87.91,97.38,-9.47,19,173,17,9.09,82.78,8.13,0.1,46.41
"STL","2014-2015",41,228.77,2.78,87.22,2.13,90.87,3.96,91.9,-1.83,-1.03,90,95.86,-5.86,15,198,42,5.88,77.65,16.47,0.07,50.2
"T.B","2014-2015",41,220.4,12.5,87.75,9.09,91.53,12.48,90.57,-3.39,0.95,100.25,103.06,-2.81,13,219,46,4.68,78.78,16.55,0.06,43.88
"TOR","2014-2015",41,219.33,7.69,87.31,6.12,90.97,8.51,90.6,-2.39,0.37,95,99.11,-4.11,10,196,48,3.94,77.17,18.9,0.05,41.34
"VAN","2014-2015",41,248.47,10.64,90.73,8.93,93.4,8.59,90.01,0.34,3.4,101.37,98.6,2.77,13,226,55,4.42,76.87,18.71,0.05,41.5
"WPG","2014-2015",41,269.8,15.22,87.5,12.07,90.85,7.9,88.58,4.17,2.27,102.72,96.48,6.24,19,231,64,6.05,73.57,20.38,0.08,42.36
"WSH","2014-2015",41,215.44,3.85,86.85,3.23,90.7,4.48,90.06,-1.26,0.64,90.7,94.54,-3.84,11,187,40,4.62,78.57,16.81,0.06,44.12
