"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2013-2014",41,253.1,6.02,91,4.33,95.64,6.34,94.28,-2.02,1.36,97.02,100.62,-3.6,222,14,52,77.08,4.86,18.06,0.94,53.12
"ARI","2013-2014",41,224.72,9.66,96.76,6.49,97.49,5.72,95.06,0.77,2.44,106.42,100.78,5.64,201,13,46,77.31,5,17.69,0.94,60.77
"BOS","2013-2014",41,177.83,9.78,96.68,7.1,97.19,6.34,94.78,0.77,2.41,106.46,101.12,5.35,157,6,32,80.51,3.08,16.41,0.96,61.54
"BUF","2013-2014",41,220.65,8.16,89.7,6.15,93.34,6.05,94.85,0.1,-1.51,97.86,100.9,-3.03,182,17,37,77.12,7.2,15.68,0.91,49.15
"CAR","2013-2014",41,244.47,6.59,92.19,4.6,95.39,6.08,92.41,-1.47,2.99,98.78,98.48,0.3,248,5,46,82.94,1.67,15.38,0.98,58.53
"CBJ","2013-2014",41,227.32,9.94,88.6,7.23,90.81,5.56,96.3,1.67,-5.49,98.54,101.86,-3.32,193,14,60,72.28,5.24,22.47,0.93,61.05
"CGY","2013-2014",41,194.8,8.71,81.68,6.5,85.9,7.09,94.16,-0.58,-8.25,90.39,101.24,-10.85,158,6,48,74.53,2.83,22.64,0.96,46.7
"CHI","2013-2014",41,237.92,8.52,97.74,6.16,98.28,5.29,92.74,0.87,5.54,106.26,98.03,8.23,206,10,48,78.03,3.79,18.18,0.95,62.12
"COL","2013-2014",41,224.4,8.45,97.29,6.57,97.49,6.27,94.6,0.3,2.88,105.74,100.88,4.87,187,14,45,76.02,5.69,18.29,0.93,57.32
"DAL","2013-2014",41,269.5,6.21,98.09,4.35,98.75,5.96,93.58,-1.61,5.17,104.3,99.54,4.77,245,23,49,77.29,7.26,15.46,0.91,53.94
"DET","2013-2014",41,239.15,7.54,89.64,5.5,92.6,5.72,92.83,-0.22,-0.24,97.19,98.55,-1.36,215,9,61,75.44,3.16,21.4,0.96,58.95
"EDM","2013-2014",41,243.01,10.81,86.44,7.95,89.91,7.44,93.38,0.51,-3.47,97.25,100.83,-3.57,200,8,52,76.92,3.08,20,0.96,56.54
"FLA","2013-2014",41,218.29,6.97,100,4.9,100,5.46,95.44,-0.55,4.56,106.97,100.9,6.08,173,16,40,75.55,6.99,17.47,0.92,59.39
"L.A","2013-2014",41,264.91,7.37,90.46,4.69,92.92,6.23,92.74,-1.55,0.18,97.82,98.98,-1.15,219,18,59,73.99,6.08,19.93,0.92,59.46
"MIN","2013-2014",41,223.72,8.79,96.75,6.2,97.63,6.31,94.4,-0.11,3.24,105.54,100.71,4.82,168,17,51,71.19,7.2,21.61,0.91,59.32
"MTL","2013-2014",41,235.62,6.79,92.81,4.96,94.25,6.52,94.51,-1.56,-0.26,99.6,101.03,-1.43,218,20,49,75.96,6.97,17.07,0.92,56.45
"N.J","2013-2014",41,210.81,9.12,87.89,6.93,90.15,5.82,91.95,1.11,-1.8,97.01,97.77,-0.76,147,13,42,72.77,6.44,20.79,0.92,48.51
"NSH","2013-2014",41,192.3,9.06,100,6.92,100,6,95.79,0.92,4.21,109.06,101.78,7.27,149,7,22,83.71,3.93,12.36,0.96,56.18
"NYI","2013-2014",41,235.8,7.48,87.78,5.69,90.43,6.9,91.82,-1.21,-1.39,95.26,98.73,-3.47,187,9,49,76.33,3.67,20,0.95,50.2
"NYR","2013-2014",41,221.62,6.37,87.58,4.3,90.36,6.3,90.49,-1.99,-0.13,93.95,96.79,-2.83,185,18,51,72.83,7.09,20.08,0.91,51.57
"OTT","2013-2014",41,222.89,6.37,89.16,4.41,91.45,6.14,92.78,-1.73,-1.33,95.53,98.92,-3.4,187,12,45,76.64,4.92,18.44,0.94,52.87
"PHI","2013-2014",41,264.5,6.99,90.95,4.7,93.44,6.12,93.21,-1.42,0.24,97.94,99.33,-1.39,221,19,59,73.91,6.35,19.73,0.92,54.52
"PIT","2013-2014",41,218.02,9.22,88.19,7.05,90.59,5.43,95.11,1.62,-4.52,97.42,100.54,-3.13,213,21,42,77.17,7.61,15.22,0.91,58.7
"S.J","2013-2014",41,268.42,6.24,95.41,4.6,96.34,6.61,93.25,-2.01,3.09,101.65,99.86,1.79,242,14,54,78.06,4.52,17.42,0.95,60.65
"STL","2013-2014",41,245.27,9.23,86.17,6.68,89.91,5.54,93.89,1.14,-3.98,95.41,99.43,-4.02,204,17,50,75.28,6.27,18.45,0.92,56.09
"T.B","2013-2014",41,227.62,9.8,92.5,6.97,93.97,5.32,93.97,1.66,0,102.3,99.29,3.01,179,8,38,79.56,3.56,16.89,0.96,62.67
"TOR","2013-2014",41,195.03,10.59,98.02,8.08,98.4,6.22,96.15,1.86,2.26,108.61,102.36,6.25,164,17,38,74.89,7.76,17.35,0.91,49.32
"VAN","2013-2014",41,223.3,5.55,86.18,4.34,88.32,5.43,91.64,-1.09,-3.32,91.73,97.07,-5.33,197,9,40,80.08,3.66,16.26,0.96,56.1
"WPG","2013-2014",41,245.97,7.52,82.98,5.32,86.95,6.22,92.92,-0.9,-5.97,90.5,99.14,-8.64,218,17,59,74.15,5.78,20.07,0.93,53.4
"WSH","2013-2014",41,223.99,10.83,89.2,7.67,90.59,5.64,94.84,2.03,-4.24,100.02,100.48,-0.46,210,19,57,73.43,6.64,19.93,0.92,56.29
