"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA","2015-2016",41,202.4,206.27,84.98,121.29,70.82,61.15,25.19,9,2.31,6.69,79.58,2.67,0.68,9.78,3.45,6.33,73.92,2.9,1.02,4,7,3,8.61,93.91,102.51
"ARI","2015-2016",41,255.25,245.56,187.75,57.81,56.67,57.72,44.13,12.26,7.1,5.16,63.33,2.88,1.67,11.28,7.71,3.57,59.4,2.65,1.81,20,11,-9,9.21,94.05,103.26
"BOS","2015-2016",41,188.34,191.25,136.24,55.01,58.4,60.93,43.4,9.45,2.28,7.17,80.56,3.01,0.73,7.57,5.89,1.68,56.24,2.41,1.88,6,3,-3,9.17,97.36,106.52
"BUF","2015-2016",41,228.5,189.69,141.69,48,57.24,49.81,37.21,10.06,4.67,5.39,68.3,2.64,1.23,7.83,9.29,-1.46,45.74,2.06,2.44,4,7,3,8.7,93.51,102.21
"CAR","2015-2016",41,187.35,177.95,87.43,90.52,67.05,56.99,28,7.06,6.51,0.55,52.03,2.26,2.08,8.37,3.88,4.49,68.33,2.68,1.24,7,6,-1,7.87,85.31,93.19
"CBJ","2015-2016",41,212.23,167.44,168.36,-0.92,49.86,47.34,47.6,7.58,9.15,-1.57,45.31,2.14,2.59,9.51,9.81,-0.3,49.22,2.69,2.77,9,4,-5,7.62,91.05,98.67
"CGY","2015-2016",41,217.58,185.55,103.34,82.21,64.23,51.17,28.5,8.16,8.73,-0.57,48.31,2.25,2.41,7.68,5.86,1.82,56.72,2.12,1.62,6,5,-1,8.77,85.45,94.22
"CHI","2015-2016",41,205.27,171.61,84.91,86.7,66.9,50.16,24.82,9.92,4.91,5.01,66.89,2.9,1.44,7.22,3.91,3.31,64.87,2.11,1.14,8,4,-4,10.28,92.4,102.67
"COL","2015-2016",41,215.75,167.62,144.6,23.02,53.69,46.62,40.21,9.54,4.74,4.8,66.81,2.65,1.32,6.93,8.02,-1.09,46.35,1.93,2.23,8,6,-2,9.9,95.47,105.37
"DAL","2015-2016",41,228.6,221.33,139.89,81.44,61.27,58.09,36.72,10.16,19.3,-9.14,34.49,2.67,5.07,9.99,10.74,-0.75,48.19,2.62,2.82,6,5,-1,8.66,77.18,85.84
"DET","2015-2016",41,222.99,177.35,114.63,62.72,60.74,47.72,30.84,7.03,5.11,1.92,57.91,1.89,1.37,8.5,6.49,2.01,56.7,2.29,1.75,18,7,-11,7.15,93.44,100.59
"EDM","2015-2016",41,224.34,207.29,121.61,85.68,63.03,55.44,32.52,8.19,4.06,4.13,66.86,2.19,1.09,9.78,6.55,3.23,59.89,2.62,1.75,5,3,-2,7.14,94.77,101.91
"FLA","2015-2016",41,247.29,206.13,144.71,61.42,58.75,50.01,35.11,9.92,6.63,3.29,59.94,2.41,1.61,9.89,7.96,1.93,55.41,2.4,1.93,10,9,-1,7.9,91.8,99.7
"L.A","2015-2016",41,205.16,195.68,115.13,80.55,62.96,57.23,33.67,7.87,2.41,5.46,76.56,2.3,0.7,8.4,4.71,3.69,64.07,2.46,1.38,3,2,-1,8.51,95.25,103.77
"MIN","2015-2016",41,222.98,187.05,159.83,27.22,53.92,50.33,43.01,8.09,9.06,-0.97,47.17,2.18,2.44,8.57,7.78,0.79,52.42,2.31,2.09,4,3,-1,7.82,90.24,98.06
"MTL","2015-2016",41,227.35,199.35,169.1,30.25,54.11,52.61,44.63,8.29,9.17,-0.88,47.48,2.19,2.42,9.07,8.56,0.51,51.45,2.39,2.26,7,1,-6,7.88,91.89,99.76
