"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2013-2014",41,2001.36,10.58,91.54,7.82,94.18,5.75,94.35,2.06,-0.18,102.12,100.11,2.01,652,666,759,31.39,32.07,36.54,0.49,47.38
"ARI","2013-2014",41,2011.07,7.05,92.29,5.1,94.32,5.01,93.76,0.09,0.56,99.35,98.77,0.57,600,612,736,30.8,31.42,37.78,0.5,51.54
"BOS","2013-2014",41,2057.23,8.35,92.73,6.03,94.66,5.18,94.56,0.85,0.1,101.08,99.74,1.35,684,606,728,33.89,30.03,36.08,0.53,48.71
"BUF","2013-2014",41,1985.67,4.87,92.64,3.59,94.68,5.29,93.97,-1.71,0.71,97.51,99.27,-1.76,522,715,639,27.83,38.11,34.06,0.42,45.04
"CAR","2013-2014",41,2042.47,6.94,92.33,5.08,94.37,5.11,94.52,-0.04,-0.16,99.27,99.64,-0.37,654,659,705,32.41,32.66,34.94,0.5,49.8
"CBJ","2013-2014",41,2009.74,7.37,92.81,5.33,94.75,5.42,94.67,-0.09,0.08,100.18,100.08,0.09,560,639,682,29.77,33.97,36.26,0.47,51.25
"CGY","2013-2014",41,2045.86,8.04,91.91,5.59,94.27,5.23,94.28,0.36,-0.01,99.95,99.51,0.44,592,637,722,30.34,32.65,37.01,0.48,44.49
"CHI","2013-2014",41,2048.88,8.29,90.25,6.05,92.89,5.34,94.13,0.72,-1.25,98.54,99.47,-0.93,630,542,712,33.44,28.77,37.79,0.54,49.2
"COL","2013-2014",41,2053.9,9.06,92.61,6.57,94.91,5.53,94.29,1.04,0.62,101.67,99.82,1.85,612,673,693,30.94,34.02,35.04,0.48,48.79
"DAL","2013-2014",41,2024.9,7.72,91.43,5.6,93.7,5.35,94.35,0.25,-0.66,99.15,99.7,-0.55,660,665,760,31.65,31.89,36.45,0.5,47.63
"DET","2013-2014",41,1971.45,8.33,92.35,6.01,94.38,5.19,94.34,0.82,0.04,100.68,99.54,1.15,610,544,697,32.96,29.39,37.66,0.53,48.51
"EDM","2013-2014",41,1994.5,8.49,91.3,6.27,93.75,5.57,94.28,0.7,-0.53,99.79,99.85,-0.06,515,627,698,27.99,34.08,37.93,0.45,47.55
"FLA","2013-2014",41,1975.05,8.15,90.52,5.75,93.04,5.39,93.83,0.36,-0.79,98.66,99.22,-0.55,573,618,714,30.08,32.44,37.48,0.48,46.14
"L.A","2013-2014",41,1998.72,6.6,94.21,4.64,95.74,5.37,94.48,-0.73,1.26,100.81,99.85,0.97,624,590,647,33.53,31.7,34.77,0.51,52.39
"MIN","2013-2014",41,2022.17,6.64,93.08,4.73,95.09,4.97,94.52,-0.24,0.57,99.71,99.49,0.22,561,603,661,30.74,33.04,36.22,0.48,48.16
"MTL","2013-2014",41,1983.77,8.11,91.73,5.73,94.19,5.49,94.58,0.24,-0.39,99.83,100.07,-0.24,573,660,761,28.74,33.1,38.16,0.46,47.89
"N.J","2013-2014",41,2045.85,6.28,90.76,4.36,93.2,5.81,94.49,-1.46,-1.29,97.05,100.31,-3.26,631,523,729,33.51,27.77,38.71,0.55,45.83
"NSH","2013-2014",41,2056.45,8.24,91.01,5.95,93.58,5.3,95.03,0.65,-1.45,99.25,100.34,-1.09,607,691,695,30.46,34.67,34.87,0.47,52.13
"NYI","2013-2014",41,2034.32,7.89,91.49,5.73,93.97,5.39,94.51,0.34,-0.54,99.38,99.89,-0.51,607,622,711,31.29,32.06,36.65,0.49,45.88
"NYR","2013-2014",41,1993.77,6.89,92.09,4.99,94.34,5.38,94.57,-0.39,-0.23,98.98,99.95,-0.97,614,590,703,32.2,30.94,36.86,0.51,46.83
"OTT","2013-2014",41,2003.2,7.14,93.24,5.01,94.93,4.67,94.4,0.34,0.53,100.39,99.07,1.32,642,671,742,31.24,32.65,36.11,0.49,49.15
"PHI","2013-2014",41,1972.35,7.36,91.71,5.23,93.91,5.08,94.92,0.15,-1.02,99.07,100,-0.94,619,603,743,31.5,30.69,37.81,0.51,47.53
"PIT","2013-2014",41,1999.47,7.87,90.72,5.56,93.6,5.24,94.78,0.32,-1.18,98.59,100.03,-1.44,550,557,734,29.88,30.26,39.87,0.5,48.13
"S.J","2013-2014",41,2091.7,6.7,91.91,4.81,94.17,5.28,95.01,-0.47,-0.84,98.61,100.29,-1.68,675,681,749,32.07,32.35,35.58,0.5,50.5
"STL","2013-2014",41,2017.89,7.28,92.43,5.1,94.57,5.39,94.5,-0.29,0.08,99.71,99.89,-0.18,656,597,681,33.92,30.87,35.21,0.52,50.21
"T.B","2013-2014",41,2017.95,7.35,93.02,5.29,95.09,5.4,94.18,-0.11,0.9,100.37,99.58,0.79,621,596,674,32.84,31.52,35.64,0.51,47.44
"TOR","2013-2014",41,1974.74,7.47,93.64,5.66,95.42,5.48,94.45,0.18,0.97,101.11,99.92,1.18,555,820,736,26.29,38.84,34.86,0.4,46.19
"VAN","2013-2014",41,2023.98,6.86,91.09,4.8,93.65,5.16,94.28,-0.36,-0.63,97.95,99.44,-1.49,589,635,710,30.46,32.83,36.71,0.48,50.62
"WPG","2013-2014",41,2050.11,7.73,92.2,5.48,94.39,5.08,94.72,0.4,-0.33,99.93,99.8,0.13,580,593,729,30.49,31.18,38.33,0.49,44.37
"WSH","2013-2014",41,2032.57,7.83,91.87,5.65,94.1,5.41,94.57,0.24,-0.47,99.7,99.99,-0.29,572,594,704,30.59,31.76,37.65,0.49,44.33
