"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA","2015-2016",41,2010.92,2028,1767,261,53.44,60.51,52.72,74,64,10,53.62,2.21,1.91,85.96,71.27,14.69,54.67,2.56,2.13,163,138,-25,7.25,92.78,100.02
"ARI","2015-2016",41,1939.05,1688,1894,-206,47.12,52.23,58.61,75,67,8,52.82,2.32,2.07,64.91,68.18,-3.27,48.77,2.01,2.11,152,157,5,8.87,92.93,101.79
"BOS","2015-2016",41,2055.53,1913,1909,4,50.05,55.84,55.72,78,92,-14,45.88,2.28,2.69,72.42,73.95,-1.53,49.48,2.11,2.16,153,138,-15,7.2,91.21,98.42
"BUF","2015-2016",41,2033.22,1686,1791,-105,48.49,49.75,52.85,57,82,-25,41.01,1.68,2.42,63.02,66.79,-3.77,48.55,1.86,1.97,107,138,31,6.04,91.58,97.62
"CAR","2015-2016",41,2093.51,2038,1831,207,52.68,58.41,52.48,75,88,-13,46.01,2.15,2.52,91.42,87.02,4.4,51.23,2.62,2.49,88,109,21,7.25,90.55,97.79
"CBJ","2015-2016",41,2040.8,1903,1895,8,50.11,55.95,55.71,80,88,-8,47.62,2.35,2.59,102.23,84.73,17.5,54.68,3.01,2.49,146,155,9,7.78,91.16,98.94
"CGY","2015-2016",41,2070.05,1862,1892,-30,49.6,53.97,54.84,89,87,2,50.57,2.58,2.52,83.75,78.01,5.74,51.77,2.43,2.26,107,130,23,8.93,90.82,99.75
"CHI","2015-2016",41,2048.97,1935,1831,104,51.38,56.66,53.62,78,56,22,58.21,2.28,1.64,75.68,74.57,1.11,50.37,2.22,2.18,100,121,21,7.38,94.55,101.93
"COL","2015-2016",41,2015.67,1720,2084,-364,45.22,51.2,62.03,69,90,-21,43.4,2.05,2.68,62.96,83.29,-20.33,43.05,1.87,2.48,131,145,14,7.29,91.88,99.17
"DAL","2015-2016",41,2015.27,2184,1846,338,54.19,65.02,54.96,88,74,14,54.32,2.62,2.2,96.7,77.66,19.04,55.46,2.88,2.31,129,142,13,8.25,91.86,100.11
"DET","2015-2016",41,2001.73,1762,1431,331,55.18,52.81,42.89,73,69,4,51.41,2.19,2.07,82.73,69.09,13.64,54.49,2.48,2.07,135,141,6,7.15,92.38,99.53
