"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2015-2016",41,245.49,5.52,92.87,3.41,94.76,5.36,94.49,-1.96,0.27,98.4,99.85,-1.45,13,198,35,5.28,80.49,14.23,0.06,48.37
"ARI","2015-2016",41,259,3.47,91.42,2.85,93.98,6.28,94.18,-3.43,-0.2,94.89,100.46,-5.58,12,217,50,4.3,77.78,17.92,0.05,51.25
"BOS","2015-2016",41,248.8,14.26,91.78,11.47,94.63,6.44,94.46,5.03,0.16,106.04,100.91,5.13,17,207,63,5.92,72.13,21.95,0.08,45.64
"BUF","2015-2016",41,188.04,6.57,92.93,5.62,94.81,6.28,93.69,-0.66,1.12,99.5,99.97,-0.47,5,179,38,2.25,80.63,17.12,0.03,44.14
"CAR","2015-2016",41,174.93,5.34,90.29,4.55,93.16,6.57,94.11,-2.03,-0.95,95.63,100.68,-5.05,19,150,31,9.5,75,15.5,0.11,46.5
"CBJ","2015-2016",41,250.84,0,91.64,0,94.49,6.14,94.25,-6.14,0.24,91.64,100.39,-8.75,13,195,51,5.02,75.29,19.69,0.06,44.02
"CGY","2015-2016",41,198.54,8.9,88.61,6.71,91.99,7.27,93.23,-0.55,-1.24,97.51,100.49,-2.99,15,179,35,6.55,78.17,15.28,0.08,38.43
"CHI","2015-2016",41,208.26,14.8,91.77,11.15,93.61,7.98,94.24,3.17,-0.63,106.57,102.21,4.36,8,193,45,3.25,78.46,18.29,0.04,32.93
"COL","2015-2016",41,220,9.32,91,7.51,93.7,6.12,93.82,1.39,-0.12,100.33,99.95,0.38,16,196,42,6.3,77.17,16.54,0.08,37.4
"DAL","2015-2016",41,207.98,10.82,91.97,8.98,94.38,6.16,93.08,2.82,1.3,102.8,99.24,3.56,15,181,42,6.3,76.05,17.65,0.08,45.8
"DET","2015-2016",41,216.62,0,90.84,0,93.65,7.42,94.32,-7.42,-0.67,90.84,101.74,-10.9,12,190,39,4.98,78.84,16.18,0.06,40.66
"EDM","2015-2016",41,212.23,8.63,91.1,6.97,93.56,6.05,93.93,0.93,-0.37,99.73,99.98,-0.25,9,205,51,3.4,77.36,19.25,0.04,47.55
"FLA","2015-2016",41,220.15,3.81,91.42,3.18,93.78,7.03,94.3,-3.85,-0.53,95.23,101.34,-6.11,17,206,54,6.14,74.37,19.49,0.08,50.18
"L.A","2015-2016",41,242.17,6.81,90.37,5.09,93.17,6.9,93.24,-1.81,-0.07,97.18,100.15,-2.97,15,207,47,5.58,76.95,17.47,0.07,45.72
"MIN","2015-2016",41,180.68,12.11,88.68,9.87,91.8,6.82,93.48,3.05,-1.69,100.79,100.3,0.49,7,161,37,3.41,78.54,18.05,0.04,46.34
"MTL","2015-2016",40,212.15,5.58,90.41,3.76,93.06,8.58,93.47,-4.82,-0.41,95.98,102.05,-6.07,10,185,37,4.31,79.74,15.95,0.05,48.28
"N.J","2015-2016",41,241.65,5.47,93.04,4.02,94.79,7.28,93.46,-3.26,1.32,98.51,100.74,-2.23,16,212,41,5.95,78.81,15.24,0.07,39.41
"NSH","2015-2016",41,211.25,8.59,91.69,6.93,93.85,5.57,94.72,1.36,-0.87,100.28,100.29,-0.01,8,174,41,3.59,78.03,18.39,0.04,39.91
"NYI","2015-2016",41,190.98,5.46,93.66,4.93,95.58,6.58,94.24,-1.65,1.35,99.12,100.81,-1.7,10,162,34,4.85,78.64,16.5,0.06,44.17
"NYR","2015-2016",41,204.9,0,89.71,0,92.09,4.6,93.71,-4.6,-1.62,89.71,98.31,-8.61,10,183,27,4.55,83.18,12.27,0.05,45.45
"OTT","2015-2016",41,202.45,20.26,89.74,17.02,92.4,6.9,93.77,10.12,-1.37,110,100.67,9.32,9,182,42,3.86,78.11,18.03,0.05,37.34
"PHI","2015-2016",41,242.55,0,91.48,0,93.69,5.99,93.87,-5.99,-0.18,91.48,99.86,-8.38,17,208,40,6.42,78.49,15.09,0.08,49.06
"PIT","2015-2016",41,222.56,11.01,94.14,8.58,95.76,5.05,95,3.53,0.76,105.16,100.06,5.1,12,201,43,4.69,78.52,16.8,0.06,41.8
"S.J","2015-2016",41,193.66,11.38,93.11,8.32,95.14,6.76,94.12,1.56,1.02,104.49,100.88,3.61,13,163,38,6.07,76.17,17.76,0.07,41.59
"STL","2015-2016",41,228.07,2.63,92.06,2.15,94.47,3.79,94.36,-1.64,0.11,94.69,98.15,-3.46,14,194,37,5.71,79.18,15.1,0.07,42.04
"T.B","2015-2016",41,215.08,11.56,92.09,7.33,94.52,5.53,94.49,1.81,0.03,103.66,100.02,3.64,13,181,44,5.46,76.05,18.49,0.07,38.66
"TOR","2015-2016",41,255.5,2.16,91.56,1.63,94.11,6.67,94.21,-5.04,-0.1,93.72,100.88,-7.16,21,200,59,7.5,71.43,21.07,0.1,45
"VAN","2015-2016",41,216.81,2.6,91.33,2.2,93.23,8.13,93.82,-5.94,-0.6,93.93,101.96,-8.03,9,209,39,3.5,81.32,15.18,0.04,40.86
"WPG","2015-2016",41,234.39,9.41,90.79,7.41,93.23,7.84,92.89,-0.43,0.34,100.2,100.73,-0.54,17,204,46,6.37,76.4,17.23,0.08,40.45
"WSH","2015-2016",41,228.47,3.8,92.32,2.7,94.48,4.81,94.32,-2.11,0.16,96.11,99.13,-3.02,16,200,36,6.35,79.37,14.29,0.07,48.02
