"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA","2017-2018",24,144.3,53,261,-208,16.88,22.04,108.52,3,16,-13,15.79,1.25,6.65,3.46,21.07,-17.61,14.11,1.44,8.76,3,11,8,8.82,88.81,97.63
"ARI","2017-2018",22,77.63,20,121,-101,14.18,15.46,93.52,2,13,-11,13.33,1.55,10.05,1.17,9,-7.83,11.53,0.91,6.96,1,4,3,22.22,77.59,99.81
"BOS","2017-2018",24,109.25,26,179,-153,12.68,14.28,98.31,2,10,-8,16.67,1.1,5.49,2.02,10.13,-8.12,16.59,1.11,5.56,2,6,4,10,88.37,98.37
"BUF","2017-2018",21,100.22,25,162,-137,13.37,14.97,96.99,0,8,-8,0,0,4.79,1.14,9.27,-8.12,10.99,0.69,5.55,4,2,-2,0,90.91,90.91
"CAR","2017-2018",21,88.5,7,174,-167,3.87,4.75,117.97,0,14,-14,0,0,9.49,0.27,14.07,-13.8,1.91,0.19,9.54,0,2,2,0,83.53,83.53
"CBJ","2017-2018",24,114.08,37,179,-142,17.13,19.46,94.14,0,9,-9,0,0,4.73,2.61,13.24,-10.63,16.46,1.37,6.96,0,6,6,0,90.53,90.53
"CGY","2017-2018",24,113.92,32,179,-147,15.17,16.85,94.28,2,16,-14,11.11,1.05,8.43,1.87,13.28,-11.41,12.37,0.99,7,2,6,4,9.52,85.45,94.98
"CHI","2017-2018",23,109.05,33,181,-148,15.42,18.16,99.59,2,11,-9,15.38,1.1,6.05,2.96,15.81,-12.85,15.79,1.63,8.7,0,5,5,7.14,88.89,96.03
"COL","2017-2018",26,150.13,27,259,-232,9.44,10.79,103.51,1,8,-7,11.11,0.4,3.2,1.67,14.05,-12.38,10.65,0.67,5.62,1,8,7,5.26,94.24,99.51
"DAL","2017-2018",23,128.1,29,219,-190,11.69,13.58,102.58,2,12,-10,14.29,0.94,5.62,2.2,14.55,-12.35,13.13,1.03,6.81,7,5,-2,8.7,89.92,98.61
"DET","2017-2018",25,125.03,42,210,-168,16.67,20.15,100.77,4,15,-11,21.05,1.92,7.2,2.82,20.53,-17.71,12.09,1.35,9.85,5,3,-2,12.5,87.18,99.68
"EDM","2017-2018",23,100.92,34,188,-154,15.32,20.21,111.78,2,30,-28,6.25,1.19,17.84,2.29,18.53,-16.24,11.02,1.36,11.02,2,3,1,7.69,71.96,79.65
"FLA","2017-2018",21,108.25,28,214,-186,11.57,15.52,118.61,5,13,-8,27.78,2.77,7.21,2.19,16.49,-14.3,11.73,1.21,9.14,3,6,3,22.73,89.6,112.33
"L.A","2017-2018",24,138.73,35,217,-182,13.89,15.14,93.85,1,12,-11,7.69,0.43,5.19,2.64,17.42,-14.78,13.16,1.14,7.53,4,4,0,4.17,89.19,93.36
"MIN","2017-2018",24,135.07,28,215,-187,11.52,12.44,95.51,2,7,-5,22.22,0.89,3.11,1.74,14.91,-13.17,10.45,0.77,6.62,1,4,3,8.7,93.69,102.39
"MTL","2017-2018",25,117.67,33,189,-156,14.86,16.83,96.37,2,9,-7,18.18,1.02,4.59,2.26,13.95,-11.69,13.94,1.15,7.11,3,2,-1,9.52,90.43,99.95
"N.J","2017-2018",22,132.92,32,207,-175,13.39,14.45,93.44,4,13,-9,23.53,1.81,5.87,3.86,17.25,-13.39,18.29,1.74,7.79,3,8,5,16.67,88.89,105.56
"NSH","2017-2018",22,124.22,21,207,-186,9.21,10.14,99.99,0,17,-17,0,0,8.21,1.1,17.69,-16.59,5.85,0.53,8.55,4,6,2,0,86.07,86.07
"NYI","2017-2018",23,117.4,33,206,-173,13.81,16.87,105.28,4,15,-11,21.05,2.04,7.67,2.67,12.06,-9.39,18.12,1.36,6.16,3,4,1,18.18,87.07,105.25
"NYR","2017-2018",28,130.85,37,201,-164,15.55,16.97,92.17,1,12,-11,7.69,0.46,5.5,3.28,16.34,-13.06,16.7,1.5,7.49,3,5,2,4.35,88.99,93.34
"OTT","2017-2018",24,117.87,38,202,-164,15.83,19.34,102.83,3,21,-18,12.5,1.53,10.69,2.19,16.76,-14.57,11.57,1.12,8.53,2,6,4,11.54,82.93,94.47
"PHI","2017-2018",25,102.68,31,180,-149,14.69,18.11,105.18,2,20,-18,9.09,1.17,11.69,2.15,13.08,-10.94,14.09,1.25,7.65,3,1,-2,7.69,77.53,85.22
"PIT","2017-2018",23,123.83,25,192,-167,11.52,12.11,93.03,3,13,-10,18.75,1.45,6.3,1.24,13.46,-12.22,8.42,0.6,6.52,3,4,1,15.79,87.96,103.75
"S.J","2017-2018",22,110.15,41,183,-142,18.3,22.33,99.68,5,7,-2,41.67,2.72,3.81,3.13,12.76,-9.63,19.71,1.71,6.95,2,7,5,17.86,93.27,111.13
"STL","2017-2018",25,115.72,33,191,-158,14.73,17.11,99.03,1,11,-10,8.33,0.52,5.7,1.58,14.71,-13.13,9.71,0.82,7.63,3,5,2,3.85,89.32,93.17
"T.B","2017-2018",23,119.33,21,200,-179,9.5,10.56,100.56,4,16,-12,20,2.01,8.04,1.36,11.27,-9.9,10.79,0.69,5.66,3,4,1,33.33,85.59,118.92
"TOR","2017-2018",22,116.97,18,207,-189,8,9.23,106.18,2,13,-11,13.33,1.03,6.67,0.93,14.81,-13.89,5.88,0.47,7.6,3,4,1,20,87.25,107.25
"VAN","2017-2018",21,109.97,35,169,-134,17.16,19.1,92.21,1,13,-12,7.14,0.55,7.09,1.69,10.75,-9.06,13.6,0.92,5.87,0,7,7,4,86.46,90.46
"VGK","2017-2018",22,109.12,30,168,-138,15.15,16.5,92.38,1,9,-8,10,0.55,4.95,1.99,10.36,-8.37,16.13,1.1,5.7,1,1,0,5.56,90.53,96.08
"WPG","2017-2018",21,106.2,25,209,-184,10.68,14.12,118.08,1,10,-9,9.09,0.56,5.65,0.87,15.84,-14.97,5.19,0.49,8.95,3,5,2,6.67,91.15,97.82
"WSH","2017-2018",26,128.78,36,223,-187,13.9,16.77,103.9,0,15,-15,0,0,6.99,2.34,15.83,-13.49,12.89,1.09,7.38,4,4,0,0,87.29,87.29
