Key,year,month,day_of_month,full_date,time_of_game,away_team_name,away_team_league,home_team_name,home_team_league
1,2013,03,29,03/29/2013,02:05 PM,Twins,AL,Orioles,AL
2,2013,03,29,03/29/2013,02:30 PM,Astros,AL,Rangers,AL
3,2013,03,29,03/29/2013,02:37 PM,Yankees,AL,Blue Jays,AL
4,2013,03,29,03/29/2013,03:05 PM,Angels,AL,Athletics,AL
5,2013,03,29,03/29/2013,03:10 PM,Brewers,NL,Padres,NL
6,2013,03,29,03/29/2013,03:10 PM,Nationals,NL,Reds,NL
7,2013,03,29,03/29/2013,06:00 PM,Giants,NL,Dodgers,NL
8,2013,03,29,03/29/2013,09:00 PM,Indians,AL,Mariners,AL
9,2013,03,29,03/29/2013,09:10 PM,Rockies,NL,Diamondbacks,NL
10,2013,03,29,03/29/2013,12:10 PM,Cardinals,NL,Mets,NL
11,2013,03,29,03/29/2013,12:10 PM,Pirates,NL,Tigers,AL
12,2013,03,29,03/29/2013,TBA,Phillies,NL,Braves,NL
13,2013,03,29,03/29/2013,TBA,Cubs,NL,Marlins,NL
14,2013,03,29,03/29/2013,TBA,Red Sox,AL,Rays,AL
15,2013,03,29,03/29/2013,TBA,White Sox,AL,Royals,AL
16,2013,03,30,03/30/2013,06:07 PM,Yankees,AL,Blue Jays,AL
17,2013,03,30,03/30/2013,08:40 PM,Rockies,NL,Diamondbacks,NL
18,2013,03,30,03/30/2013,09:05 PM,Angels,AL,Athletics,AL
19,2013,03,30,03/30/2013,09:10 PM,Brewers,NL,Padres,NL
20,2013,03,30,03/30/2013,TBA,Phillies,NL,Braves,NL
21,2013,03,30,03/30/2013,TBA,Giants,NL,Dodgers,NL
22,2013,03,30,03/30/2013,TBA,Cubs,NL,Marlins,NL
23,2013,03,30,03/30/2013,TBA,Astros,AL,Rangers,AL
24,2013,03,30,03/30/2013,TBA,Red Sox,AL,Rays,AL
25,2013,03,31,03/31/2013,01:10 PM,Nationals,NL,Reds,NL
26,2013,03,31,03/31/2013,03:05 PM,Angels,AL,Athletics,AL
27,2013,03,31,03/31/2013,03:07 PM,Yankees,AL,Blue Jays,AL
28,2013,03,31,03/31/2013,03:10 PM,Indians,AL,Mariners,AL
29,2013,03,31,03/31/2013,06:05 PM,Twins,AL,Orioles,AL
30,2013,03,31,03/31/2013,07:10 PM,Rockies,NL,Diamondbacks,NL
31,2013,03,31,03/31/2013,07:40 PM,Brewers,NL,Padres,NL
32,2013,03,31,03/31/2013,12:10 PM,Cardinals,NL,Mets,NL
33,2013,03,31,03/31/2013,12:10 PM,Pirates,NL,Tigers,AL
34,2013,03,31,03/31/2013,TBA,Phillies,NL,Braves,NL
35,2013,03,31,03/31/2013,TBA,Giants,NL,Dodgers,NL
36,2013,03,31,03/31/2013,TBA,Cubs,NL,Marlins,NL
37,2013,03,31,03/31/2013,TBA,Astros,AL,Rangers,AL
38,2013,03,31,03/31/2013,TBA,Red Sox,AL,Rays,AL
39,2013,03,31,03/31/2013,TBA,White Sox,AL,Royals,AL
40,2013,04,01,04/01/2013,03:05 PM,Angels,AL,Athletics,AL
41,2013,04,01,04/01/2013,03:10 PM,Indians,AL,Mariners,AL
42,2013,04,01,04/01/2013,03:10 PM,Nationals,NL,Reds,NL
43,2013,04,01,04/01/2013,07:30 PM,Giants,NL,Dodgers,NL
44,2013,04,01,04/01/2013,12:05 PM,Twins,AL,Orioles,AL
45,2013,04,01,04/01/2013,12:07 PM,Yankees,AL,Blue Jays,AL
46,2013,04,01,04/01/2013,12:10 PM,Cardinals,NL,Mets,NL
47,2013,04,01,04/01/2013,12:10 PM,Pirates,NL,Tigers,AL
48,2013,04,01,04/01/2013,TBA,Cubs,NL,Marlins,NL
49,2013,04,01,04/01/2013,TBA,Astros,AL,Rangers,AL
50,2013,04,01,04/01/2013,TBA,Red Sox,AL,Rays,AL
51,2013,04,01,04/01/2013,TBA,White Sox,AL,Royals,AL
52,2013,04,02,04/02/2013,01:10 PM,Cardinals,NL,Brewers,NL
53,2013,04,02,04/02/2013,03:10 PM,Cubs,NL,Reds,NL
54,2013,04,02,04/02/2013,06:07 PM,White Sox,AL,Blue Jays,AL
55,2013,04,02,04/02/2013,06:10 PM,Phillies,NL,Mets,NL
56,2013,04,02,04/02/2013,07:10 PM,Orioles,AL,Astros,AL
57,2013,04,02,04/02/2013,08:40 PM,Dodgers,NL,Diamondbacks,NL
58,2013,04,02,04/02/2013,09:00 PM,Indians,AL,Angels,AL
59,2013,04,02,04/02/2013,09:05 PM,Rangers,AL,Athletics,AL
60,2013,04,02,04/02/2013,09:10 PM,Rockies,NL,Padres,NL
61,2013,04,02,04/02/2013,12:00 PM,Rays,AL,Yankees,AL
62,2013,04,02,04/02/2013,12:05 PM,Twins,AL,Pirates,NL
63,2013,04,02,04/02/2013,12:10 PM,Royals,AL,Tigers,AL
64,2013,04,02,04/02/2013,TBA,Nationals,NL,Braves,NL
65,2013,04,02,04/02/2013,TBA,Red Sox,AL,Marlins,NL
66,2013,04,03,04/03/2013,05:40 PM,Cubs,NL,Reds,NL
67,2013,04,03,04/03/2013,06:07 PM,White Sox,AL,Blue Jays,AL
68,2013,04,03,04/03/2013,06:10 PM,Phillies,NL,Mets,NL
69,2013,04,03,04/03/2013,06:40 PM,Cardinals,NL,Brewers,NL
70,2013,04,03,04/03/2013,07:10 PM,Orioles,AL,Astros,AL
