Key,year,month,day_of_month,full_date,time_of_game,away_team_name,away_team_league,home_team_name,home_team_league
1,2017,03,29,03/29/2016,02:30 PM,Astros,AL,Rangers,AL
2,2017,03,29,03/29/2016,02:37 PM,Yankees,AL,Blue Jays,AL
3,2017,03,29,03/29/2016,03:05 PM,Angels,AL,Athletics,AL
4,2017,03,29,03/29/2016,03:10 PM,Brewers,NL,Padres,NL
5,2017,03,29,03/29/2016,06:00 PM,Giants,NL,Dodgers,NL
6,2017,03,29,03/29/2016,09:00 PM,Indians,AL,Mariners,AL
7,2017,03,29,03/29/2016,09:10 PM,Rockies,NL,Diamondbacks,NL
8,2017,03,29,03/29/2016,11:30 AM,Cubs,NL,Marlins,NL
9,2017,03,29,03/29/2016,12:10 PM,Pirates,NL,Tigers,AL
10,2017,03,29,03/29/2016,TBA,Phillies,NL,Braves,NL
11,2017,03,29,03/29/2016,TBA,Cardinals,NL,Mets,NL
12,2017,03,29,03/29/2016,TBA,Twins,AL,Orioles,AL
13,2017,03,29,03/29/2016,TBA,Red Sox,AL,Rays,AL
14,2017,03,29,03/29/2016,TBA,Nationals,NL,Reds,NL
15,2017,03,29,03/29/2016,TBA,White Sox,AL,Royals,AL
16,2017,03,30,03/30/2016,06:07 PM,Yankees,AL,Blue Jays,AL
17,2017,03,30,03/30/2016,08:40 PM,Rockies,NL,Diamondbacks,NL
18,2017,03,30,03/30/2016,09:05 PM,Angels,AL,Athletics,AL
19,2017,03,30,03/30/2016,09:10 PM,Brewers,NL,Padres,NL
20,2017,03,30,03/30/2016,TBA,Phillies,NL,Braves,NL
21,2017,03,30,03/30/2016,TBA,Giants,NL,Dodgers,NL
22,2017,03,30,03/30/2016,TBA,Cubs,NL,Marlins,NL
23,2017,03,30,03/30/2016,TBA,Astros,AL,Rangers,AL
24,2017,03,30,03/30/2016,TBA,Red Sox,AL,Rays,AL
25,2017,03,31,03/31/2016,03:05 PM,Angels,AL,Athletics,AL
26,2017,03,31,03/31/2016,03:07 PM,Yankees,AL,Blue Jays,AL
27,2017,03,31,03/31/2016,03:10 PM,Indians,AL,Mariners,AL
28,2017,03,31,03/31/2016,07:10 PM,Rockies,NL,Diamondbacks,NL
29,2017,03,31,03/31/2016,07:40 PM,Brewers,NL,Padres,NL
30,2017,03,31,03/31/2016,12:10 PM,Pirates,NL,Tigers,AL
31,2017,03,31,03/31/2016,TBA,Phillies,NL,Braves,NL
32,2017,03,31,03/31/2016,TBA,Giants,NL,Dodgers,NL
33,2017,03,31,03/31/2016,TBA,Cubs,NL,Marlins,NL
34,2017,03,31,03/31/2016,TBA,Cardinals,NL,Mets,NL
35,2017,03,31,03/31/2016,TBA,Twins,AL,Orioles,AL
36,2017,03,31,03/31/2016,TBA,Astros,AL,Rangers,AL
37,2017,03,31,03/31/2016,TBA,Red Sox,AL,Rays,AL
38,2017,03,31,03/31/2016,TBA,Nationals,NL,Reds,NL
39,2017,03,31,03/31/2016,TBA,White Sox,AL,Royals,AL
40,2017,04,01,04/01/2016,03:05 PM,Angels,AL,Athletics,AL
41,2017,04,01,04/01/2016,03:10 PM,Indians,AL,Mariners,AL
42,2017,04,01,04/01/2016,07:30 PM,Giants,NL,Dodgers,NL
43,2017,04,01,04/01/2016,12:00 PM,Cardinals,NL,Mets,NL
44,2017,04,01,04/01/2016,12:07 PM,Yankees,AL,Blue Jays,AL
45,2017,04,01,04/01/2016,12:10 PM,Pirates,NL,Tigers,AL
46,2017,04,01,04/01/2016,TBA,Cubs,NL,Marlins,NL
47,2017,04,01,04/01/2016,TBA,Twins,AL,Orioles,AL
48,2017,04,01,04/01/2016,TBA,Astros,AL,Rangers,AL
49,2017,04,01,04/01/2016,TBA,Red Sox,AL,Rays,AL
